date,storage,level,inflow,outflow,inflow_simulated,rain
10/2/2017,31.17,109.45,3766,3907,142.5,9.290339266
10/3/2017,31.32,109.6,5583,3675,110.3,0.562472093
10/4/2017,31.62,109.9,6187,2555,104,0.851511724
10/5/2017,31.87,110.15,5671,2570,101.4,6.330917398
10/6/2017,32.23,110.5,6892,2583,105,18.5026147
10/7/2017,32.55,110.82,7540,3584,101.2,8.611081555
10/8/2017,32.74,111,5900,3593,99.57,0.065837767
10/9/2017,32.87,111.13,5365,3607,99.13,1.564468
10/10/2017,32.99,111.24,5127,3609,98.16,2.878216632
10/11/2017,33.36,111.6,7794,3262,186.1,14.23920062
10/12/2017,33.74,111.96,5855,1323,117,0.043502773
10/13/2017,34.12,112.32,5161,534,103.3,18.01518264
10/14/2017,34.45,112.63,4565,542,99.29,7.059300189
10/15/2017,34.81,112.97,4948,554,96.77,13.14882078
10/16/2017,35.19,113.32,5183,569,94.87,0.106897286
10/17/2017,35.52,113.62,4569,578,93.37,0.918639876
10/18/2017,35.52,113.62,4569,578,92.68,1.955747604
10/19/2017,35.94,114,2439,596,91.31,0.647663444
10/20/2017,36.05,114.1,2110,611,90.16,0
10/21/2017,36.16,114.2,2110,611,88.99,0
10/22/2017,36.23,114.26,1593,611,88.11,0
10/23/2017,36.29,114.32,1593,611,86.5,0
10/24/2017,36.21,114.24,863,1691,85.18,0
10/25/2017,35.94,114,1620,4517,83.8,0
10/26/2017,35.62,113.71,1440,4902,82.92,1.005339385
10/27/2017,35.29,113.41,1402,4992,82.48,0.942472673
10/28/2017,35.07,113.21,2755,5080,194.4,2.391981152
10/29/2017,34.79,112.95,2005,5075,104.5,0
10/30/2017,34.5,112.68,1924,5060,86.17,0
10/31/2017,34.24,112.43,2116,5006,79.76,0
11/1/2017,33.96,112.17,1929,4943,76.8,0
11/2/2017,33.67,111.9,1792,4940,75.06,0.29617571
11/3/2017,33.41,111.65,2070,4928,72.99,0
11/4/2017,33.19,111.43,1977,4474,71.69,0
11/5/2017,33.01,111.26,2117,4012,75.36,0.920133355
11/6/2017,32.86,111.12,2478,4011,70.22,0.161154206
11/7/2017,32.76,111.02,2961,4011,68.64,3.923459291
11/8/2017,32.72,110.98,2428,2753,66.89,3.04713979
11/9/2017,32.79,111.05,2312,1321,65.61,0
11/10/2017,32.9,111.16,2691,1208,63.92,0
11/11/2017,33.04,111.29,2932,1208,62.54,0
11/12/2017,33.15,111.4,2692,1209,61.21,0
11/13/2017,33.31,111.55,3178,1213,59.9,0
11/14/2017,33.48,111.71,2957,873,58.66,0
11/15/2017,33.62,111.85,2365,522,57.34,0.132279649
11/16/2017,33.73,111.95,1883,522,56.09,0
11/17/2017,33.82,112.04,1788,534,54.79,0.114666132
11/18/2017,33.86,112.08,1191,537,54.15,0
11/19/2017,33.9,112.11,1067,537,53.06,0.600148817
11/20/2017,33.91,112.12,820,537,51.88,0
11/21/2017,33.8,112.02,967,2043,50.96,0
11/22/2017,33.5,111.73,1185,4532,49.26,0
11/23/2017,33.2,111.44,1182,4524,48.42,0
11/24/2017,32.83,111.09,798,4862,46.99,0
11/25/2017,32.43,110.7,635,5100,45.81,0
11/26/2017,32.02,110.3,534,5092,44.61,0
11/27/2017,31.64,109.92,775,5076,43.99,0
11/28/2017,31.25,109.53,727,5064,42.84,0
11/29/2017,30.87,109.15,831,5052,41.58,0
11/30/2017,30.51,108.78,894,4940,40.8,0
12/1/2017,30.16,108.42,929,4834,39.94,1.093023744
12/2/2017,29.87,108.12,1606,4826,63.43,15.37531324
12/3/2017,29.69,107.93,1559,3529,46.52,5.347680296
12/4/2017,29.52,107.75,1541,3371,39.45,0.466105044
12/5/2017,29.42,107.64,2158,3221,37.19,0.175561375
12/6/2017,29.33,107.55,2301,3146,35.83,0.01612881
12/7/2017,29.39,107.61,1205,408,34.79,0
12/8/2017,29.45,107.68,1315,408,33.73,0
12/9/2017,29.49,107.72,987,408,32.84,0
12/10/2017,29.52,107.75,877,408,31.95,0
12/11/2017,29.55,107.78,877,408,31.09,0
12/12/2017,29.58,107.81,877,408,30.32,0
12/13/2017,29.59,107.82,658,408,29.83,0.261879072
12/14/2017,29.61,107.84,768,408,30.41,0.850759387
12/15/2017,29.61,107.84,549,408,28.51,0
12/16/2017,29.61,107.85,658,408,27.66,0
12/17/2017,29.61,107.84,439,408,26.75,0
12/18/2017,29.59,107.82,330,408,26.17,0
12/19/2017,29.57,107.8,330,408,25.24,0
12/20/2017,29.57,107.8,330,408,24.69,0
12/21/2017,29.29,107.51,393,3219,23.88,0
12/22/2017,29.01,107.21,383,3537,23.38,0
12/23/2017,28.7,106.88,354,3806,22.78,0
12/24/2017,28.4,106.55,399,3798,22.13,0
12/25/2017,28.09,106.22,391,3790,21.54,0
12/26/2017,27.74,105.84,387,4279,20.86,0
12/27/2017,27.39,105.45,328,4270,20.1,0
12/28/2017,27.02,105.04,365,4515,19.21,0
12/29/2017,26.63,104.59,297,4761,18.37,0
12/30/2017,26.23,104.14,299,4754,16.3,0
12/31/2017,25.83,103.68,273,4749,15.53,0
1/1/2018,25.55,103.35,291,3445,14.91,0
1/2/2018,25.4,103.17,231,1887,13.82,0
1/3/2018,25.38,103.15,264,334,12.68,0
1/4/2018,25.36,103.13,264,334,11.48,0
1/5/2018,25.34,103.1,165,334,8.337,0
1/6/2018,25.32,103.08,264,334,6.683,0
1/7/2018,25.3,103.06,264,334,6.391,0
1/8/2018,25.28,103.03,165,334,5.467,0
1/9/2018,25.25,103,165,334,4.641,0
1/10/2018,25.24,102.98,261,331,4.44,0
1/11/2018,25.22,102.96,260,329,4.282,0
1/12/2018,25.19,102.93,163,329,3.956,0
1/13/2018,25.18,102.91,260,329,2.872,0
1/14/2018,24.99,102.69,208,2210,3.078,0
1/15/2018,24.63,102.25,161,4289,3.257,0
1/16/2018,24.26,101.81,205,4288,3.31,0
1/17/2018,23.9,101.36,157,4286,3.166,0
1/18/2018,23.53,100.91,172,4281,2.24,0
1/19/2018,23.14,100.42,187,4580,2.416,0
1/20/2018,22.76,99.94,141,4428,2.054,0
1/21/2018,22.4,99.47,171,4273,2.129,0
1/22/2018,22.04,99,170,4271,2.039,0
1/23/2018,21.67,98.52,188,4271,1.912,0
1/24/2018,21.36,98.1,156,3715,1.827,0
1/25/2018,21.2,97.89,188,1893,1.733,0
1/26/2018,21.17,97.85,160,398,1.918,0
1/27/2018,21.14,97.81,160,398,1.639,0
1/28/2018,21.11,97.77,160,398,1.572,0
1/29/2018,21.08,97.73,160,398,1.361,0
1/30/2018,21.06,97.7,245,398,1.311,0
1/31/2018,21.04,97.67,245,398,1.424,0
2/1/2018,21.02,97.64,245,398,1.228,0
2/2/2018,20.99,97.6,151,398,1.085,0
2/3/2018,20.96,97.56,151,398,1.114,0
2/4/2018,20.93,97.52,160,398,1.002,0
2/5/2018,20.9,97.48,160,398,1.066,0
2/6/2018,20.75,97.27,196,1877,0.9014,0
2/7/2018,20.38,96.76,182,4357,1.554,0
2/8/2018,20.01,96.24,156,4355,1.615,0.014615956
2/9/2018,19.63,95.71,134,4353,0.9603,0
2/10/2018,19.26,95.18,183,4352,2.295,7.544256814
2/11/2018,18.9,94.64,173,4347,1.828,2.338925876
2/12/2018,18.52,94.09,127,4342,1.78,0
2/13/2018,18.15,93.53,144,4340,1.484,0
2/14/2018,17.79,92.97,167,4338,1.318,0
2/15/2018,17.41,92.39,125,4336,1.175,0
2/16/2018,17.11,91.91,169,3619,1.033,0
2/17/2018,16.85,91.49,192,3132,1.047,0
2/18/2018,16.55,91.01,134,3506,1.041,0
2/19/2018,16.24,90.5,139,3626,0.9863,0
2/20/2018,16.05,90.19,179,2264,0.981,0
2/21/2018,16.03,90.15,165,361,0.8669,0
2/22/2018,16,90.11,164,360,0.8093,0
2/23/2018,15.98,90.07,164,360,0.9596,0
2/24/2018,15.95,90.03,164,360,0.8413,0
2/25/2018,15.94,90,233,359,0.9234,0
2/26/2018,15.91,89.96,168,359,0.8533,0
2/27/2018,15.89,89.92,167,358,0.7788,0
2/28/2018,15.87,89.88,167,358,0.8097,0
3/1/2018,15.84,89.84,167,358,0.7211,0
3/2/2018,15.82,89.8,167,358,0.7431,0
3/3/2018,15.75,89.68,131,858,0.8286,0
3/4/2018,15.68,89.56,131,858,0.5908,0
3/5/2018,15.65,89.52,173,357,0.5713,0
3/6/2018,15.63,89.48,173,357,0.6781,0
3/7/2018,15.48,89.22,132,1810,0.6696,0
3/8/2018,15.2,88.74,140,3263,0.5232,0
3/9/2018,14.93,88.26,180,3261,0.6308,0
3/10/2018,14.61,87.69,146,3762,0.6594,0
3/11/2018,14.29,87.12,193,3760,0.6303,0
3/12/2018,13.97,86.53,186,3794,0.4934,0
3/13/2018,13.65,85.93,153,3789,0.5241,0
3/14/2018,13.34,85.32,184,3786,0.5182,0.458835393
3/15/2018,13.02,84.7,171,3781,0.946,3.85016259
3/16/2018,12.7,84.07,163,3777,1.298,8.27415291
3/17/2018,12.44,83.55,186,3074,9.969,1.511291768
3/18/2018,12.19,83.03,195,3071,5.209,8.324456868
3/19/2018,11.93,82.49,163,3068,2.913,9.265428292
3/20/2018,11.67,81.95,173,3064,2.457,0.045749083
3/21/2018,11.42,81.4,195,3061,1.717,0
3/22/2018,11.16,80.84,162,3057,7.866,3.393617176
3/23/2018,11.07,80.64,169,1134,3.176,0
3/24/2018,11.05,80.59,154,341,1.782,0
3/25/2018,11.03,80.54,153,340,1.77,0.15264381
3/26/2018,11,80.49,153,340,1.545,0
3/27/2018,10.98,80.44,152,339,1.557,0
3/28/2018,10.96,80.39,152,339,1.341,0
3/29/2018,10.94,80.34,152,339,1.114,0
3/30/2018,10.91,80.29,150,337,1.225,0.379827504
3/31/2018,10.89,80.24,149,336,6.42,5.31058716
4/1/2018,10.87,80.19,149,336,6.636,4.921664134
4/2/2018,10.85,80.14,174,335,2.901,3.38250517
4/3/2018,10.83,80.1,224,333,51.16,6.112843449
4/4/2018,10.81,80.05,171,332,12.37,0.105140153
4/5/2018,10.78,80,170,331,5.223,0.786266059
4/6/2018,10.75,79.91,138,495,3.135,0
4/7/2018,10.69,79.79,151,659,2.816,0
4/8/2018,10.64,79.67,150,658,1.936,0.098758288
4/9/2018,10.5,79.34,160,1723,1.821,0
4/10/2018,10.12,78.44,153,4491,1.768,0
4/11/2018,9.74,77.52,156,4466,1.565,0.237842217
4/12/2018,9.36,76.59,157,4388,1.732,6.425464024
4/13/2018,9.06,75.81,153,3596,7.591,7.034963444
4/14/2018,8.75,75,92,3583,3.085,0.574300677
4/15/2018,8.48,74.28,114,3108,2.339,0.278175169
4/16/2018,8.36,73.94,167,1530,1.926,7.403666268
4/17/2018,8.33,73.87,155,366,8.565,3.226692225
4/18/2018,8.32,73.82,165,293,3.215,0
4/19/2018,8.3,73.77,168,292,2.397,1.923745133
4/20/2018,8.28,73.71,127,292,2.237,7.368675987
4/21/2018,8.27,73.68,251,292,1.951,0.781873918
4/22/2018,8.25,73.63,168,292,1.555,7.524452567
4/23/2018,8.23,73.58,168,292,2.094,5.818561759
4/24/2018,8.21,73.53,168,292,1.829,3.227546684
4/25/2018,8.19,73.48,167,291,4.781,3.254118244
4/26/2018,8.18,73.43,167,291,4.706,2.524647723
4/27/2018,8.16,73.38,167,291,2.187,2.304759984
4/28/2018,8.14,73.33,167,291,1.669,0
4/29/2018,8.09,73.2,150,605,1.628,0
4/30/2018,8.04,73.04,129,707,1.451,1.079799565
5/1/2018,7.98,72.87,104,700,4.395,2.577970972
5/2/2018,7.92,72.7,344,935,3.852,4.820124665
5/3/2018,7.84,72.46,115,986,3.058,4.612678858
5/4/2018,7.76,72.24,190,981,85.89,15.650802
5/5/2018,7.68,72.02,185,976,21.27,0
5/6/2018,7.61,71.8,205,971,8.946,0.012546894
5/7/2018,7.54,71.58,202,966,4.555,0.502707779
5/8/2018,7.46,71.36,197,961,3.37,1.335102677
5/9/2018,7.4,71.16,269,956,4.027,15.86360117
5/10/2018,7.33,70.95,233,952,82.04,0.647150389
5/11/2018,7.26,70.75,284,947,21.21,19.89879763
5/12/2018,7.19,70.53,261,998,8.815,11.07804143
5/13/2018,7.13,70.33,330,993,9.392,3.891858434
5/14/2018,7.06,70.13,324,987,30.05,7.489365935
5/15/2018,6.99,69.91,244,971,9.495,8.639953653
5/16/2018,6.93,69.71,316,955,12.72,6.453082577
5/17/2018,6.87,69.52,343,950,21.3,0.200283438
5/18/2018,6.83,69.37,482,945,47.95,0.04089655
5/19/2018,6.79,69.24,550,942,14.52,3.14671672
5/20/2018,6.76,69.14,655,939,110.4,17.80296723
5/21/2018,6.76,69.14,1012,937,29.82,12.70322319
5/22/2018,6.88,69.55,2491,943,26.53,13.72280043
5/23/2018,7.04,70.05,2844,966,12.8,0
5/24/2018,7.2,70.55,2929,989,16.8,15.26238004
5/25/2018,7.34,71,2755,1001,179.4,9.63430359
5/26/2018,7.54,71.6,3073,678,414.9,39.61878916
5/27/2018,7.8,72.35,3370,348,109.4,9.980135056
5/28/2018,8.06,73.1,3450,357,91.64,12.08306326
5/29/2018,8.31,73.8,3270,291,45.29,6.561241483
5/30/2018,8.53,74.4,2916,293,287.7,37.51272549
5/31/2018,8.67,74.8,2093,295,83.37,3.531027963
6/1/2018,8.79,75.1,1684,298,43.91,0.8156555
6/2/2018,8.96,75.55,2361,301,32.53,11.69724014
6/3/2018,9.09,75.9,1921,302,28.55,9.375393828
6/4/2018,9.21,76.2,1731,303,27.67,4.530322318
6/5/2018,9.31,76.45,1521,304,64.06,18.78157913
6/6/2018,9.41,76.7,1521,305,35.97,10.6321698
6/7/2018,9.52,77,1750,306,33.08,3.560185344
6/8/2018,9.63,77.25,1564,306,32.35,15.57834884
6/9/2018,9.73,77.5,1565,307,131.6,21.53742325
6/10/2018,9.87,77.85,2037,308,429,26.37798347
6/11/2018,10.57,79.5,8478,313,357.5,12.41615456
6/12/2018,12.08,82.8,17883,342,126.1,20.64687748
6/13/2018,14.01,86.6,22871,368,254.4,28.69478801
6/14/2018,16.42,90.8,28383,394,347.9,23.43564384
6/15/2018,18.8,94.5,28096,416,334.5,17.37162121
6/16/2018,21.43,98.2,31037,437,123.7,8.864500638
6/17/2018,23.4,100.75,23424,453,76.93,1.570235123
6/18/2018,24.34,101.9,11297,369,62.29,12.27751301
6/19/2018,24.96,102.65,7753,376,79.68,3.0504674
6/20/2018,25.81,103.65,6398,381,164.5,4.768514998
6/21/2018,25.98,103.85,6494,388,88.46,7.022313062
6/22/2018,26.55,104.5,7776,1045,119,3.779783263
6/23/2018,26.99,105,8206,2961,77.28,1.029001864
6/24/2018,27.12,105.15,5194,3464,67.51,2.500770305
6/25/2018,27.3,105.35,5715,3464,65.28,1.695451136
6/26/2018,27.39,105.45,4178,2970,71.55,1.594634801
6/27/2018,27.49,105.56,4286,2974,67.07,16.08596106
6/28/2018,27.55,105.63,3995,3099,66.94,2.054797189
6/29/2018,28.12,106.25,10168,3473,67.19,10.96298644
6/30/2018,29.24,107.45,16604,3494,82.33,1.108587912
7/1/2018,29.95,108.2,11958,3516,71.82,3.656892826
7/2/2018,30.29,108.55,7603,3530,70.29,3.099799454
7/3/2018,30.49,108.76,6039,3537,69.98,5.950912904
7/4/2018,30.58,108.85,4490,3335,69.81,0.771711487
7/5/2018,30.49,108.76,6039,3537,69.25,1.887926221
7/6/2018,30.65,108.92,3642,3609,69.71,1.674738884
7/7/2018,30.55,108.82,2505,3483,736.3,33.36018237
7/8/2018,30.5,108.77,3066,3482,788.3,24.88221077
7/9/2018,32,110.4,22437,3499,739.8,48.86577208
7/10/2018,35,112.7,31490,3571,249.9,14.38244532
7/11/2018,37,115.2,35698,3612,592.1,42.18588806
7/12/2018,40,117.7,37783,3768,645.1,29.7558744
7/13/2018,43,120.2,39737,3766,374.3,23.01965803
7/14/2018,47,122.7,41961,3929,369.1,19.68372606
7/15/2018,48,123.43,43654,32007,306.5,6.245408602
7/16/2018,47.04,123.05,65777,71583,267.5,12.18534093
7/17/2018,46.17,122.4,71964,81842,348.8,18.10012129
7/18/2018,45.74,122.08,71353,76107,293.1,6.045499569
7/19/2018,48.48,124.1,58719,26844,161.6,6.750967875
7/20/2018,49.45,124.8,47952,36453,187.6,9.424308856
7/21/2018,48.82,124.35,40739,47816,222.2,12.09993207
7/22/2018,47.31,123.25,31534,48859,224.9,16.6634621
7/23/2018,47.04,123.05,48063,51038,213.9,5.997633128
7/24/2018,46.64,122.75,48145,52606,177.1,6.318255239
7/25/2018,46.8,122.87,40243,38202,189,13.09531092
7/26/2018,47.42,123.33,49893,42524,273.3,6.080231812
7/27/2018,47.11,123.1,45331,48780,150,1.896545807
7/28/2018,46.57,122.7,34740,40780,124.7,1.628481558
7/29/2018,46.54,122.68,22945,23069,132.8,4.142924621
7/30/2018,46.41,122.58,16693,18056,118.7,1.239942908
7/31/2018,46.57,122.7,9421,7378,177.6,3.499655837
8/1/2018,46.82,122.89,8135,5009,148.2,2.975782243
8/2/2018,47.11,123.1,8608,5123,125.3,0.765412095
8/3/2018,47.46,123.36,9476,5160,120.3,4.580726862
8/4/2018,47.72,123.55,8104,4897,118.8,4.404595179
8/5/2018,47.83,123.63,6125,4657,118.3,3.234257994
8/6/2018,47.99,123.75,6758,4657,118.1,1.065764945
8/7/2018,48.05,123.79,5493,4657,126,8.239563848
8/8/2018,48.01,123.76,4386,4657,942.1,14.14283199
8/9/2018,48.68,124.25,12710,4671,1520,29.9118846
8/10/2018,49.01,124.48,47709,43786,531.2,5.19604223
8/11/2018,47.11,123.1,40538,62319,258.7,3.765147485
8/12/2018,45.55,121.94,31672,49444,229,9.315036873
8/13/2018,45.63,122,27528,26425,435.9,30.43983209
8/14/2018,45.57,121.95,57464,58021,850.8,25.96117095
8/15/2018,44.89,121.43,99896,107579,1449,31.88457675
8/16/2018,44.93,121.46,123145,122496,1309,93.05892179
8/17/2018,42.98,119.95,100211,122530,727.4,11.26989204
8/18/2018,43.81,120.6,133279,123472,330.2,6.805595183
8/19/2018,44.3,120.98,115638,109815,219.6,9.227732445
8/20/2018,45.17,121.65,94382,84060,201.1,7.230112905
8/21/2018,45.13,121.62,72858,73134,159,7.372393219
8/22/2018,45.97,122.25,28438,18632,147.9,4.445808065
8/23/2018,47.79,123.6,25857,4570,147.5,4.066587787
8/24/2018,49.17,124.6,24536,8328,142.5,2.634656781
8/25/2018,49.31,124.7,21170,19362,141,0.687054463
8/26/2018,48.78,124.32,20645,26590,140.3,0.271059446
8/27/2018,48.61,124.2,10162,11907,139.7,6.425694499
8/28/2018,48.96,124.45,8944,4713,160.8,8.473836869
8/29/2018,49.42,124.78,10237,4714,205.9,9.58747088
8/30/2018,49.45,124.8,9880,9364,154.4,5.779079027
8/31/2018,49.45,124.8,10377,10184,330.4,8.23394456
9/1/2018,49.45,124.8,11455,11278,183,1.186625623
9/2/2018,49.45,124.8,7111,6902,153.1,3.358956249
9/3/2018,49.45,124.8,7111,6902,143.6,2.579793109
9/4/2018,49.45,124.8,5470,5081,139.2,0.045947514
9/5/2018,49.37,124.74,3954,4714,137,0
9/6/2018,49.13,124.57,2177,4714,135.1,0.046323728
9/7/2018,48.78,124.32,884,4713,133.5,0.960586369
9/8/2018,48.41,124.05,1323,5476,132.7,0.80962656
9/9/2018,48.02,123.77,1235,5475,130.7,0.596763885
9/10/2018,47.63,123.48,1167,5548,129.1,0
9/11/2018,47.24,123.2,1270,5493,128.1,7.052598308
9/12/2018,46.85,122.91,1090,5443,126.7,7.451916203
9/13/2018,46.58,122.71,2508,5404,124.4,0.178280063
9/14/2018,46.26,122.47,1877,5393,122.8,0
9/15/2018,45.87,122.18,1069,5358,121,2.881483453
9/16/2018,45.87,121.93,1446,4840,138.6,1.595282894
9/17/2018,45.16,121.64,1071,5268,121.8,2.411903496
9/18/2018,44.78,121.35,1040,5236,117.3,3.972434024
9/19/2018,44.32,121,1030,5226,114.2,0
9/20/2018,44.03,120.77,1071,5196,112.1,0
9/21/2018,43.7,120.51,1022,4685,110.4,9.135617321
9/22/2018,43.41,120.29,1088,4158,108.1,0
9/23/2018,43.13,120.07,1079,4149,105.9,0.142552268
9/24/2018,42.89,119.88,1108,3697,305.4,20.78309631
9/25/2018,42.79,119.8,1118,2090,148.1,4.45893812
9/26/2018,43.17,120.1,6154,1585,122.7,27.17797367
9/27/2018,43.88,120.65,9677,1337,127.3,7.184479708
9/28/2018,45.24,121.7,17389,1405,106.9,8.43859761
9/29/2018,46.43,122.6,15495,1463,109.5,15.05877437
9/30/2018,47.38,123.3,12660,1521,114.1,5.201611832
10/1/2018,47.95,123.72,8418,1572,101,3.882021998
10/2/2018,48.5,124.12,9003,2383,97.09,19.85487851
10/3/2018,48.75,124.3,7558,4395,94.54,0.033069852
10/4/2018,48.87,124.38,5759,4210,135.9,6.044606894
10/5/2018,49.09,124.54,6553,3711,161.5,6.454028944
10/6/2018,49.31,124.7,6553,3711,212.4,11.78588256
10/7/2018,49.45,124.8,5584,3711,250.7,5.333757242
10/8/2018,49.45,124.8,3969,3711,170.3,0.110693424
10/9/2018,49.45,124.8,3969,3711,457.2,18.51585451
10/10/2018,49.45,124.8,3969,3711,468.8,17.71093977
10/11/2018,49.45,124.8,3969,3711,190,0.045353513
10/12/2018,49.45,124.8,4017,3761,128.3,0
10/13/2018,49.45,124.8,4017,3761,107.7,0
10/14/2018,49.45,124.8,4017,3761,100.2,0
10/15/2018,49.45,124.8,4043,3761,97.79,16.90909286
10/16/2018,49.45,124.8,4069,3811,94.91,6.380690237
10/17/2018,49.45,124.8,3534,3277,649.5,20.92163638
10/18/2018,49.45,124.8,2899,2642,240.6,9.673075726
10/19/2018,49.45,124.8,10598,10342,141.4,7.850728144
10/20/2018,49.45,124.8,6474,5963,114.2,5.438703279
10/21/2018,49.45,124.8,6558,6470,101.7,1.70103108
10/22/2018,49.45,124.8,3969,3711,96.45,0.190395981
10/23/2018,49.45,124.8,4215,3957,94.59,0
10/24/2018,49.45,124.8,4460,4202,92.49,0
10/25/2018,49.45,124.8,4460,4202,91.41,0
10/26/2018,49.45,124.8,4508,4252,90.61,0
10/27/2018,49.45,124.8,4508,4252,89.63,0
10/28/2018,49.31,124.7,2893,4252,88.65,0
10/29/2018,49.06,124.52,2108,4758,87.64,0
10/30/2018,48.77,124.31,1624,4758,86.47,0
10/31/2018,48.43,124.07,1138,4757,85.48,0
11/1/2018,48.09,123.82,991,4715,84.67,0.009516766
11/2/2018,47.75,123.57,951,4701,83.19,0
11/3/2018,47.41,123.32,913,4663,85.12,1.570371062
11/4/2018,47.07,123.07,900,4650,81.87,3.355751907
11/5/2018,46.73,122.82,920,4613,79.91,1.053085784
11/6/2018,46.39,122.57,929,4599,78.65,0
11/7/2018,46.06,122.32,894,4565,77.39,0
11/8/2018,45.73,122.07,883,4553,75.82,0
11/9/2018,45.4,121.82,909,4523,74.6,0
11/10/2018,45.07,121.57,919,4512,73.32,0
11/11/2018,44.74,121.32,888,4481,72.1,0
11/12/2018,44.42,121.07,878,4471,70.79,0
11/13/2018,44.09,120.82,907,4441,69.52,0
11/14/2018,43.77,120.57,918,4430,68.25,0
11/15/2018,43.45,120.32,891,4403,66.93,0
11/16/2018,43.45,120.32,891,4403,65.93,0
11/17/2018,42.82,119.82,909,4367,64.66,0
11/18/2018,42.49,119.56,776,4357,63,0
11/19/2018,42.17,119.3,753,4335,62.31,2.290001892
11/20/2018,41.85,119.05,890,4327,60.92,3.626232953
11/21/2018,41.53,118.79,785,4304,59.42,0
11/22/2018,41.22,118.53,792,4296,58.57,0.104277194
11/23/2018,40.92,118.29,1056,4276,57.22,0.912742441
11/24/2018,40.63,118.05,1049,4269,73.91,3.789989376
11/25/2018,40.42,117.88,1114,3741,58.75,1.262049796
11/26/2018,40.2,117.69,1532,4239,54.91,0
11/27/2018,39.94,117.48,1499,4232,52.77,0
11/28/2018,39.73,117.3,1896,4212,51.47,0
11/29/2018,39.49,117.1,1619,4212,50.19,0
11/30/2018,39.25,116.9,1643,4206,49.02,0
12/1/2018,39.03,116.71,1776,4187,48.23,0
12/2/2018,38.78,116.5,1517,4186,46.72,0
12/3/2018,39,116.28,1366,4170,45.69,0
12/4/2018,38,116.1,1403,3665,44.52,0
12/5/2018,38,115.95,1317,3160,43.82,1.936040676
12/6/2018,38,115.8,1330,3144,42.38,0
12/7/2018,38,115.71,1126,2147,41.45,0.370426126
12/8/2018,38,115.63,1258,1640,40.52,0
12/9/2018,38,115.59,1281,1639,39.58,0
12/10/2018,37.67,115.54,1297,1787,38.52,0
12/11/2018,37.6,115.48,1207,1830,37.6,0
12/12/2018,37.55,115.43,1372,1863,36.63,0
12/13/2018,37.49,115.38,1372,1863,35.82,0
12/14/2018,37.44,115.34,1504,1863,34.95,0
12/15/2018,37.4,115.3,1404,1763,34,0
12/16/2018,37.35,115.26,1404,1763,33.19,0
12/17/2018,37.29,115.21,1272,1763,32.21,0
12/18/2018,37.25,115.17,1354,1713,31.51,0
12/19/2018,37.2,115.13,1302,1662,30.79,0
12/20/2018,37.16,115.09,1289,1662,30.05,0
12/21/2018,37.1,115.04,1157,1662,29.26,0
12/22/2018,37.05,115,1289,1662,28.49,0
12/23/2018,37.01,114.96,1184,1547,27.78,0
12/24/2018,36.97,114.92,1179,1542,27.47,0
12/25/2018,36.91,114.87,1050,1542,26.74,0.551928699
12/26/2018,36.84,114.81,921,1542,26.14,0
12/27/2018,36.79,114.76,1050,1542,25.01,0
12/28/2018,36.72,114.7,921,1542,24.69,1.584919874
12/29/2018,36.66,114.65,622,1114,23.76,0
12/30/2018,36.64,114.63,582,686,23.45,0
12/31/2018,36.61,114.6,453,686,22.58,0
1/1/2019,36.59,114.58,581,685,21.82,0
1/2/2019,36.56,114.56,594,685,20.7,0
1/3/2019,36.53,114.53,465,685,18.37,0
1/4/2019,36.5,114.5,465,685,17.56,0
1/5/2019,36.46,114.47,450,670,16.72,0
1/6/2019,36.43,114.44,445,665,15.57,0
1/7/2019,36.38,114.4,315,665,14.57,0
1/8/2019,36.35,114.37,444,665,13.3,0
1/9/2019,36.31,114.33,314,664,11.82,0
1/10/2019,36.26,114.29,314,664,10.26,0
1/11/2019,36.23,114.26,444,664,7.884,0
1/12/2019,36.11,114.15,420,1675,7.193,0
1/13/2019,35.96,114.02,406,2166,6.172,0
1/14/2019,35.75,113.83,269,2854,5.551,0
1/15/2019,35.51,113.61,233,2849,5.17,0
1/16/2019,35.27,113.39,228,2844,4.556,0
1/17/2019,35.18,113.31,271,627,4.742,0
1/18/2019,35.05,113.19,265,1631,4.291,0
1/19/2019,34.85,113,385,2635,4.374,0
1/20/2019,34.63,112.8,298,2620,4.371,0
1/21/2019,34.42,112.6,293,2615,3.593,0
1/22/2019,34.21,112.4,288,2610,3.697,0
1/23/2019,33.99,112.2,276,2598,3.858,0
1/24/2019,33.78,112,289,2611,3.773,0
1/25/2019,33.56,111.79,222,2611,3.241,0
1/26/2019,33.34,111.58,217,2606,2.857,0
1/27/2019,33.12,111.37,206,2595,2.852,0
1/28/2019,32.9,111.16,202,2591,2.891,0
1/29/2019,32.68,110.94,177,2670,2.898,0
1/30/2019,32.45,110.72,207,2658,2.471,0
1/31/2019,32.23,110.5,206,2657,2.221,0
2/1/2019,32,110.28,194,2645,2.162,0
2/2/2019,31.78,110.06,191,2641,2.038,0
2/3/2019,31.56,109.84,225,2633,1.729,0
2/4/2019,31.34,109.62,232,2625,1.763,0
2/5/2019,31.17,109.45,272,2089,1.637,0
2/6/2019,31.14,109.42,285,493,1.651,0
2/7/2019,31.1,109.38,170,493,1.726,0
2/8/2019,31.06,109.34,170,493,1.582,0.634008497
2/9/2019,31.03,109.31,285,493,1.474,0
2/10/2019,31,109.28,285,493,2.219,0.700485826
2/11/2019,30.96,109.24,170,493,11.88,2.321222479
