date,storage,level,inflow,outflow,inflow_simulated,rain
6/2/2016,9.49,76.91,162,1576,3.956,6.343079415
6/3/2016,9.44,76.78,173,689,2.77,6.960155378
6/4/2016,9.42,76.74,184,289,1.977,5.03607133
6/5/2016,9.41,76.7,184,289,2.214,2.937885412
6/6/2016,9.39,76.65,138,289,2.28,6.892650859
6/7/2016,9.37,76.6,138,289,1.999,2.960009351
6/8/2016,9.35,76.56,184,289,2.129,1.408096361
6/9/2016,9.33,76.52,184,289,3.887,18.92491847
6/10/2016,9.32,76.48,184,289,2.995,6.416644458
6/11/2016,9.26,76.32,156,808,9.286,8.652421782
6/12/2016,9.14,76.03,174,1420,4.143,0.729790579
6/13/2016,9.01,75.68,145,1614,3.256,2.709534686
6/14/2016,8.81,75.16,160,2380,2.967,4.099432466
6/15/2016,8.6,74.59,224,2608,2.542,1.883917093
6/16/2016,8.39,74.04,317,2594,2.766,0.882672568
6/17/2016,8.19,73.46,293,2625,2.768,1.041325599
6/18/2016,7.99,72.92,495,2649,2.974,3.721908207
6/19/2016,7.82,72.42,679,2612,88.97,5.968478352
6/20/2016,7.65,71.93,721,2605,22.43,3.411359781
6/21/2016,7.48,71.42,717,2622,9.535,1.452200244
6/22/2016,7.31,70.9,679,2611,5.665,1.179567914
6/23/2016,7.14,70.38,743,2621,56.22,6.849388003
6/24/2016,6.98,69.86,767,2626,16.08,1.91588585
6/25/2016,6.82,69.34,821,2631,21.83,2.149233855
6/26/2016,6.81,69.33,924,903,10,2.988102928
6/27/2016,6.85,69.45,1393,905,41.15,8.82090215
6/28/2016,6.86,69.48,1510,1344,185.7,12.10803904
6/29/2016,6.91,69.65,2126,1459,864,52.03607772
6/30/2016,8.25,73.65,17264,1686,333.4,22.84709482
7/1/2016,10.06,78.3,23435,2503,136.3,9.579754586
7/2/2016,11.65,81.9,21339,2848,55.12,12.32030983
7/3/2016,12.81,84.3,16191,2628,31.09,8.998925348
7/4/2016,13.64,85.9,12275,2669,46.95,5.123981804
7/5/2016,13.96,86.5,7624,2590,39.6,17.08865047
7/6/2016,14.84,88.1,11653,2644,49.45,3.381890279
7/7/2016,15.53,89.3,11423,3362,68.66,12.13030336
7/8/2016,16,90.1,9185,3642,35.62,3.210220849
7/9/2016,16.39,90.75,8347,3709,63.64,4.252231543
7/10/2016,16.73,91.3,7746,3743,138.1,13.27221442
7/11/2016,16.95,91.65,6381,3766,112.7,9.156907368
7/12/2016,17.68,92.8,12242,3696,55.9,2.511959743
7/13/2016,18.87,94.6,19575,5673,54.99,8.057145034
7/14/2016,19.7,95.8,19761,10087,43.45,1.818363143
7/15/2016,20.16,96.45,14679,9245,46.13,2.610322632
7/16/2016,20.51,96.95,11960,7721,48.83,4.893358836
7/17/2016,20.77,97.3,10086,7017,44.95,3.597483486
7/18/2016,21.02,97.65,9467,6387,45.06,3.282284642
7/19/2016,21.13,97.8,7619,6237,78.57,3.524517822
7/20/2016,21.22,97.91,6766,5732,53.97,0.99154223
7/21/2016,21.47,98.25,8548,5501,53.9,5.806080331
7/22/2016,21.67,98.52,8545,6087,57.68,5.027627796
7/23/2016,21.81,98.7,7550,5877,109,1.663012018
7/24/2016,22.11,99.1,9551,5935,66.1,2.406543642
7/25/2016,22.25,99.28,7711,5994,62.42,0.702737042
7/26/2016,22.42,99.5,7730,5655,57.16,1.724853034
7/27/2016,22.5,99.6,6684,5683,60.77,13.9961999
7/28/2016,22.54,99.65,5811,5257,57.76,9.690141842
7/29/2016,22.5,99.6,7262,7603,135.6,22.63768526
7/30/2016,22.28,99.31,5937,8427,107.3,3.022974158
7/31/2016,21.98,98.93,4465,7746,73.76,8.540429225
8/1/2016,21.76,98.63,4180,6693,65.26,1.577676009
8/2/2016,21.52,98.32,4349,6940,63.2,4.652281954
8/3/2016,21.24,97.95,4342,7619,62.59,7.33284363
8/4/2016,20.93,97.52,4119,7660,62.43,2.303405902
8/5/2016,20.69,97.19,5072,7764,78.97,6.584568029
8/6/2016,20.66,97.15,7515,7745,114.7,2.805891223
8/7/2016,20.86,97.42,9507,7106,92.59,4.172392913
8/8/2016,20.86,97.43,7077,6882,75.98,2.816318855
8/9/2016,20.85,97.41,7815,7874,69.32,1.645445794
8/10/2016,20.99,97.6,9603,7880,67.5,2.571229141
8/11/2016,21.1,97.75,9388,8004,67.12,0.75329348
8/12/2016,21.06,97.7,7694,8009,66.92,0.513295655
8/13/2016,21,97.61,7347,8001,82.71,3.355942289
8/14/2016,20.91,97.49,7049,7988,90.43,4.016047228
8/15/2016,20.78,97.31,6556,7974,73.8,1.428447649
8/16/2016,20.66,97.15,6805,8053,79.23,1.555364159
8/17/2016,20.62,97.1,7722,8037,71.36,1.343604803
8/18/2016,20.86,97.43,10968,8056,127.5,3.441652408
8/19/2016,21.01,97.63,12008,10200,83.13,1.66198066
8/20/2016,21.01,97.63,11008,10906,74.3,0.63212948
8/21/2016,20.81,97.36,8698,10888,71.7,0
8/22/2016,20.48,96.9,7022,10803,70.77,1.302491888
8/23/2016,20.06,96.31,5903,10680,69.99,1.392769651
8/24/2016,19.51,95.54,4297,10463,69.87,2.178813311
8/25/2016,18.98,94.76,4175,10305,69.36,1.167196621
8/26/2016,18.6,94.2,5838,10131,68.91,3.402744398
8/27/2016,18.22,93.63,5651,9946,68.28,3.438474985
8/28/2016,17.92,93.18,6455,9794,68.38,4.748089542
8/29/2016,17.66,92.78,6810,9688,67.3,0.613788063
8/30/2016,17.46,92.47,7373,9583,66.65,5.547751248
8/31/2016,17.54,92.58,8605,7701,90.2,11.41650194
9/1/2016,17.68,92.8,4347,2636,71.25,4.056560675
9/2/2016,17.82,93.03,3603,1796,67,2.702770722
9/3/2016,17.96,93.24,3534,1835,65.26,1.982538982
9/4/2016,18.09,93.44,3475,1852,64.68,0.904737259
9/5/2016,18.23,93.64,3491,1868,63.35,0.045563247
9/6/2016,18.28,93.72,2586,1879,62.45,0.060444631
9/7/2016,17.97,93.25,2004,5488,62.17,1.381370638
9/8/2016,17.09,91.88,2645,12732,61.37,0.710366995
9/9/2016,16.68,91.22,12470,17133,60.54,0.199164161
9/10/2016,16.28,90.57,12614,17117,59.18,0.687464088
9/11/2016,15.82,89.8,11847,17104,58.79,0.634033889
9/12/2016,15.38,89.05,11875,16883,57.38,0.57046916
9/13/2016,15.04,88.45,9847,13730,56.97,0.681799243
9/14/2016,14.64,87.75,8291,12777,56.08,2.906940279
9/15/2016,14.23,87,8055,12775,55.02,2.36320791
9/16/2016,13.74,86.1,7167,12681,54.4,2.573022957
9/17/2016,13.25,85.15,6297,12598,53.42,2.625148225
9/18/2016,12.94,84.55,7334,10798,52.44,0.158096145
9/19/2016,12.71,84.1,6985,9545,51.32,0.400768593
9/20/2016,13.04,84.75,6074,2192,50.27,0.294971405
9/21/2016,13.53,85.7,6021,256,49.36,0.303248107
9/22/2016,13.98,86.55,5569,260,62.25,2.05532743
9/23/2016,14.31,87.15,4102,264,50.57,0.776169018
9/24/2016,14.45,87.4,1952,268,49.18,4.027083288
9/25/2016,14.53,87.55,1312,269,49.17,1.768169637
9/26/2016,14.6,87.68,1185,270,46.51,1.643176945
9/27/2016,14.84,88.1,3063,271,45.24,3.499860913
9/28/2016,15.06,88.5,2995,271,44.01,0.116106053
9/29/2016,15.35,89,3656,273,44.03,9.541417653
9/30/2016,15.55,89.35,2740,274,42.57,3.940619597
10/1/2016,15.64,89.5,1381,274,41.49,1.075309038
10/2/2016,15.7,89.6,1062,275,40.65,0
10/3/2016,15.76,89.7,1063,276,40.06,0
10/4/2016,15.53,89.31,877,3419,39.13,0
10/5/2016,14.95,88.3,2044,8662,38.46,0.060117958
10/6/2016,14.56,87.6,4222,8659,37.68,0
10/7/2016,14.15,86.85,4619,9292,36.87,0
10/8/2016,13.64,85.9,4034,9821,35.99,0
10/9/2016,13.19,85.05,4593,9625,35.25,0.607602179
10/10/2016,12.54,83.75,4059,11545,34.47,0
10/11/2016,12.1,82.85,3111,8110,33.79,0
10/12/2016,11.91,82.45,2290,4407,33.46,2.644299229
10/13/2016,11.58,81.75,1294,5024,32.79,7.057927211
10/14/2016,11.42,81.4,1635,3422,43.43,3.475246096
10/15/2016,11.29,81.12,1014,2426,33.78,2.079164743
10/16/2016,11.36,81.28,1179,239,31.04,0
10/17/2016,11.42,81.4,966,240,30.07,0
10/18/2016,11.49,81.55,1127,240,29.19,0
10/19/2016,11.55,81.69,1074,241,28.46,0
10/20/2016,11.62,81.84,1128,242,27.75,0
10/21/2016,11.68,81.96,969,242,27.14,0
10/22/2016,11.71,82.04,763,242,26.38,0
10/23/2016,11.74,82.1,661,242,25.81,0
10/24/2016,11.76,82.13,496,243,25.15,0
10/25/2016,11.57,81.74,694,2714,24.48,0
10/26/2016,11.1,80.7,336,5764,23.79,0
10/27/2016,10.58,79.54,274,6133,23.4,0
10/28/2016,10.06,78.3,339,6377,22.79,0
10/29/2016,9.56,77.08,515,6232,22.24,0
10/30/2016,9.14,76.03,1451,6179,21.58,0
10/31/2016,9.48,76.9,4246,206,21.91,3.055051491
11/1/2016,10.04,78.25,6724,242,21.32,13.43689694
11/2/2016,10.74,79.9,8485,252,20.92,2.94613043
11/3/2016,11.23,81,6017,263,20.03,0
11/4/2016,11.53,81.65,3820,275,19.47,0
11/5/2016,11.63,81.85,1417,379,19.02,0
11/6/2016,11.66,81.92,722,279,18.41,0
11/7/2016,11.69,82,776,279,17.83,0
11/8/2016,11.73,82.08,791,279,17.35,0
11/9/2016,11.77,82.16,792,280,16.85,0
11/10/2016,11.79,82.2,622,330,16.47,0
11/11/2016,11.53,81.64,543,3500,16.02,0
11/12/2016,11.01,80.5,289,6235,15.6,0
11/13/2016,10.55,79.45,645,5934,14.98,0
11/14/2016,10.06,78.3,410,6012,14.68,0
11/15/2016,9.65,77.3,1399,6094,13.81,1.05531466
11/16/2016,9.48,76.88,1248,3149,13.5,0
11/17/2016,9.55,77.06,1130,240,12.86,0
11/18/2016,9.62,77.23,1102,240,11.54,0
11/19/2016,9.68,77.38,1008,240,10.99,0
11/20/2016,9.74,77.52,962,241,10.36,0
11/21/2016,9.79,77.65,915,241,8.656,0
11/22/2016,9.83,77.76,821,241,7.721,0
11/23/2016,9.87,77.86,774,241,6.724,0
11/24/2016,9.91,77.95,726,241,4.535,0
11/25/2016,9.95,78.05,783,242,3.695,0
11/26/2016,9.99,78.15,791,242,2.973,0
11/27/2016,10.03,78.24,743,242,2.897,0
11/28/2016,10.07,78.33,743,242,2.837,0
11/29/2016,10.1,78.41,694,242,2.288,0
11/30/2016,10.14,78.5,743,242,2.159,0
12/1/2016,10.17,78.56,593,243,2.396,0
12/2/2016,10.19,78.61,550,243,2.707,0.465052545
12/3/2016,10.2,78.65,501,243,2.688,2.337837771
12/4/2016,10.22,78.68,452,243,2.847,1.56840267
12/5/2016,10.23,78.71,452,243,2.501,0
12/6/2016,10.24,78.73,403,243,3.013,0
12/7/2016,10.24,78.74,355,243,2.547,0
12/8/2016,10.25,78.75,355,243,2.508,0
12/9/2016,10.25,78.75,306,243,1.613,0
12/10/2016,10.24,78.74,258,243,1.556,0
12/11/2016,10.24,78.74,306,243,1.004,0.229614478
12/12/2016,10.24,78.73,257,243,0.6998,0
12/13/2016,10.23,78.72,258,243,3.111,13.34553472
12/14/2016,10.27,78.82,793,243,1.901,22.53266933
12/15/2016,10.3,78.88,598,243,1.92,2.500484624
12/16/2016,10.31,78.9,403,243,1.975,0
12/17/2016,10.33,78.94,501,243,1.905,0.016647195
12/18/2016,10.35,79,601,246,1.618,0
12/19/2016,10.38,79.07,669,253,1.546,0
12/20/2016,10.41,79.13,615,254,1.591,0
12/21/2016,10.44,79.2,665,254,1.43,0
12/22/2016,10.46,79.25,565,254,1.431,0
12/23/2016,10.48,79.3,565,254,1.258,0
12/24/2016,10.5,79.34,514,254,0.7253,0
12/25/2016,10.52,79.39,565,254,0.8448,0
12/26/2016,10.54,79.43,514,254,0.5783,0
12/27/2016,10.55,79.46,464,254,0.6795,0
12/28/2016,10.55,79.47,364,254,0.7524,0
12/29/2016,10.55,79.47,314,254,1.003,0
12/30/2016,10.56,79.48,364,254,0.6368,0
12/31/2016,10.56,79.48,314,254,0.6821,0
1/1/2017,10.55,79.47,264,254,0.5364,0
1/2/2017,10.55,79.46,269,254,0.4545,0
1/3/2017,10.55,79.45,269,254,0.4759,0
1/4/2017,10.54,79.44,269,254,0.5463,0
1/5/2017,10.54,79.44,319,254,0.5301,0
1/6/2017,10.54,79.43,269,254,0.4873,0
1/7/2017,10.54,79.43,319,254,0.4861,0
1/8/2017,10.54,79.44,369,254,0.2882,0
1/9/2017,10.54,79.44,319,254,0.3513,0
1/10/2017,10.54,79.43,269,254,0.339,0
1/11/2017,10.54,79.43,319,254,0.4353,0
1/12/2017,10.53,79.42,269,254,0.4396,0
1/13/2017,10.53,79.42,319,254,0.4524,0
1/14/2017,10.52,79.4,218,254,0.2613,0
1/15/2017,10.52,79.38,218,254,0.4319,0
1/16/2017,10.51,79.37,269,254,0.3418,0
1/17/2017,10.5,79.35,213,254,0.4064,0
1/18/2017,10.5,79.34,264,254,0.2293,0
1/19/2017,10.49,79.32,213,254,0.239,0
1/20/2017,10.48,79.3,213,254,0.2555,0
1/21/2017,10.48,79.29,264,254,0.3098,0
1/22/2017,10.47,79.27,213,254,0.5567,0
1/23/2017,10.46,79.25,213,254,0.1856,0
1/24/2017,10.45,79.24,264,254,0.1658,0
1/25/2017,10.45,79.22,213,254,0.216,0
1/26/2017,10.44,79.2,213,254,0.2592,0
1/27/2017,10.43,79.19,264,254,0.6642,0.589373419
1/28/2017,10.42,79.17,213,254,8.605,22.39012313
1/29/2017,10.42,79.15,213,254,2.507,0.65661481
1/30/2017,10.4,79.12,163,254,1.151,0
1/31/2017,10.39,79.1,213,254,0.8161,0
2/1/2017,10.39,79.08,213,254,0.7073,0
2/2/2017,10.38,79.06,213,253,0.6223,0
2/3/2017,10.36,79.03,162,253,0.5524,0
2/4/2017,10.35,79,162,253,0.4733,0
2/5/2017,10.34,78.98,209,248,0.5122,0
2/6/2017,10.33,78.96,204,243,0.4109,0
2/7/2017,10.33,78.94,204,243,0.3445,0
2/8/2017,10.31,78.91,155,243,0.3798,0
2/9/2017,10.3,78.88,155,243,0.3774,0
2/10/2017,10.29,78.85,155,243,0.2919,0
2/11/2017,10.24,78.74,185,662,0.2728,0
2/12/2017,10.23,78.71,155,243,0.1061,0
2/13/2017,10.22,78.68,155,243,0.2774,0
2/14/2017,10.2,78.65,155,243,0.2832,0
2/15/2017,10.19,78.61,106,243,0.1952,0
2/16/2017,10.17,78.57,106,243,0.2368,0
2/17/2017,10.15,78.53,106,243,0.05046,0
2/18/2017,10.14,78.5,155,243,0.1513,0
2/19/2017,10.12,78.46,105,242,0.05576,0
2/20/2017,10.11,78.42,105,242,0.02443,0
2/21/2017,10.09,78.38,105,242,0.1051,0
2/22/2017,10.07,78.34,105,242,0.1342,0
2/23/2017,10.06,78.3,105,242,0.03499,0
2/24/2017,10.04,78.26,105,242,0.1062,0
2/25/2017,10.03,78.23,154,242,0,0
2/26/2017,10.18,78.6,2101,243,0.02989,0
2/27/2017,10.92,80.3,8846,262,0,0
2/28/2017,11.42,81.4,6100,269,0.02378,0
3/1/2017,11.49,81.55,1142,276,0,0
3/2/2017,11.56,81.7,1143,277,0,0
3/3/2017,11.53,81.65,381,579,0,0
3/4/2017,11.46,81.5,347,1080,0.01261,0
3/5/2017,11.39,81.35,344,1077,0.7465,0
3/6/2017,11.32,81.2,341,1074,0.6451,0
3/7/2017,11.32,81.2,341,1074,0.8064,3.103630126
3/8/2017,11.19,80.9,350,1068,0.9064,0.718643308
3/9/2017,11.12,80.75,353,1064,0.605,0
3/10/2017,11.08,80.65,323,774,0.5317,0
3/11/2017,11.03,80.55,321,772,0.2903,0
3/12/2017,10.99,80.45,319,770,0.4544,0
3/13/2017,10.94,80.35,317,768,0.3292,0
3/14/2017,10.89,80.23,211,766,0.8002,0
3/15/2017,10.83,80.11,208,763,2.496,3.946584553
3/16/2017,10.78,80,318,821,1.301,10.33383713
3/17/2017,10.73,79.87,231,814,1.139,0.007327815
3/18/2017,10.67,79.74,226,809,15.17,0.86999098
3/19/2017,10.62,79.61,225,808,4.069,0
3/20/2017,10.56,79.48,223,806,1.554,0
3/21/2017,10.49,79.32,216,950,1.387,0
3/22/2017,10.41,79.13,208,1092,1.398,1.749629353
3/23/2017,10.33,78.95,257,1084,1.329,0
3/24/2017,10.25,78.76,220,1076,0.7512,0
3/25/2017,10.17,78.57,216,1072,0.6616,0
3/26/2017,10.09,78.39,261,1069,0.6581,0
3/27/2017,10.02,78.21,257,1065,0.5913,0
3/28/2017,9.93,78,249,1203,0.5619,0
3/29/2017,9.84,77.77,263,1281,0.3867,0
3/30/2017,9.74,77.54,258,1276,0.2945,0
3/31/2017,9.65,77.31,252,1270,0.4634,0
4/1/2017,9.55,77.07,227,1292,0.06345,0
4/2/2017,9.45,76.82,250,1313,0.359,0
4/3/2017,9.35,76.56,207,1306,0.2513,0
4/4/2017,9.25,76.31,246,1300,0.6951,0.067419695
4/5/2017,9.15,76.06,239,1290,0.5292,3.555157283
4/6/2017,9.08,75.88,266,984,0.945,4.118991251
4/7/2017,9.02,75.72,258,880,1.067,16.13909553
4/8/2017,8.96,75.56,256,878,0.6174,0.502400888
4/9/2017,8.9,75.4,253,875,0.8479,1.350751914
4/10/2017,8.84,75.24,251,873,1.067,3.67645361
4/11/2017,8.84,75.24,251,873,0.9334,6.643599543
4/12/2017,8.73,74.95,291,863,1.103,2.385644231
4/13/2017,8.67,74.8,295,855,0.6771,0
4/14/2017,8.62,74.65,293,853,0.5953,0.104051873
4/15/2017,8.56,74.48,259,904,0.5767,0.187293366
4/16/2017,8.5,74.32,299,901,0.4495,0.878784275
4/17/2017,8.44,74.17,338,898,1.252,11.87054418
4/18/2017,8.39,74.03,379,896,1.041,4.323435618
4/19/2017,8.34,73.9,435,893,1.249,2.459395811
4/20/2017,8.3,73.77,436,891,0.5975,1.32595829
4/21/2017,8.25,73.63,393,889,6.736,11.56545298
4/22/2017,8.2,73.49,390,886,1.682,1.193504457
4/23/2017,8.15,73.35,387,883,0.9787,0
4/24/2017,8.1,73.21,385,881,0.9238,0
4/25/2017,8.05,73.07,382,878,0.6241,0
4/26/2017,8,72.93,384,871,1.207,1.561429553
4/27/2017,7.95,72.78,344,863,1.196,0.239914685
4/28/2017,7.9,72.64,382,861,1.065,2.199607346
4/29/2017,7.85,72.5,379,858,1.338,2.485769872
4/30/2017,7.8,72.36,377,856,1.364,16.85886442
5/1/2017,7.75,72.22,382,853,1.459,0.184382041
5/2/2017,7.7,72.07,364,875,1.527,5.419346894
5/3/2017,7.65,71.92,370,872,1.48,3.080624878
5/4/2017,7.6,71.76,336,869,1.53,5.131252361
5/5/2017,7.54,71.6,333,866,0.8261,0.177599378
5/6/2017,7.49,71.45,369,863,1.474,0.126637846
5/7/2017,7.44,71.3,366,860,9.567,4.780320845
5/8/2017,7.38,71.12,379,989,63.71,15.27366652
5/9/2017,7.33,70.96,349,877,15.24,0
5/10/2017,7.28,70.8,360,874,6.034,2.539516022
5/11/2017,7.22,70.61,244,870,39.58,18.95807698
5/12/2017,7.16,70.42,240,866,10.87,3.297171075
5/13/2017,7.1,70.23,236,862,5.196,0.313052401
5/14/2017,7.03,70.03,195,858,3.219,0.124862254
5/15/2017,6.97,69.82,190,869,26.82,10.50436605
5/16/2017,6.9,69.61,191,866,7.401,0
5/17/2017,6.84,69.4,183,862,3.682,2.72279477
5/18/2017,6.77,69.2,214,857,3.245,1.582567506
5/19/2017,6.71,69,231,874,79.92,25.82595857
5/20/2017,6.67,68.85,223,670,19.66,0
5/21/2017,6.63,68.72,243,620,251.4,11.13622427
5/22/2017,6.59,68.6,229,572,61.98,0.047135646
5/23/2017,6.56,68.5,251,525,36.13,6.059754249
5/24/2017,6.54,68.43,308,478,35.62,24.30419042
5/25/2017,6.52,68.35,274,478,12.94,0.581155709
5/26/2017,6.49,68.27,273,477,6.735,0
5/27/2017,6.47,68.2,306,476,316,27.47193182
5/28/2017,6.46,68.15,374,475,76.09,7.156962668
5/29/2017,6.47,68.18,528,352,28.06,0.699765902
5/30/2017,6.48,68.22,563,352,13.69,1.022773862
5/31/2017,6.49,68.25,528,352,8.283,3.157161812
6/1/2017,6.5,68.28,528,352,5.34,0.218988001
6/2/2017,6.51,68.31,515,352,5.341,1.564233705
6/3/2017,6.47,68.19,517,874,4.957,2.355359903
6/4/2017,6.43,68.06,479,870,4.797,2.515363294
6/5/2017,6.4,67.95,551,868,4.571,7.172873511
6/6/2017,6.36,67.83,521,865,5.529,1.079484401
6/7/2017,6.35,67.78,472,583,5.778,4.890554211
6/8/2017,6.34,67.73,471,582,8.648,0.199288502
6/9/2017,6.32,67.67,438,582,7.214,0.516839254
6/10/2017,6.3,67.62,470,581,7.072,1.299054724
6/11/2017,6.29,67.56,436,580,17.99,7.074176101
6/12/2017,6.27,67.51,468,579,23.74,12.9540153
6/13/2017,6.26,67.46,467,578,73.94,6.674491788
6/14/2017,6.26,67.45,601,578,44.21,7.667724313
6/15/2017,6.3,67.6,1135,579,19.56,3.268949776
6/16/2017,6.35,67.78,1515,859,14.61,1.85695361
6/17/2017,6.37,67.86,1397,1074,16.94,3.659976648
6/18/2017,6.38,67.9,1262,1076,13.84,1.062116296
6/19/2017,6.4,67.95,1297,1078,13.74,0.364754319
6/20/2017,6.41,68,1299,1080,13.05,0.367298807
6/21/2017,6.43,68.04,1275,1081,14.12,4.640437982
6/22/2017,6.43,68.06,1207,1082,14.41,1.764594369
6/23/2017,6.43,68.06,1207,1082,15.1,1.765447115
6/24/2017,6.41,68,998,1081,21.78,2.449878333
6/25/2017,6.4,67.96,999,1080,103.4,6.236684156
6/26/2017,6.39,67.92,997,1078,115.2,16.63137461
6/27/2017,6.38,67.88,996,1077,293.5,16.56381681
6/28/2017,6.52,68.35,2746,1081,361.9,15.60286849
6/29/2017,6.95,69.75,6112,1113,108.8,9.351377577
6/30/2017,7.41,71.2,7818,2365,56.96,6.398514538
7/1/2017,7.82,72.4,7456,2712,38.33,2.51160455
7/2/2017,8,73.4,6567,2676,35.49,3.232930508
7/3/2017,8,74.2,5468,2088,31.94,3.804612994
7/4/2017,9,74.9,5383,2125,30.78,2.539364478
7/5/2017,9,75.7,5689,2117,34.22,1.43836751
7/6/2017,9,76.5,5822,2160,34.55,1.435567076
7/7/2017,10,77.2,5102,2056,36.75,1.627267039
7/8/2017,10,77.7,4497,2080,35.14,0.389550541
7/9/2017,9.95,78.05,4051,2098,38.22,1.063167363
7/10/2017,10.12,78.45,4122,2114,36.67,1.02412341
7/11/2017,10.22,78.7,3405,2126,37.37,0.568504132
7/12/2017,10.27,78.8,2683,2133,37.52,1.955411838
7/13/2017,10.2,78.65,1465,2132,44.07,1.403024736
7/14/2017,10.12,78.45,1215,2125,145.7,5.744521072
7/15/2017,10.08,78.35,1695,2118,100.9,2.469146028
7/16/2017,10.04,78.25,1691,2115,58.28,3.400502553
7/17/2017,10,78.17,1786,2112,124.7,4.945418778
7/18/2017,9.97,78.1,1562,1840,175.6,8.451285509
7/19/2017,10.01,78.2,2121,1571,313.1,17.82635966
7/20/2017,10.16,78.55,3336,1576,584.3,58.17446555
7/21/2017,11.32,81.2,15073,1546,194.9,7.241307823
7/22/2017,13.02,84.7,22052,2414,151.2,4.601600949
7/23/2017,14.28,87.1,17761,3043,85.66,1.670225417
7/24/2017,14.89,88.2,11106,3946,71.26,1.321233908
7/25/2017,15.18,88.7,7386,4010,64.08,1.586969068
7/26/2017,15.41,89.1,6774,4037,62.29,1.111180495
7/27/2017,15.58,89.4,6177,4058,61.86,1.052741061
7/28/2017,15.7,89.6,5511,4072,86.14,4.832348532
7/29/2017,15.76,89.7,4841,4081,68.1,1.77272888
7/30/2017,15.82,89.8,4759,3999,64.85,4.881505132
7/31/2017,15.91,89.95,5105,4005,64.93,7.628330354
8/1/2017,15.97,90.05,4798,4027,64.81,1.103555648
8/2/2017,16.03,90.15,4775,3985,64.27,0.598917405
8/3/2017,16.08,90.23,4641,3991,64.26,0.351476063
8/4/2017,16.12,90.3,4574,3994,72.5,7.62735637
8/5/2017,16.17,90.38,4649,3999,102.2,5.951451189
8/6/2017,16.42,90.8,7037,4008,74.16,3.340487129
8/7/2017,17.16,92,13509,4813,73.48,3.15352617
8/8/2017,17.52,92.55,10239,6066,68.6,1.651027376
8/9/2017,17.71,92.85,8419,6100,67.38,0.07460587
8/10/2017,17.9,93.15,8890,6538,144.4,5.445212801
8/11/2017,17.8,93,8641,9686,84,0.38262105
8/12/2017,17.68,92.8,7989,9375,79.67,8.492943312
8/13/2017,17.48,92.5,7829,9957,70.93,0.008344492
8/14/2017,17.23,92.1,7309,10178,68.17,0.057670395
8/15/2017,17.64,92.75,7697,10146,71.25,8.299668034
8/16/2017,17.01,91.75,7696,7100,124.2,15.83806594
8/17/2017,16.98,91.7,6002,6630,80.28,5.161889551
8/18/2017,16.7,91.25,3718,6620,71.68,6.872520303
8/19/2017,16.3,90.6,1149,5608,74.55,9.626778948
8/20/2017,16,90.1,1478,8004,72.33,5.473565626
8/21/2017,15.88,89.9,4101,5398,165.3,9.726273569
8/22/2017,16.15,90.35,10845,7634,302.2,13.82453322
8/23/2017,16.54,91,13024,8392,124.8,1.342144862
8/24/2017,16.95,91.65,13052,8282,89.05,6.095197
8/25/2017,17.16,92,11433,8825,79.07,8.102887084
8/26/2017,17.24,92.12,10334,9357,73.97,2.926742802
8/27/2017,17.36,92.3,10786,9364,217.9,15.85938339
8/28/2017,17.58,92.65,12064,9382,478.8,10.55755852
8/29/2017,18.23,93.65,16540,8903,585.5,25.49809348
8/30/2017,19.7,95.8,27680,10649,297.6,8.512841438
8/31/2017,21.21,97.9,27676,10062,143,0.687705874
9/1/2017,21.96,98.9,19894,11101,102.1,0.895043079
9/2/2017,22.19,99.2,12365,9589,87.98,1.017536993
9/3/2017,22.54,99.65,8090,8090,285.9,3.107419968
9/4/2017,22.89,100.1,8063,8063,127.1,0.174795568
9/5/2017,23.09,100.35,5997,5997,234.1,12.41702537
9/6/2017,23.93,101.4,6022,6022,451.3,41.26256726
9/7/2017,24.5,102.1,6086,6086,171.1,1.465512574
9/8/2017,24.84,102.5,6114,6114,117.7,10.60523763
9/9/2017,25.34,103.1,12085,6137,265.3,15.27539174
9/10/2017,25.89,103.75,12751,6179,128.8,26.70037828
9/11/2017,26.24,104.15,10025,5892,109.2,2.078581703
9/12/2017,26.42,104.35,8072,5907,94.24,0.910143654
9/13/2017,26.46,104.4,6551,5912,90.11,0
9/14/2017,26.13,104.03,5396,9027,90.67,1.762244418
9/15/2017,25.59,103.39,3588,9812,88.6,3.220287155
9/16/2017,25.07,102.78,3991,9856,96.88,2.15583913
9/17/2017,24.63,102.26,4004,5794,541.7,15.07509317
9/18/2017,24.38,101.95,5561,8421,890.3,26.17405848
9/19/2017,24.54,102.15,10248,8204,496.6,13.91265198
9/20/2017,25.25,103,15160,5540,345.4,6.500913445
9/21/2017,26.55,104.5,18937,3761,168.2,1.830577467
9/22/2017,27.35,105.4,14018,5913,122.9,1.145290831
9/23/2017,27.57,105.65,8673,5932,106.7,0.094485469
9/24/2017,27.62,105.7,6590,5935,100.5,0
9/25/2017,27.57,105.65,5547,5934,113.8,24.68079432
9/26/2017,28.03,106.15,10252,4867,175.4,9.965225058
9/27/2017,28.58,106.75,10006,3202,288.7,23.111806
9/28/2017,29.28,107.5,9832,1548,170.2,24.40405508
9/29/2017,30.17,108.43,12010,1568,120.6,13.27493989
9/30/2017,30.81,109.08,9046,1584,107.5,0.997904189
10/1/2017,31.17,109.45,5998,1596,106.3,1.295500842
