Date,inflow,precipitation,evaporation,sim_inflow,outflow_harangi,outflow_hemavathi
6/12/2018,895.6,1072000,8251,506.44656,0.8496,5.664
6/13/2018,1183,1494000,9478,647.70672,0.8496,5.664
6/14/2018,1188,1218000,42520,803.80656,0.8496,5.664
6/15/2018,1056,905700,67090,795.67872,0.8496,5.664
6/16/2018,819.6,463300,56910,878.96784,0.8496,5.664
6/17/2018,638.5,83280,38200,663.36768,0.8496,5.664
6/18/2018,640.7,647700,22880,319.93104,0.8496,5.664
6/19/2018,519.7,163300,72360,219.56496,0.8496,5.664
6/20/2018,458.6,252800,38000,181.19136,0.8496,5.664
6/21/2018,436.2,368600,41360,183.91008,0.8496,5.664
6/22/2018,396.9,200100,41110,220.21632,0.8496,7.5048
6/23/2018,369.6,52660,40650,232.39392,0.8496,11.8944
6/24/2018,351.6,131700,7669,147.09408,0.8496,16.7088
6/25/2018,338.9,89530,5753,161.8488,0.8496,19.116
6/26/2018,329.3,84260,57760,118.32096,0.8496,25.488
6/27/2018,496.9,847900,26340,121.37952,0.8496,27.7536
6/28/2018,411.5,110600,9328,113.1384,0.8496,28.32
6/29/2018,460.8,577300,54470,287.95776,0.8496,25.488
6/30/2018,403.8,57730,52010,470.22528,0.8496,27.1872
7/1/2018,374.9,193700,37740,338.65056,0.8496,50.976
7/2/2018,352,161500,4943,215.31696,0.8496,70.092
7/3/2018,354.8,312500,1053,171.02448,0.8496,73.632
7/4/2018,340.4,41670,67140,127.1568,0.8496,76.464
7/5/2018,331.5,98900,98480,171.02448,0.8496,73.632
7/6/2018,325.7,88490,81700,103.14144,0.8496,76.464
7/7/2018,926.9,1740000,47250,70.9416,0.8496,77.0304
7/8/2018,1007,1297000,14780,86.82912,46.02,77.3136
7/9/2018,1870,2547000,56500,635.41584,253.01088,53.808
7/10/2018,1299,750000,123900,891.7968,392.40192,66.552
7/11/2018,1973,2203000,86840,1010.96736,350.82816,87.792
7/12/2018,1955,1555000,56340,1070.01456,531.96288,90.624
7/13/2018,1714,1200000,5644,1125.35184,358.55952,91.1904
7/14/2018,1494,1028000,15530,1188.33552,427.2072,109.5984
7/15/2018,1098,324300,79270,1236.28128,427.2072,558.612
7/16/2018,994.2,638700,103000,1862.80464,418.7112,903.408
7/17/2018,1075,945100,69900,2038.02048,619.44336,902.7
7/18/2018,841.2,314300,113900,2020.71696,428.7648,794.376
7/19/2018,740.1,358400,39170,1662.92208,257.712,688.176
7/20/2018,704.4,495500,33560,1358.00064,377.16576,376.2312
7/21/2018,718.1,637800,33550,1153.72848,256.296,209.51136
7/22/2018,837.8,880300,87850,893.04288,268.13376,497.97888
7/23/2018,685,316300,45730,1361.14416,354.05664,751.188
7/24/2018,624.1,332100,27180,1363.4664,354.5664,472.944
7/25/2018,696.3,690500,35740,1139.68176,400.35984,447.456
7/26/2018,612.8,321500,57800,1412.96976,445.332,447.456
7/27/2018,555.7,100200,16100,1283.77392,289.74192,357.3984
7/28/2018,519.5,84340,96210,983.8368,226.56,170.7696
7/29/2018,498.4,216100,5686,649.8024,249.6408,146.8392
7/30/2018,476.8,63250,40500,472.74576,96.79776,147.264
7/31/2018,468.1,184500,32820,266.80272,96.79776,147.264
8/1/2018,458.1,158100,56960,230.3832,96.79776,147.264
8/2/2018,449,42170,67140,243.77856,102.0936,147.264
8/3/2018,446.9,242500,77390,268.36032,118.6608,147.264
8/4/2018,445,231900,44950,229.50528,117.8112,147.264
8/5/2018,440,168700,41140,173.46,109.51344,192.576
8/6/2018,435.1,57980,52010,191.38656,120.84144,147.8304
8/7/2018,466.2,432200,68390,155.56176,120.84144,149.5296
8/8/2018,592.1,743200,62520,124.21152,214.83552,156.3264
8/9/2018,1088,1576000,64140,359.9472,370.96368,283.2
8/10/2018,772.1,273800,4820,1351.11888,628.22256,404.976
8/11/2018,650.1,200100,21220,1148.03616,257.004,355.416
8/12/2018,657.2,489800,44480,896.95104,361.08,247.8
8/13/2018,1247,1601000,93670,779.59296,566.45664,277.536
8/14/2018,1733,1369000,41560,1627.38048,661.98,943.764
8/15/2018,1763,1680000,26560,2829.05472,1064.52048,1512.996
8/16/2018,4099,4903000,35020,3487.4664,950.10768,860.22
8/17/2018,2278,595100,16310,2837.97552,2225.64048,820.1472
8/18/2018,1610,358100,66290,3774.46128,1334.1552,1039.344
8/19/2018,1291,484500,47720,3274.86816,660.22416,695.256
8/20/2018,1065,379200,67490,2672.89824,664.64208,618.792
8/21/2018,917,389700,103800,2063.33856,254.08704,350.46
8/22/2018,790.2,231700,50830,805.36416,93.456,321.432
8/23/2018,704,215900,40890,732.27024,297.52992,322.848
8/24/2018,637,136900,84370,694.85952,149.6712,322.848
8/25/2018,589.1,36860,69300,599.5344,298.94592,246.384
8/26/2018,557.1,15800,45250,584.6664,177.708,208.86
8/27/2018,555.3,337000,42750,287.78784,107.616,146.556
8/28/2018,567.9,447600,48590,253.29408,124.608,126.024
8/29/2018,592.7,505600,102600,289.91184,158.592,123.192
8/30/2018,563,305400,1491,279.8016,188.328,107.616
8/31/2018,577.3,431800,54340,293.87664,198.24,123.192
9/1/2018,536.8,63190,55060,324.4056,182.664,123.192
9/2/2018,512.3,179100,62100,201.38352,117.528,123.192
9/3/2018,498.6,136900,85800,201.38352,112.09056,123.192
9/4/2018,484.8,0,120400,154.9104,126.5904,123.192
9/5/2018,476.5,0,93080,111.97728,87.792,123.192
9/6/2018,467.5,0,130700,61.65264,89.916,126.3072
9/7/2018,461.9,52660,18040,25.03488,47.436,127.44
9/8/2018,459.2,42130,3826,37.46736,47.436,127.44
9/9/2018,452.2,31600,39900,34.9752,47.436,127.44
9/10/2018,443.3,0,121700,33.04944,33.984,127.44
9/11/2018,461.5,373900,92530,35.9664,14.16,127.44
9/12/2018,608.9,395000,16130,30.8688,38.232,127.44
9/13/2018,479.9,10530,26980,71.02656,45.312,127.44
9/14/2018,451,0,116100,53.15664,46.38816,130.272
9/15/2018,444.4,152700,21630,30.27408,47.436,130.272
9/16/2018,437,84250,46340,40.95072,47.436,130.272
9/17/2018,434.8,126400,60040,30.33072,45.312,130.272
9/18/2018,431.1,210600,39160,29.4528,46.728,130.272
9/19/2018,420.7,0,128100,29.1696,19.116,130.272
9/20/2018,416.1,0,130300,30.33072,47.436,130.272
9/21/2018,564.6,479100,52330,28.94304,47.436,130.272
9/22/2018,466.5,0,119500,30.81216,47.436,130.272
9/23/2018,418.2,5265,86150,30.55728,48.852,130.272
9/24/2018,681.6,1095000,91100,31.37856,48.852,130.272
9/25/2018,647.4,235200,67390,31.66176,40.356,124.608
9/26/2018,1406,1420000,59130,174.28128,40.356,130.272
9/27/2018,1361,372300,53670,274.05264,22.656,130.272
9/28/2018,1031,431500,51730,492.45648,13.0272,127.44
9/29/2018,1269,780500,87140,438.8184,14.16,123.192
9/30/2018,832.4,268700,91090,358.5312,16.992,127.44
10/1/2018,600.2,201500,107100,238.39776,16.992,130.272
10/2/2018,793.1,1028000,61490,254.96496,22.656,130.272
10/3/2018,626.6,0,141500,214.04256,30.444,130.272
10/4/2018,604.3,309000,64130,163.09488,32.568,127.44
10/5/2018,573.5,334300,74260,185.58096,32.568,127.44
10/6/2018,630.3,605800,42830,185.58096,30.444,127.44
10/7/2018,570.7,271200,46310,158.13888,23.364,127.44
10/8/2018,530.5,5097,37630,112.40208,19.824,127.44
10/9/2018,1053,943100,51730,112.40208,19.824,127.44
10/10/2018,2415,902400,73320,112.40208,19.824,127.44
10/11/2018,3325,0,170000,112.40208,19.824,127.44
10/12/2018,1642,0,128200,113.76144,19.824,127.44
10/13/2018,522,0,150400,113.76144,28.32,127.44
10/14/2018,614.1,0,139800,113.76144,16.992,127.44
10/15/2018,807.8,872300,78460,114.49776,45.312,127.44
10/16/2018,778.5,333800,55660,115.23408,45.312,127.44
10/17/2018,1082,1100000,54970,100.08288,45.312,127.44
10/18/2018,953.4,510600,61000,82.09968,45.312,124.608
10/19/2018,725.3,336500,50400,300.13536,43.896,124.608
10/20/2018,741.8,104300,28820,183.34368,38.232,124.608
10/21/2018,602.3,18520,19030,185.72256,41.772,124.608
10/22/2018,556.2,1715,10350,112.40208,39.648,124.608
10/23/2018,529.6,0,35520,119.3688,38.232,124.608
10/24/2018,511.3,0,39730,126.3072,36.816,124.608
10/25/2018,504.3,0,35450,126.3072,35.4,135.3696
10/26/2018,494.3,0,22880,127.66656,35.4,133.9536
10/27/2018,442.7,0,25000,127.66656,35.4,129.7056
10/28/2018,435.6,0,28640,81.92976,36.5328,133.9536
10/29/2018,433.5,0,32590,59.69856,37.524,136.7856
10/30/2018,435.2,0,43070,45.99168,40.356,136.7856
10/31/2018,430.7,0,38170,32.22816,43.188,136.7856
11/1/2018,428.7,0,40830,28.06512,40.01616,143.8656
11/2/2018,426.9,0,48680,26.93232,31.152,103.5096
11/3/2018,650.4,31220,14850,25.85616,43.896,131.5464
11/4/2018,610.9,76200,19900,25.488,45.312,142.4496
11/5/2018,372,27370,18860,26.0544,45.312,131.1216
11/6/2018,366.5,0,61950,26.30928,45.312,131.1216
11/7/2018,361.7,0,57740,25.31808,48.65376,131.1216
11/8/2018,354.5,0,94110,25.00656,49.56,133.9536
11/9/2018,349.9,0,84520,25.74288,49.56,131.1216
11/10/2018,344.7,0,82880,26.02608,43.896,29.736
11/11/2018,338.9,0,76870,25.14816,42.48,32.0016
11/12/2018,334.5,0,73890,24.86496,46.3032,32.0016
11/13/2018,328.3,0,66960,25.68624,48.144,26.3376
11/14/2018,324.1,0,49950,25.99776,50.976,37.6656
11/15/2018,319.4,0,31790,25.23312,48.144,80.1456
11/16/2018,312.8,0,15920,25.23312,48.144,80.1456
11/17/2018,308.3,0,0,25.74288,48.144,84.1104
11/18/2018,301.2,0,0,21.97632,48.144,83.8272
11/19/2018,360.4,0,0,21.32496,48.144,84.3936
11/20/2018,309,0,0,25.2048,48.144,84.3936
11/21/2018,290.8,0,0,22.2312,48.144,84.3936
11/22/2018,284.6,0,0,22.42944,48.144,82.128
11/23/2018,277.9,0,0,29.90592,48.144,78.7296
11/24/2018,275.5,0,0,29.70768,48.144,78.7296
11/25/2018,272.8,315.8,215.3,31.54848,48.144,75.8976
11/26/2018,263.1,0,1324,43.38624,48.144,75.8976
11/27/2018,257.8,0,1935,42.45168,48.144,75.8976
11/28/2018,253.5,0,1985,53.69472,48.144,77.88
11/29/2018,248.4,0,2254,45.85008,45.312,53.808
11/30/2018,243.6,0,2175,46.52976,39.648,29.736
12/1/2018,238.6,0,2331,50.29632,39.648,29.736
12/2/2018,233.8,0,2315,42.96144,39.648,28.32
12/3/2018,229.6,0,0,38.68512,39.648,31.152
12/4/2018,224.3,0,0,39.73296,39.648,69.9504
12/5/2018,220.4,0,0,37.29744,39.648,77.88
12/6/2018,214.2,0,0,37.6656,12.744,80.712
12/7/2018,211.6,0,0,31.88832,39.648,79.296
12/8/2018,206.5,0,651.8,35.62656,39.648,79.296
12/9/2018,202.3,0,1054,36.27792,39.648,74.4816
12/10/2018,197.2,0,2899,36.73104,39.648,77.88
12/11/2018,193,0,4220,34.18224,33.984,77.88
12/12/2018,188.4,0,6091,38.85504,27.612,84.96
12/13/2018,184.9,0,6709,38.85504,12.036,73.632
12/14/2018,180.9,0,8008,42.59328,9.204,70.8
12/15/2018,176.2,0,11690,39.76128,16.992,101.952
12/16/2018,172.4,0,12750,39.76128,16.992,101.952
12/17/2018,167.4,0,16910,36.02304,18.408,101.952
12/18/2018,164.2,0,13240,38.34528,13.3104,99.12
12/19/2018,160.9,0,11850,36.87264,4.248,87.792
12/20/2018,157.4,0,12330,36.50448,1.416,79.5792
12/21/2018,153.5,0,13660,32.76624,1.6992,88.2168
12/22/2018,149.7,0,15210,36.50448,1.6992,84.3936
12/23/2018,146.1,0,15580,33.53088,0.4248,79.8624
12/24/2018,142.5,0,14350,33.38928,0.4248,63.1536
12/25/2018,141.8,898.2,1458,29.736,0.4248,59.7552
12/26/2018,135.7,0,0,26.08272,0.4248,57.4896
12/27/2018,133.2,0,0,29.736,0.4248,56.64
12/28/2018,134.4,0,0,26.08272,0.4248,56.64
12/29/2018,126.2,0,0,17.61504,0.4248,58.056
12/30/2018,122.8,0,0,16.48224,0.4248,58.056
12/31/2018,119.8,0,0,12.82896,0.4248,59.472
1/1/2019,110.3,0,0,16.45392,0.4248,47.436
1/2/2019,104.4,0,0,16.82208,0.4248,9.912
1/3/2019,99.45,0,0,13.1688,0.4248,9.912
1/4/2019,94.81,0,0,13.1688,0.4248,9.912
1/5/2019,87.46,0,0,12.744,0.4248,9.912
1/6/2019,63.17,0,0,12.6024,0.4248,7.08
1/7/2019,57.1,0,0,8.9208,0.4248,4.248
1/8/2019,53.86,0,0,12.57408,0.4248,4.248
1/9/2019,52.06,0,0,8.89248,0.4248,4.248
1/10/2019,49.52,0,0,8.89248,0.4248,14.868
1/11/2019,48.68,0,0,12.57408,0.4248,41.064
1/12/2019,38.74,0,0,11.8944,0.4248,41.064
1/13/2019,35.52,0,0,11.49792,0.4248,41.064
1/14/2019,31.42,0,0,7.61808,0.4248,45.8784
1/15/2019,30.33,0,0,6.59856,0.5664,52.392
1/16/2019,27.46,0,0,6.45696,0.5664,52.392
1/17/2019,28.32,0,0,7.67472,0.5664,52.392
1/18/2019,25.77,0,0,7.5048,0.5664,52.392
1/19/2019,26.17,0,0,10.9032,0.5664,52.392
1/20/2019,25.97,0,0,8.43936,0.5664,52.392
1/21/2019,22.26,0,0,8.29776,0.5664,56.64
1/22/2019,22.59,0,0,8.15616,0.5664,52.392
1/23/2019,23.35,0,0,7.81632,0.5664,52.392
1/24/2019,22.72,0,0,8.18448,0.708,52.392
1/25/2019,20.22,0,0,6.28704,0.708,52.392
1/26/2019,18.32,0,0,6.14544,0.708,4.248
1/27/2019,18.04,0,0,5.83392,0.708,4.248
1/28/2019,18.16,0,0,5.72064,0.708,4.248
1/29/2019,18.01,0,0,5.01264,0.708,4.248
1/30/2019,16.03,0,0,5.86224,0.708,4.248
1/31/2019,14.82,0,0,5.83392,0.708,4.248
2/1/2019,14.08,0,0,5.49408,1.9824,19.116
2/2/2019,13.43,0,0,5.40912,1.9824,18.408
2/3/2019,11.52,0,0,6.372,1.9824,14.16
2/4/2019,11.65,0,0,6.57024,1.9824,14.16
2/5/2019,10.77,0,0,7.70304,1.9824,14.16
2/6/2019,10.81,0,0,8.0712,1.9824,14.16
2/7/2019,11.49,0,0,4.8144,1.9824,14.16
2/8/2019,28.73,0,0,4.8144,1.9824,14.16
2/9/2019,15.84,0,0,8.0712,1.9824,14.16
2/10/2019,14.85,0,0,8.0712,1.9824,14.16
2/11/2019,18.21,0,0,4.8144,1.9824,14.16
2/12/2019,15.07,0,0,4.8144,1.9824,14.16
2/13/2019,14.14,0,0,4.8144,5.664,14.16
2/14/2019,12.85,0,0,8.0712,10.7616,14.16
2/15/2019,12.21,0,0,4.8144,13.1688,14.16
2/16/2019,12.93,0,0,4.8144,13.8768,14.16
2/17/2019,12.69,0,0,4.8144,13.8768,14.16
2/18/2019,11.86,0,0,4.21968,14.5848,7.08
2/19/2019,12.04,0,0,5.40912,28.7448,5.664
2/20/2019,12.45,0,0,5.26752,31.2936,5.664
2/21/2019,26.52,0,0,5.63568,8.24112,5.664
2/22/2019,34.76,0,0,3.8232,1.9824,8.496
2/23/2019,35.2,0,0,4.02144,1.9824,12.744
2/24/2019,37.73,0,0,4.89936,2.5488,19.824
2/25/2019,39.03,0,0,3.99312,2.5488,19.824
2/26/2019,38.52,0,0,3.8232,1.1328,7.3632
2/27/2019,45.12,0,0,4.07808,1.1328,5.664
2/28/2019,45.15,0,0,2.91696,1.2744,5.664
3/1/2019,44.84,0,0,2.80368,0.708,28.32
3/2/2019,44.93,0,0,3.6816,0.708,33.984
3/3/2019,51.3,0,0,2.4072,0.708,42.48
3/4/2019,52.37,0,0,1.92576,0.708,28.32
3/5/2019,45.96,0,0,3.90816,0.708,16.992
3/6/2019,45.11,0,0,4.36128,0.708,5.664
3/7/2019,44.87,0,278.7,2.01072,0.708,5.664
3/8/2019,30.81,0,675.9,3.76656,0.708,5.664
3/9/2019,9.887,0,658.1,3.76656,0.708,5.664
3/10/2019,9.759,0,0,3.20016,0.708,5.664
3/11/2019,487.3,0,0,3.20016,0.5664,5.664
3/12/2019,491.5,0,12310,3.20016,1.2744,5.664
3/13/2019,507,0,30180,5.9472,1.2744,5.664
3/14/2019,150.8,0,33820,5.9472,1.5576,5.664
3/15/2019,103,0,36650,3.20016,3.8232,5.664
3/16/2019,94.44,0,46960,3.20016,4.5312,5.664
3/17/2019,93.83,0,50020,3.62496,3.54,5.664
3/18/2019,176.3,0,46550,6.20208,3.54,5.664
3/19/2019,117.3,0,50760,3.65328,3.54,5.664
3/20/2019,123.7,0,48050,3.65328,3.54,5.664
3/21/2019,64.22,29840,34130,2.18064,3.3984,5.664
3/22/2019,50.75,0,67000,2.29392,3.3984,5.664
3/23/2019,61.52,0,54820,3.45504,3.8232,5.664
3/24/2019,72.9,0,64420,3.99312,3.8232,5.664
3/25/2019,96.95,0,58570,2.43552,4.8144,5.664
3/26/2019,87.22,0,51760,3.93648,4.8144,5.664
3/27/2019,94.53,0,45730,1.6992,4.5312,5.664
3/28/2019,63.67,0,43680,1.64256,4.6728,5.664
3/29/2019,54.27,0,45770,1.61424,4.5312,5.664
3/30/2019,63.66,0,39100,1.72752,4.5312,11.328
3/31/2019,50.47,28970,27000,1.9824,4.5312,16.992
4/1/2019,51.35,0,43470,1.67088,4.5312,19.824
4/2/2019,52.7,1303,22560,3.62496,4.248,32.568
4/3/2019,58.01,7571,18370,2.94528,4.248,33.984
4/4/2019,67.26,0,48270,1.75584,3.2568,33.984
4/5/2019,79.28,0,46210,3.20016,2.2656,28.32
4/6/2019,115.3,0,47990,2.124,2.2656,25.488
4/7/2019,215,0,46900,3.65328,2.5488,25.488
4/8/2019,426.6,0,44650,2.74704,2.5488,5.664
4/9/2019,221.2,46180,25470,2.29392,2.5488,5.664
4/10/2019,210.4,20440,45750,2.88864,2.5488,5.664
4/11/2019,197.1,26350,48920,2.88864,1.1328,5.664
4/12/2019,254.1,141000,31860,2.86032,1.416,5.664
4/13/2019,119.7,0,66450,2.86032,0.8496,5.664
4/14/2019,87.74,0,60470,2.86032,0.8496,5.664
4/15/2019,146.7,0,66270,4.956,1.6992,5.664
4/16/2019,79.51,0,79460,4.956,1.1328,5.664
4/17/2019,65.54,0,76430,2.86032,1.1328,5.664
4/18/2019,80.33,250300,25280,2.86032,1.2744,5.664
4/19/2019,138.9,307800,39870,5.12592,1.2744,5.664
4/20/2019,127.5,107100,38680,5.12592,1.2744,5.664
4/21/2019,69.22,122200,17870,3.34176,1.2744,5.664
4/22/2019,52.66,0,82410,4.30464,1.2744,5.664
4/23/2019,53.02,38420,39690,4.30464,1.2744,5.664
4/24/2019,64.25,178200,25560,4.78608,1.2744,5.664
4/25/2019,59.12,0,103100,3.05856,1.2744,5.664
4/26/2019,54.96,0,86680,3.28512,1.2744,5.664
4/27/2019,59.1,4580,15290,4.36128,1.2744,5.664
4/28/2019,57.41,38500,30560,2.91696,1.2744,5.664
4/29/2019,56.67,0,80450,3.08688,1.2744,5.664
4/30/2019,103.8,287600,29650,4.27632,1.2744,5.664
5/1/2019,188.8,337500,28890,4.16304,1.2744,5.664
5/2/2019,129.9,0,89290,4.33296,1.2744,5.664
5/3/2019,101.8,0,92690,3.45504,1.2744,5.664
5/4/2019,84.62,0,78990,4.27632,1.2744,5.664
5/5/2019,72.14,0,93870,4.41792,1.2744,5.664
5/6/2019,64.65,0,78290,3.03024,1.2744,5.664
5/7/2019,87.67,230700,21660,3.76656,1.2744,5.664
5/8/2019,72.41,42930,40050,4.64448,1.2744,5.664
5/9/2019,36.16,161500,23220,4.36128,1.2744,5.664
5/10/2019,24.38,0,65390,3.85152,1.2744,5.664
5/11/2019,18.49,0,55820,4.04976,1.2744,5.664
5/12/2019,22.28,141500,31660,4.04976,1.2744,5.664
5/13/2019,18.83,98080,12180,4.04976,1.2744,5.664
5/14/2019,25.78,58540,15920,4.04976,1.2744,5.664
5/15/2019,47.87,0,65310,5.57904,1.2744,5.664
5/16/2019,29.15,63650,29870,4.21968,1.2744,5.664
5/17/2019,45.73,155700,26590,4.02144,1.2744,5.664
5/18/2019,85.16,208600,16880,4.02144,1.2744,5.664
5/19/2019,63.79,8786,24050,3.99312,1.2744,5.664
5/20/2019,43.96,4452,36990,3.99312,1.2744,5.664
5/21/2019,35.71,22420,38630,5.5224,1.2744,5.664
5/22/2019,30.75,38290,40100,3.9648,1.2744,5.664
5/23/2019,31.51,47460,36010,3.93648,1.2744,5.664
5/24/2019,64.36,163500,36910,3.93648,1.2744,5.664
5/25/2019,172.9,288400,29670,5.46576,1.2744,5.664
5/26/2019,162.5,197300,34490,5.46576,1.416,5.664
5/27/2019,112.3,55350,31240,3.90816,2.9736,5.664
5/28/2019,114,0,70660,3.87984,2.9736,5.664
5/29/2019,110.2,143400,31640,5.40912,2.9736,5.664
5/30/2019,95.27,0,68800,3.87984,2.9736,5.664
5/31/2019,188.5,339200,18610,3.85152,2.2656,5.664
6/1/2019,383.4,458800,14120,5.3808,1.9824,5.664
6/2/2019,223.9,2553,27220,3.45504,1.9824,5.664
6/3/2019,201.8,78930,37730,3.42672,1.9824,5.664
6/4/2019,118.3,5390,56850,3.3984,1.9824,5.664
6/5/2019,83.32,0,56630,3.3984,3.1152,5.664
6/6/2019,601,813500,11330,3.37008,3.1152,5.664
6/7/2019,370.3,51240,0,3.37008,3.1152,5.664
6/8/2019,277.1,25510,33500,4.8144,3.1152,5.664
6/9/2019,215.3,3306,3790,3.31344,3.1152,5.664
6/10/2019,123.2,54090,25820,3.31344,3.1152,5.664
6/11/2019,106.7,229900,49350,3.28512,3.1152,5.664
6/12/2019,186.6,429800,17480,3.28512,1.9824,5.664
6/13/2019,214.6,396600,44740,3.2568,1.9824,5.664
6/14/2019,309,545000,10910,3.22848,1.9824,5.664
6/15/2019,219.8,235300,16370,3.20016,1.9824,5.664
6/16/2019,164.6,20250,34880,3.17184,1.9824,5.664
6/17/2019,131.5,0,73790,3.14352,1.9824,5.664
6/18/2019,110.8,0,82230,4.41792,1.9824,5.664
6/19/2019,97.49,76820,74770,5.83392,1.9824,5.664
6/20/2019,89.23,73380,37630,5.77728,1.9824,5.664
6/21/2019,83.68,52320,14170,4.33296,1.416,5.664
6/22/2019,117.7,387200,35140,5.74896,1.416,5.664
6/23/2019,102.9,187500,32850,5.74896,1.416,5.664
6/24/2019,104.9,257500,72120,7.16496,1.416,5.664
6/25/2019,96.21,40900,47990,7.16496,1.416,5.664
6/26/2019,95.5,213200,66460,8.58096,1.416,5.664
6/27/2019,92.37,45290,70.72,8.58096,1.416,5.664
6/28/2019,88.86,63260,53440,18.5496,1.416,5.664
6/29/2019,87.55,49530,43880,27.07392,1.416,5.664
6/30/2019,90.19,192700,26080,25.68624,1.416,5.664
7/1/2019,89.79,133900,29320,21.83472,1.416,5.664
7/2/2019,94.97,111200,68550,18.94608,1.416,5.664
7/3/2019,165.2,461200,13420,18.66288,1.416,5.664
7/4/2019,157.4,294900,4431,18.74784,1.416,5.664
7/5/2019,215.8,440600,18170,40.80912,1.416,5.664
7/6/2019,556.7,1017000,22870,62.92704,1.416,5.664
7/7/2019,580.3,818500,65640,131.71632,1.416,5.664
7/8/2019,440.4,477700,9027,340.94448,1.416,5.664
7/9/2019,340.4,198400,8546,209.76624,1.416,5.664
7/10/2019,387,602900,22060,226.1352,1.416,5.664
7/11/2019,321.9,356500,74790,189.68736,1.416,5.664
7/12/2019,261.2,131500,41390,242.02272,1.416,5.664
7/13/2019,228.9,84260,40880,173.51664,1.416,5.664
7/14/2019,207.2,110600,10950,138.82464,1.416,5.664
7/15/2019,193,210600,25480,102.17856,1.416,5.664
7/16/2019,182.9,184300,35740,83.31744,1.416,5.664
7/17/2019,192.7,342300,79150,73.00896,1.416,5.664
7/18/2019,184.3,226400,98350,72.10272,1.416,5.664
7/19/2019,178.4,136900,35430,55.19568,1.416,5.664
7/20/2019,224.5,452900,57150,28.1784,1.416,5.664
7/21/2019,242.8,431700,101800,9.51552,1.416,5.664
7/22/2019,267.5,468500,64350,18.15312,15.0096,5.664
7/23/2019,353,678400,2977,104.86896,24.2136,5.664
7/24/2019,309.2,168300,41510,199.57104,24.9216,5.664
7/25/2019,346.7,244600,597.7,256.74912,27.0456,5.664
7/26/2019,373.7,411100,101800,204.4704,28.0368,5.664
7/27/2019,346,98880,22550,143.52576,28.0368,35.4
7/28/2019,329.4,52110,30580,139.36272,34.8336,70.8
7/29/2019,311.4,72960,51390,123.24864,34.8336,70.8
7/30/2019,304.5,140800,29710,90.624,34.8336,103.368
7/31/2019,297.4,151200,66720,96.11808,34.8336,141.6
8/1/2019,292.2,10430,9735,184.39152,38.6568,141.6
8/2/2019,283.1,99100,36070,184.41984,41.9136,107.616
8/3/2019,307.1,381800,40290,144.54528,34.8336,107.616
8/4/2019,591,1087000,24380,135.42624,34.8336,141.6
8/5/2019,609.7,766700,28830,160.12128,34.8336,141.6
8/6/2019,1166,1749000,41060,358.3896,20.6736,141.6
8/7/2019,2434,3428000,49430,643.40208,0.8496,141.6
8/8/2019,3633,4317000,23600,871.51968,0.8496,141.6
8/9/2019,4809,5139000,46060,1448.62464,476.93712,453.12
8/10/2019,5836,3959000,82050,3074.2776,482.60112,1682.208
8/11/2019,4139,1443000,62210,5316.25872,499.14,2769.696
8/12/2019,2354,163200,39110,5782.944,143.63904,1163.952
8/13/2019,1690,236900,90470,2557.80576,97.95888,93.456
8/14/2019,1284,142200,28530,1100.06208,90.624,218.6304
8/15/2019,1158,616000,59150,531.50976,90.624,237.888
8/16/2019,914.7,105300,3544,523.92,172.41216,293.112
8/17/2019,1040,947800,34800,621.73728,113.28,321.432
8/18/2019,753.5,189300,13220,665.20848,119.96352,331.344
8/19/2019,668.4,225900,9098,489.34128,59.472,172.752
8/20/2019,1309,714500,16880,241.93776,48.144,196.824
8/21/2019,760,425500,19270,241.93776,58.45248,152.928
8/22/2019,640.1,357200,13510,239.10576,70.092,152.928
8/23/2019,549.7,52530,31050,239.10576,94.164,152.928
8/24/2019,541.7,341500,88130,240.52176,84.1104,152.928
8/25/2019,490.7,141800,113100,236.24544,91.84176,157.176
8/26/2019,469.4,94770,15670,229.5336,60.888,157.176
8/27/2019,554.5,637100,25170,232.02576,51.20256,114.696
8/28/2019,506.7,252700,12260,250.3488,60.888,114.696
8/29/2019,482.4,152700,6650,250.3488,46.728,118.944
8/30/2019,463.2,173700,73290,247.5168,48.144,126.024
8/31/2019,451.5,78970,74700,247.5168,48.144,126.732
9/1/2019,461.4,326400,55350,248.53632,53.43984,128.856
9/2/2019,507.1,484300,43490,249.44256,65.136,131.688
9/3/2019,491.4,221100,22800,249.44256,77.172,355.416
9/4/2019,620.7,663300,67180,347.9112,113.47824,354
9/5/2019,1394,1864000,40410,510.26976,213.02304,413.472
9/6/2019,1093,652800,61680,1266.66864,424.5168,528.168
9/7/2019,872.8,358000,53590,1579.51968,217.01616,678.264
9/8/2019,899.6,689600,35130,1188.42048,207.81216,717.912
9/9/2019,976.6,884400,12130,1292.75136,194.67168,662.688
9/10/2019,742.8,131600,47380,1292.75136,240.2952,594.72
9/11/2019,670,336900,28600,1172.448,109.85328,243.552
9/12/2019,605.6,84230,56880,582.65568,78.8712,254.88
9/13/2019,564.8,126300,60570,408.77088,138.6264,252.048
9/14/2019,533.5,36850,31830,408.77088,75.6144,218.064
9/15/2019,512.8,126300,68640,408.77088,62.8704,189.744
9/16/2019,499.7,26320,99490,405.93888,56.64,161.424
9/17/2019,489,57010,68350,262.49808,70.8,147.264
9/18/2019,491.8,300600,61700,249.44256,81.42,150.096
