Date,Simulated Outflow
20180712,1972
20180713,1728
20180714,1489
20180715,1092
20180716,1023
20180717,1058
20180718,789.5
20180719,743.8
20180720,709.7
20180721,725.1
20180722,847
20180723,688.1
20180724,627.6
20180725,703.9
20180726,615.8
20180727,556.7
20180728,519.4
20180729,500.8
20180730,477.1
20180731,469.9
20180801,459.3
20180802,448.7
20180803,448.8
20180804,447.2
20180805,441.5
20180806,435.1
20180807,470.5
20180808,599.9
20180809,1114
20180810,775.2
20180811,652.1
20180812,662.3
20180813,1264
20180814,1748
20180815,1782
20180816,4155
20180817,2285
20180818,1614
20180819,1296
20180820,1068
20180821,920.3
20180822,792.3
20180823,706
20180824,637.6
20180825,588.7
20180826,556.7
20180827,558.7
20180828,572.5
20180829,597.4
20180830,566.5
20180831,581.6
20180901,536.9
20180902,513.7
20180903,499.1
20180904,483.4
20180905,475.4
20180906,466
20180907,462.3
20180908,459.6
20180909,452.1
20180910,441.9
20180911,464.7
20180912,613.3
20180913,479.7
20180914,450.7
20180915,445.9
20180916,437.4
20180917,435.6
20180918,434.1
20180919,419.3
20180920,414.6
20180921,569.5
20180922,465.2
20180923,417.2
20180924,755.2
20180925,658.3
20180926,1503
20180927,1419
20180928,984
20180929,1280
20180930,834.5
20181001,602.3
20181002,825.3
20181003,629.9
20181004,620.1
20181005,590.5
20181006,664.8
20181007,604.3
20181008,529.1
20181009,1062
20181010,2358
20181011,3344
20181012,1579
20181013,524.2
20181014,613.5
20181015,730
20181016,701.8
20181017,1095
20181018,2572
20181019,4286
20181020,1931
20181021,914
20181022,205
20181023,518
20181024,615
20181025,705
20181026,437
20181027,236
20181028,236
20181029,233
20181030,233
20181031,230
20181101,230
20181102,216
20181103,226
20181104,244
20181105,244
20181106,242
20181107,242
20181108,243
20181109,243
20181110,243
20181111,341
20181112,504
20181113,1260
20181114,1573
20181115,1182
20181116,1130
20181117,308.3
20181118,301.2
20181119,360.4
20181120,309
20181121,290.8
20181122,284.6
20181123,277.9
20181124,256
20181125,243
20181126,243
20181127,244
20181128,246
20181129,246
20181130,244
20181201,243
20181202,322
20181203,229.6
20181204,224.3
20181205,220.4
20181206,214.2
20181207,188
20181208,188
20181209,136
20181210,139
20181211,125
20181212,101
20181213,101
20181214,80
20181215,79
20181216,148
20181217,216
20181218,148
20181219,79
20181220,115
20181221,123
20181222,123
20181223,226
20181224,691
20181225,289.1
20181226,135.7
20181227,133.2
20181228,134.4
20181229,126.2
20181230,122.8
20181231,119.8
20190101,110.3
20190102,104.4
20190103,99.45
20190104,94.81
20190105,87.46
20190106,63.17
20190107,57.1
20190108,53.86
20190109,52.06
20190110,49.52
20190111,48.68
20190112,38.74
20190113,35.52
20190114,31.42
20190115,30.33
20190116,27.46
20190117,28.32
20190118,25.77
20190119,26.17
20190120,25.97
20190121,22.26
20190122,22.59
20190123,23.35
20190124,22.72
20190125,20.22
20190126,18.32
20190127,18.04
20190128,18.16
20190129,18.01
20190130,16.03
20190131,14.82
20190201,14.08
20190202,13.43
20190203,11.52
20190204,11.65
20190205,10.77
20190206,10.81
20190207,11.49
20190208,28.73
20190209,15.84
20190210,14.85
20190211,18.21
20190212,15.07
20190213,14.14
20190214,12.85
20190215,12.21
20190216,12.93
20190217,12.69
20190218,11.86
20190219,12.04
20190220,12.45
20190221,26.52
20190222,34.76
20190223,35.2
20190224,37.73
20190225,39.03
20190226,38.52
20190227,45.12
20190228,45.15
20190301,44.84
20190302,44.93
20190303,51.3
20190304,52.37
20190305,45.96
20190306,39
20190307,34
20190308,34
20190309,23.65
20190310,9.759
20190311,34
20190312,34
20190313,34
20190314,34
20190315,33
20190316,33
20190317,33
20190318,33
20190319,33
20190320,33
20190321,33
20190322,33
20190323,60
20190324,128
20190325,128
20190326,128
20190327,126
20190328,119
20190329,111
20190330,107
20190331,105
20190401,104
20190402,109
20190403,109
20190404,109
20190405,108
20190406,105
20190407,105
20190408,104
20190409,104
20190410,104
20190411,63
20190412,24
20190413,24
20190414,24
20190415,24
20190416,24
20190417,24
20190418,23
20190419,23
20190420,23
20190421,23
20190422,23
20190423,90
20190424,102
20190425,102
20190426,102
20190427,96
20190428,96
20190429,95
20190430,95
20190501,95
20190502,95
20190503,94
20190504,94
20190505,130
20190506,166
20190507,165
20190508,105
20190509,92
20190510,37
20190511,14
20190512,15
20190513,14
20190514,14
20190515,14
20190516,14
20190517,20
20190518,20
20190519,20
20190520,20
20190521,20
20190522,20
20190523,61
20190524,97
20190525,103
20190526,108
20190527,108
20190528,108
20190529,107
20190530,107
20190531,107
20190601,107
20190602,107
20190603,106
20190604,106
20190605,110
20190606,110
20190607,103
20190608,98
20190609,99
20190610,45
20190611,12
20190612,18
20190613,20
20190614,20
20190615,20
20190616,20
20190617,20
20190618,20
20190619,20
20190620,20
20190621,20
20190622,20
20190623,20
20190624,64
20190625,109
20190626,109
20190627,110
20190628,114
20190629,123
20190630,117
20190701,117
20190702,117
20190703,117
20190704,117
20190705,116
20190706,116
20190707,116
20190708,307.1
20190709,309.6
20190710,393.7
20190711,297.1
20190712,251.3
20190713,229.4
20190714,208.4
20190715,195.2
20190716,184.6
20190717,195.7
20190718,185.7
20190719,179.5
20190720,232.1
20190721,246.7
20190722,281.2
20190723,360.8
20190724,399.6
20190725,349.6
20190726,377.2
20190727,334.9
20190728,329.7
20190729,308.6
20190730,302.8
20190731,297.4
20190801,292.2
20190802,260.8
20190803,276.1
20190804,603.3
20190805,618.3
20190806,1175
20190807,2462
20190808,3682
20190809,4868
20190810,5881
20190811,4155
20190812,2355
20190813,1692
20190814,1286
20190815,1164
20190816,915.8
20190817,1062
20190818,763.5
20190819,670.9
20190820,1317
20190821,764.7
20190822,644
20190823,549.9
20190824,544.6
20190825,472.1
20190826,470.3
20190827,561.5
20190828,509.5
20190829,485.1
20190830,464.4
20190831,451.6
20190901,464.5
20190902,512.2
20190903,493.7
20190904,627.6
20190905,1415
20190906,1100
20190907,876.3
20190908,907.2
20190909,986.7
20190910,743.8
20190911,673.5
20190912,605.9
20190913,565.5
20190914,533.5
20190915,513.4
20190916,630.8
20190917,488.9
20190918,508.5
20190919,494.4
20190920,476.3
20190921,385.1
20190922,478.9
20190923,1075
20190924,1273
20190925,892.5
20190926,940.6
20190927,715.8
20190928,1060
20190929,705.6
20190930,550.5
20191001,530.5
20191002,648.5
20191003,681.1
20191004,564.8
20191005,858.1
20191006,1214
20191007,552
20191008,150
20191009,150
20191010,319.7
20191011,521.2
20191012,512.6
20191013,496.9
20191014,881.1
20191015,634.8
20191016,1883
20191017,924.1
20191018,769.9
20191019,757.9
20191020,660.3
20191021,931.6
20191022,1847
20191023,1062
20191024,824.4
20191025,878.4
20191026,854.2
20191027,711.3
20191028,635.3
20191029,580.8
20191030,651.9
20191031,552.7
20191101,564.3
20191102,582.1
20191103,462.4
20191104,454
20191105,491.7
20191106,530.2
20191107,600.6
20191108,957.1
20191109,1404
20191110,1218
20191111,948
20191112,164
20191113,165
20191114,167
20191115,167
20191116,167
20191117,216
20191118,442.3
20191119,434.4
20191120,427.9
20191121,417.8
20191122,408.9
20191123,405.8
20191124,399.8
20191125,399.3
20191126,440.2
20191127,469.2
20191128,413.7
20191129,297.1
20191130,376.3
20191201,370.8
20191202,508.9
20191203,389.4
20191204,652.4
20191205,417.7
20191206,241.7
20191207,332.5
20191208,356.3
20191209,348.4
20191210,341
20191211,332.3
20191212,330
20191213,296.6
20191214,298.4
20191215,339
20191216,333.9
20191217,312.3
20191218,309.6
20191219,307.4
20191220,303.3
20191221,298.9
20191222,292.2
20191223,288.2
20191224,285.4
20191225,281.5
20191226,278.7
20191227,274.6
20191228,273.5
20191229,269.8
20191230,269.1
20191231,266.9
20200101,263.1
20200102,260.6
20200103,255.3
20200104,254.2
20200105,252.2
20200106,248.6
20200107,240.6
20200108,239.2
20200109,236.2
20200110,232.7
20200111,229.7
20200112,225.7
20200113,225.3
20200114,222.6
20200115,220.2
20200116,217.5
20200117,215.5
20200118,213.5
20200119,209
20200120,207.3
20200121,206
20200122,200.7
20200123,189.7
20200124,192.8
20200125,193.2
20200126,138.8
20200127,96
20200128,95
20200129,93
20200130,93
20200131,92
20200201,86
20200202,91
20200203,0
20200204,0
20200205,0
20200206,0
20200207,0
20200208,0
20200209,0
20200210,0
20200211,0
20200212,0
20200213,6.574
20200214,7.392
20200215,8.82
20200216,28.77
20200217,52.2
20200218,33.46
20200219,41.1
20200220,85.03
20200221,162.6
20200222,288.6
20200223,74.44
20200224,51.46
20200225,40.6
20200226,39.3
20200227,40.21
20200228,56.16
20200229,77.07
20200301,49.97
20200302,57.5
20200303,67.89
20200304,45.85
20200305,39.58
20200306,43.27
20200307,52.8
20200308,44.15
20200309,49.56
20200310,53.27
20200311,58.82
20200312,55.11
20200313,63.17
20200314,54.27
20200315,52.94
20200316,49.83
20200317,25.12
20200318,30.78
20200319,30.1
20200320,37.93
20200321,37.64
20200322,33.95
20200323,50.21
20200324,44.38
20200325,41.15
20200326,40.14
20200327,36.19
20200328,35.69
20200329,32.54
20200330,33.14
20200331,41.99
20200401,178.3
20200402,348.5
20200403,155.4
20200404,116.7
20200405,56.93
20200406,41.5
20200407,78.21
20200408,70.63
20200409,67.38
20200410,94.73
20200411,73.76
20200412,58.54
20200413,63.07
20200414,47.67
20200415,50.57
20200416,58.33
20200417,52.6
20200418,54.28
20200419,57.26
20200420,50.96
20200421,50.25
20200422,36.86
20200423,49.09
20200424,117.3
20200425,69.85
20200426,101.2
20200427,102.4
20200428,62.46
20200429,81.98
20200430,64.3
20200501,60.02
20200502,68.66
20200503,111.6
20200504,87.32
20200505,65.27
20200506,51.91
20200507,44.23
20200508,134.6
20200509,103
20200510,56.1
20200511,74.66
20200512,78.17
20200513,74.08
20200514,99.05
20200515,138.7
20200516,268.8
20200517,176.9
20200518,442.2
20200519,266.5
20200520,192.6
20200521,152.4
20200522,131.1
20200523,118.1
20200524,108.1
20200525,213.3
20200526,146.8
20200527,119.8
20200528,118.6
20200529,92.39
20200530,378.4
20200531,219.9
20200601,162.1
20200602,128.7
20200603,138.8
20200604,299.1
20200605,193.7
20200606,151.9
20200607,182.9
20200608,191.4
20200609,150.6
20200610,130.4
20200611,142.7
20200612,130.7
20200613,118.4
20200614,206.6
20200615,159.6
20200616,143.1
20200617,143.3
20200618,289.8
20200619,202.4
20200620,171.7
20200621,155.3
20200622,226.5
20200623,178.4
20200624,161.7
20200625,153.2
20200626,150.7
20200627,148.1
20200628,140.7
20200629,187.4
20200630,351.5
20200701,248.3
20200702,210.8
20200703,226.9
20200704,366.7
20200705,281.6
20200706,358.6
20200707,363.8
20200708,358.4
20200709,404.3
20200710,318.8
20200711,270.9
20200712,243.6
20200713,223.7
20200714,224.5
20200715,211
20200716,394.8
20200717,607.2
20200718,524.1
20200719,398.6
20200720,607.3
20200721,464.9
20200722,375
20200723,325.9
20200724,342
20200725,297.3
20200726,313.1
20200727,324.3
20200728,315.7
20200729,327.7
20200730,604.6
20200731,420.7
20200801,390
20200802,365.6
20200803,618.3
20200804,1412
20200805,2574
20200806,3316
20200807,3697
20200808,2899
20200809,2041
20200810,1443
20200811,1111
20200812,983.1
20200813,787.7
20200814,670.8
20200815,698.4
20200816,633.9
20200817,639
20200818,643.5
20200819,535.4
20200820,491.8
20200821,470.1
20200822,451.5
20200823,442
20200824,436.3
20200825,427.6
20200826,420.6
20200827,412.9
20200828,410.7
20200829,407.5
20200830,402.5
20200831,401.9
20200901,532.4
20200902,1570
20200903,1251
20200904,986
20200905,928.6
20200906,647.5
20200907,742.7
20200908,590.9
20200909,528.4
20200910,697.3
20200911,575.8
20200912,594.7
20200913,603.2
20200914,572.8
20200915,515.3
20200916,484.9
20200917,464.9
20200918,470.6
20200919,467.6
20200920,812.3
20200921,1260
20200922,1194
20200923,820.4
20200924,677.3
20200925,594.5
20200926,543.2
20200927,506.9
20200928,479
20200929,495.2
20200930,455.4
20201001,438
20201002,423.6
20201003,490
20201004,428.1
20201005,412.6
20201006,414.3
20201007,527.8
20201008,474.6
20201009,455.5
20201010,1167
20201011,1042
20201012,609
20201013,573.3
20201014,716.5
20201015,752
20201016,545.4
20201017,477.8
20201018,449.4
20201019,868.2
20201020,514.4
20201021,539.3
20201022,613.2
20201023,551
20201024,586.9
20201025,506.7
20201026,472.3
20201027,446.6
20201028,428
20201029,417.9
20201030,407.2
20201031,401.7
20201101,397
20201102,391.6
20201103,393.4
20201104,385.5
20201105,379.8
20201106,593.7
20201107,464.1
20201108,423.7
20201109,400.4
20201110,383.8
20201111,371.5
20201112,362.1
20201113,354.6
20201114,356.9
20201115,341.3
20201116,337.1
20201117,334.9
20201118,327.6
20201119,318
20201120,311.9
20201121,305.5
20201122,301.3
20201123,296.3
20201124,290.7
20201125,285.2
20201126,283
20201127,275.6
20201128,272
20201129,265.4
20201130,260.7
20201201,255.1
20201202,250.8
20201203,246
20201204,242.4
20201205,236.3
20201206,234.8
20201207,227.8
20201208,239.4
20201209,356.4
20201210,243.8
20201211,223.9
20201212,212.6
20201213,206.5
20201214,200.8
20201215,197.6
20201216,193.3
20201217,189.1
20201218,184.7
20201219,180.7
20201220,177.1
20201221,173.3
20201222,170.3
20201223,166
20201224,165.2
20201225,158.7
20201226,155.2
20201227,152.1
20201228,149.1
20201229,145.6
20201230,142.2
20201231,135.7
