Date,inflow,precipitation,evaporation,sim_inflow
6/14/2012,,1630,1119,19.02
6/15/2012,5.9472,4492,104.3,56.95
6/16/2012,4.13472,8694,781.9,134.2
6/17/2012,4.1064,59790,778.1,801.9
6/18/2012,4.1064,270100,4961,713
6/19/2012,12.40416,349000,6358,549.1
6/20/2012,44.40576,67930,21970,118.1
6/21/2012,33.50256,109600,11760,53.96
6/22/2012,28.06512,40310,23900,22.54
6/23/2012,21.35328,38990,19810,15.88
6/24/2012,16.39728,19470,15840,15.53
6/25/2012,21.12672,20040,27940,16.91
6/26/2012,16.39728,84630,8878,24.57
6/27/2012,22.0896,456000,3774,528
6/28/2012,21.12672,659000,4194,795.2
6/29/2012,22.06128,194100,44750,211.3
6/30/2012,23.95872,48940,17690,81.44
7/1/2012,34.38048,127700,16870,55.55
7/2/2012,34.38048,282200,13860,120.5
7/3/2012,67.42992,53250,30400,57.66
7/4/2012,135.17136,42260,26770,48.62
7/5/2012,201.01536,8356,34510,47.59
7/6/2012,114.78096,12380,32800,48.77
7/7/2012,154.51392,61220,28700,50.53
7/8/2012,162.95328,12130,22860,52.29
7/9/2012,181.84272,32040,10580,53.97
7/10/2012,77.5968,23820,26270,55.38
7/11/2012,37.60896,27660,9344,56.73
7/12/2012,40.32768,31560,10800,57.89
7/13/2012,55.02576,13800,13510,58.85
7/14/2012,37.69392,21670,9653,59.72
7/15/2012,31.0104,13790,26000,60.35
7/16/2012,31.03872,19700,21490,60.93
7/17/2012,24.41184,132300,37050,67.33
7/18/2012,37.75056,53680,35430,63.56
7/19/2012,40.38432,24230,15470,63.06
7/20/2012,49.72992,59450,5971,63.19
7/21/2012,69.75216,160300,39200,75.72
7/22/2012,131.17824,78320,31350,66.94
7/23/2012,171.336,72780,39550,65.38
7/24/2012,160.17792,6499,24900,65.16
7/25/2012,137.29536,109700,21710,66.54
7/26/2012,89.37792,198100,42260,87.09
7/27/2012,170.54304,134100,18880,75.57
7/28/2012,552.83472,160300,55100,78.83
7/29/2012,333.24144,52240,47890,70.66
7/30/2012,185.6376,24200,48430,69.04
7/31/2012,115.77216,44340,31820,68.8
8/1/2012,94.36224,172000,36200,75.87
8/2/2012,149.92608,30320,49550,70.91
8/3/2012,143.1576,109900,21060,70.32
8/4/2012,157.51584,374700,21220,152.8
8/5/2012,391.15584,300300,16770,136.1
8/6/2012,590.27376,506900,27570,244.3
8/7/2012,691.12128,266700,29040,137.9
8/8/2012,927.87648,335300,37750,143.2
8/9/2012,344.59776,264600,39510,115.5
8/10/2012,238.08624,280400,41210,113.2
8/11/2012,330.80592,381400,15730,144.4
8/12/2012,331.54224,127500,77320,95
8/13/2012,298.83264,30740,48310,86.68
8/14/2012,205.99968,0,123500,84.8
8/15/2012,145.5648,56340,32020,85.09
8/16/2012,134.60496,42900,38100,85.59
8/17/2012,119.59536,272100,33980,96.2
8/18/2012,111.52416,118100,45630,89.48
8/19/2012,89.60448,3746,56650,88.38
8/20/2012,,0,165200,88.08
8/21/2012,,0,143800,88.23
8/22/2012,,0,163700,88.25
8/23/2012,,130700,58820,88.53
8/24/2012,,498000,62310,140.9
8/25/2012,,891300,79890,305.1
8/26/2012,,615400,59960,224
8/27/2012,,426900,33820,155.4
8/27/2012,69.83712,350000,62700,125.3
8/28/2012,205.71648,208100,85430,102.9
8/29/2012,140.892,187500,48490,97.29
8/30/2012,206.53776,489000,105500,131.6
8/31/2012,204.07392,207700,92520,104.3
9/1/2012,204.07392,469900,119800,127.6
9/2/2012,426.52752,278500,72570,108.1
9/3/2012,357.70992,242000,99200,103
9/4/2012,340.03824,91850,72750,100.8
9/5/2012,267.7656,185700,65800,100.5
9/6/2012,416.50224,213400,97860,100.8
9/7/2012,235.93392,57420,82480,100.9
9/8/2012,174.876,36400,38620,101.1
9/9/2012,172.86528,20770,63770,101
9/10/2012,158.28048,129800,79750,100.9
9/11/2012,155.39184,72740,93450,100.6
9/12/2012,156.49632,93520,42190,100.4
9/13/2012,122.37072,57500,60230,99.87
9/14/2012,33.24768,62830,92100,99.25
9/15/2012,96.4296,67970,114500,98.55
9/16/2012,142.8744,36590,80020,97.84
9/17/2012,35.06016,73180,60590,97.05
9/18/2012,26.70576,0,251800,95.85
9/19/2012,26.70576,0,196200,94.95
9/20/2012,115.2624,0,199600,93.89
9/21/2012,34.91856,0,216000,92.77
9/22/2012,36.816,0,160100,91.71
9/23/2012,65.19264,0,158100,90.52
9/24/2012,54.74256,0,180500,89.24
9/25/2012,33.984,0,140700,88.01
9/26/2012,26.59248,102900,54950,86.9
9/27/2012,48.08736,67710,42600,85.62
9/28/2012,64.39968,39870,41410,84.3
9/29/2012,51.8256,42430,49780,82.94
9/30/2012,74.7648,13010,61750,81.54
10/1/2012,117.47136,94210,29580,80.36
10/2/2012,74.56656,18470,30220,79.02
10/3/2012,77.11536,1511,16780,77.67
10/4/2012,107.0496,0,9204,76.29
10/5/2012,82.75104,0,6510,74.83
10/6/2012,89.85936,0,0,73.51
10/7/2012,87.87696,0,0,72.41
10/8/2012,83.544,0,0,71.08
10/9/2012,83.51568,0,0,69.58
10/10/2012,72.4992,0,0,68.19
10/11/2012,50.1264,0,0,66.97
10/12/2012,27.13056,0,0,65.62
10/13/2012,16.08576,0,0,64.49
10/14/2012,16.05744,0,0,63.33
10/15/2012,20.19216,0,0,61.84
10/16/2012,28.91472,0,0,60.65
10/17/2012,56.55504,0,0,59.43
10/18/2012,39.19488,0,0,58.48
10/19/2012,9.74208,0,0,57.75
10/20/2012,12.29088,0,0,56.47
10/21/2012,9.45888,0,0,55.41
10/22/2012,16.93536,0,0,54.17
10/23/2012,21.3816,0,0,53.14
10/24/2012,19.99392,0,0,52.25
10/25/2012,10.3368,0,0,51.04
10/26/2012,12.51744,0,0,50.07
10/27/2012,23.42064,0,0,49.05
10/28/2012,5.26752,0,0,48.09
10/29/2012,14.3016,0,0,47.03
10/30/2012,12.43248,0,0,176.2
10/31/2012,27.0456,13300,959.7,304.3
11/1/2012,25.14816,1785,2331,95.92
11/2/2012,39.87456,1581,2832,61.14
11/3/2012,91.50192,5469,1707,51.11
11/4/2012,25.09152,6179,957.8,68.27
11/5/2012,43.52784,0,403.2,51.51
11/6/2012,22.00464,0,0,48.11
11/7/2012,29.42448,0,0,47.21
11/8/2012,22.00464,0,0,46.67
11/9/2012,16.4256,0,0,46.36
11/10/2012,10.9032,0,0,46.1
11/11/2012,7.19328,0,0,45.88
11/12/2012,7.05168,0,0,45.56
11/13/2012,9.17568,0,0,45.19
11/14/2012,12.85728,0,0,44.72
11/15/2012,17.1336,0,0,44.39
11/16/2012,24.6384,0,0,43.91
11/17/2012,9.3456,0,0,43.45
11/18/2012,12.744,0,0,42.91
