Date,inflow,precipitation,evaporation,sim_inflow
3/2/2018,1.86912,0,415.9,7.328
3/3/2018,1.8408,0,567.8,7.36
3/4/2018,1.86912,0,1133,7.133
3/5/2018,2.18064,0,1430,6.579
3/6/2018,1.52928,0,1399,5.913
3/7/2018,1.30272,0,1573,4.69
3/8/2018,1.75584,0,2104,3.339
3/9/2018,2.06736,0,1845,3.195
3/10/2018,1.9824,0,1805,3.304
3/11/2018,2.01072,0,1947,3.316
3/12/2018,1.92576,0,2493,2.662
3/13/2018,1.64256,0,2420,2.519
3/14/2018,3.65328,0,2469,2.418
3/15/2018,46.69968,227.4,805.1,2.849
3/16/2018,30.13248,6666,996.8,11.53
3/17/2018,23.76048,11780,1077,74.24
3/18/2018,13.56528,12840,1529,40.81
3/19/2018,9.54384,7748,1047,14.75
3/20/2018,6.85344,3664,722.8,8.532
3/21/2018,4.16304,0,4701,6.976
3/22/2018,3.08688,17100,2443,37.77
3/23/2018,2.01072,537.7,3469,13.39
3/24/2018,1.9824,0,8978,9.306
3/25/2018,1.92576,0,6401,8.925
3/26/2018,1.8408,0,7274,8.903
3/27/2018,2.37888,0,5997,9.175
3/28/2018,2.74704,0,7113,9.278
3/29/2018,2.71872,0,8335,9.357
3/30/2018,2.6904,0,6351,9.671
3/31/2018,3.99312,23700,2999,37.24
4/1/2018,3.9648,22150,4921,39.03
4/2/2018,3.1152,2420,4167,16.22
4/3/2018,3.48336,46820,3029,138.7
4/4/2018,2.60544,0,13200,36.89
4/5/2018,2.6904,0,12840,19.29
4/6/2018,2.5488,0,13430,15.16
4/7/2018,2.6904,3933,4569,14.43
4/8/2018,2.20896,0,15760,13.78
4/9/2018,2.80368,0,13900,13.84
4/10/2018,2.77536,0,11900,13.97
4/11/2018,2.57712,0,13740,13.96
4/12/2018,3.00192,1220,8022,14.21
4/13/2018,2.9736,55320,8756,39.69
4/14/2018,2.2656,856.3,5131,18.81
4/15/2018,2.03904,5616,3429,15.74
4/16/2018,2.06736,7437,7705,14.95
4/17/2018,4.36128,54600,4026,43.13
4/18/2018,18.1248,5209,7685,19.96
4/19/2018,10.25184,1452,4348,16.34
4/20/2018,6.91008,17600,3613,15.68
4/21/2018,8.6376,4904,7198,15.3
4/22/2018,7.5048,0,14350,14.91
4/23/2018,8.60928,31980,7918,18.35
4/24/2018,6.372,6444,8577,15.66
4/25/2018,5.26752,45230,4856,30.31
4/26/2018,8.60928,38990,7134,28.63
4/27/2018,6.372,0,20420,18.33
4/28/2018,4.248,0,21690,16.71
4/29/2018,3.34176,0,17980,16.5
4/30/2018,3.31344,0,19230,16.36
5/1/2018,4.41792,48790,5790,27.2
5/2/2018,6.7968,40810,11090,26.01
5/3/2018,7.87296,31330,3794,21.74
5/4/2018,12.26256,109900,3840,154.7
5/5/2018,10.0536,0,16890,45.19
5/6/2018,6.7968,5133,1418,26.44
5/7/2018,6.00384,0,19330,21.47
5/8/2018,4.92768,27720,15990,20.68
5/9/2018,17.72832,39310,8279,23.38
5/10/2018,19.88064,120600,6237,125.2
5/11/2018,13.452,21700,8124,42.18
5/12/2018,15.60432,4419,16570,27.71
5/13/2018,19.88064,51060,11760,30.5
5/14/2018,22.00464,82150,12430,56.03
5/15/2018,16.65216,17010,11910,30.93
5/16/2018,17.72832,58520,5030,36.04
5/17/2018,18.80448,70430,6713,46.4
5/18/2018,24.15696,98870,11010,76.32
5/19/2018,22.00464,0,26490,38.08
5/20/2018,23.0808,171100,16090,148.7
5/21/2018,22.00464,0,29550,54.13
5/22/2018,23.0808,87540,17130,53.07
5/23/2018,22.00464,0,37180,37.21
5/24/2018,23.0808,80080,11060,43.53
5/25/2018,20.9568,260200,10290,223.5
5/26/2018,66.52368,447700,17530,468.1
5/27/2018,69.384,24020,18380,128
5/28/2018,63.4368,200100,12570,113.4
5/29/2018,67.34496,105500,14620,65.64
5/30/2018,68.1096,503500,33180,329.9
5/31/2018,74.6232,12830,30460,103.2
6/1/2018,57.85776,73300,30020,62.6
6/2/2018,34.06896,77370,11560,53.31
6/3/2018,29.39616,35880,26160,50.65
6/4/2018,14.41488,58240,27900,50.35
6/5/2018,15.60432,234700,26200,90.8
6/6/2018,13.28208,0,97640,58.38
6/7/2018,14.4432,99380,12140,55.41
6/8/2018,28.80144,92380,16330,54.9
6/9/2018,53.18496,373800,26050,167
6/10/2018,196.31424,797100,9514,482.4
6/11/2018,649.57584,646700,12020,392.2
6/12/2018,507.52272,144200,9594,138.1
6/13/2018,665.15184,656200,12220,281.1
6/14/2018,625.81536,829300,30620,380.2
6/15/2018,1037.928,809900,52780,362.9
6/16/2018,938.89296,127700,51060,134.1
6/17/2018,609.36144,48110,33010,88.78
6/18/2018,271.67376,34630,22680,77.46
6/19/2018,164.3976,362100,63020,100.7
6/20/2018,125.62752,671700,34770,193.9
6/21/2018,344.17296,238500,34840,106.9
6/22/2018,444.3408,485700,41220,141
6/23/2018,390.47616,189400,36510,94.42
6/24/2018,173.1768,59890,13810,84.43
6/25/2018,69.1008,7530,1596,82.59
6/26/2018,73.37712,268800,59860,89.87
6/27/2018,110.98608,103200,26490,84.45
6/28/2018,299.93712,108100,14710,84.13
6/29/2018,604.71696,85850,48420,84.24
6/30/2018,537.99504,354800,47290,101
7/1/2018,255.67296,131800,37760,88.23
7/2/2018,151.05888,8074,5763,86.33
7/3/2018,132.56592,28550,10710,85.86
7/4/2018,112.03392,70010,64010,85.57
7/5/2018,112.03392,0,189100,84.86
7/6/2018,64.51296,37760,75520,84.93
7/7/2018,123.50352,2641000,54710,826.3
7/8/2018,787.69248,2424000,27120,847
7/9/2018,924.2232,2325000,68710,773.8
7/10/2018,1010.5992,120900,147600,242.1
7/11/2018,1143.08016,2323000,108600,619.3
7/12/2018,1346.53104,2206000,81700,672.9
7/13/2018,1287.2856,1103000,2186,380.6
7/14/2018,1229.088,1303000,39290,379.4
7/15/2018,1132.85664,1073000,101100,316.7
7/16/2018,1023.39984,989400,125400,279.9
7/17/2018,1084.34448,1377000,90000,370.9
7/18/2018,1120.56576,1068000,125200,310.3
7/19/2018,1056.64752,413500,63100,167.9
7/20/2018,1030.848,785200,55880,201.3
7/21/2018,809.18736,926500,45980,239.9
7/22/2018,889.8144,884700,107500,241.7
7/23/2018,816.69216,826900,57130,230.1
7/24/2018,780.44256,630100,49350,190.1
7/25/2018,795.19728,740300,53910,203.6
7/26/2018,793.58304,1118000,81130,294.3
7/27/2018,772.05984,147000,28700,157.7
7/28/2018,685.7688,57760,112000,132.5
7/29/2018,561.1608,472600,12900,143.6
7/30/2018,482.68608,105000,64100,128.5
7/31/2018,458.04768,787600,45150,193.3
8/1/2018,525.08112,472200,69020,159.6
8/2/2018,597.38208,183600,79320,134.5
8/3/2018,552.8064,183500,96430,129.9
8/4/2018,487.72704,41990,65120,128.6
8/5/2018,440.88576,152200,53800,128.3
8/6/2018,281.076,183700,70180,128.1
8/7/2018,200.27904,404200,83980,137.5
8/8/2018,276.85632,3628000,80720,1015
8/9/2018,1180.71744,4731000,84420,1601
8/10/2018,1967.41872,719300,9181,518.8
8/11/2018,2134.7616,199500,21530,235.2
8/12/2018,1649.04528,686000,57190,222.7
8/13/2018,1295.64,1649000,112300,455.4
8/14/2018,1149.48048,2909000,53980,896.9
8/15/2018,1433.50176,4465000,46260,1516
8/16/2018,1584.7872,3493000,52750,1343
8/17/2018,2253.62064,1581000,36910,715.1
8/18/2018,2266.50624,420100,84980,302.6
8/19/2018,1740.23568,393900,63960,204.2
8/20/2018,1346.02128,567300,87170,199.5
8/21/2018,998.30832,173300,115700,160.1
8/22/2018,741.47424,210100,68220,152.4
8/23/2018,584.6664,330900,60320,154.8
8/24/2018,475.86096,115600,103900,150.1
8/25/2018,371.44512,47270,85770,149.1
8/26/2018,321.94176,10510,62680,148.5
8/27/2018,198.83472,31520,55220,147.9
8/28/2018,211.18224,572700,66020,175
8/29/2018,263.26272,803900,120100,224.2
8/30/2018,353.68848,152400,15700,162.6
8/31/2018,304.41168,1356000,67230,355.9
9/1/2018,214.60896,115600,60990,189.4
9/2/2018,144.94176,0,163300,158.1
9/3/2018,139.67424,63050,94630,149.9
9/4/2018,134.68992,0,155900,146.5
9/5/2018,115.404,0,114900,144.8
9/6/2018,106.87968,0,160300,143.1
9/7/2018,68.70432,0,181800,141.6
9/8/2018,55.98864,5256,8722,140.7
9/9/2018,49.58832,0,165900,138.7
9/10/2018,49.61664,0,163300,137.1
9/11/2018,46.04832,257500,104600,136.8
9/12/2018,43.92432,126100,21500,134.8
9/13/2018,48.17232,0,171700,132.6
9/14/2018,41.80032,0,140800,130.9
9/15/2018,33.276,0,144800,129.1
9/16/2018,31.12368,630700,57670,164.1
9/17/2018,31.09536,141900,66330,133.3
9/18/2018,28.97136,120900,45000,127
9/19/2018,28.94304,0,176800,123.8
9/20/2018,29.5944,0,165900,121.7
9/21/2018,28.48992,5256,60330,120.1
9/22/2018,28.91472,0,142400,118
9/23/2018,28.8864,0,211200,115.9
9/24/2018,47.37936,1645000,102900,377.5
9/25/2018,109.00368,42040,74180,165.8
9/26/2018,57.65952,388900,66070,135.8
9/27/2018,53.5248,517700,64610,142.5
9/28/2018,49.4184,223800,59910,118.4
9/29/2018,53.5248,393700,96140,122.9
9/30/2018,86.74416,449900,98000,128.8
10/1/2018,76.49232,242800,112900,113.8
10/2/2018,75.1896,221500,64370,110.1
10/3/2018,42.3384,66380,56280,107.8
10/4/2018,42.31008,671700,67680,155
10/5/2018,60.80304,738400,76830,182
10/6/2018,89.57616,941200,45120,236.6
10/7/2018,128.62944,1047000,48730,275.1
10/8/2018,87.56544,591700,40390,185.5
10/9/2018,113.50656,1872000,56700,494.2
10/10/2018,117.89616,1649000,78950,498.5
10/11/2018,87.6504,26230,77750,193.5
10/12/2018,60.91632,0,133400,132.8
10/13/2018,33.21936,0,161800,116.4
10/14/2018,27.58368,20990,18140,111.4
10/15/2018,36.07968,298000,83710,111.6
10/16/2018,33.95568,111600,58320,108.7
10/17/2018,57.37632,2006000,41420,718.9
10/18/2018,217.72416,210100,28430,254.6
10/19/2018,70.00704,0,0,146.2
10/20/2018,96.45792,0,0,122.7
10/21/2018,60.01008,0,0,112.7
10/22/2018,30.3024,0,0,109.2
10/23/2018,36.84432,0,0,108
10/24/2018,38.96832,0,0,106.4
10/25/2018,32.59632,0,0,105.5
10/26/2018,19.79568,0,0,104.6
10/27/2018,19.76736,0,0,103.6
10/28/2018,13.36704,0,0,102.5
10/29/2018,10.4784,0,0,101.3
10/30/2018,9.60048,0,0,100
10/31/2018,10.11024,0,0,98.88
11/1/2018,7.39152,0,0,97.84
11/2/2018,11.01648,0,0,96.27
11/3/2018,6.20208,0,0,104.8
11/4/2018,20.41872,0,0,96.02
11/5/2018,14.47152,0,0,93.33
11/6/2018,12.48912,0,0,91.83
11/7/2018,12.4608,0,0,90.44
11/8/2018,12.4608,0,0,88.82
11/9/2018,7.16496,0,0,87.47
11/10/2018,7.08,0,0,86.06
11/11/2018,6.68352,0,0,84.69
11/12/2018,5.63568,0,0,83.25
11/13/2018,6.20208,0,0,81.84
11/14/2018,6.06048,0,0,80.42
11/15/2018,5.77728,0,0,78.95
11/16/2018,5.77728,0,0,77.72
11/17/2018,5.8056,0,0,76.32
11/18/2018,6.06048,0,0,74.59
11/19/2018,6.17376,0,0,74.86
11/20/2018,6.40032,0,0,72.89
11/21/2018,6.62688,0,0,71.26
11/22/2018,6.00384,0,0,70.25
11/23/2018,5.60736,0,0,68.89
11/24/2018,6.57024,0,0,110.4
11/25/2018,26.30928,0,0,75.03
11/26/2018,8.18448,0,0,68.14
11/27/2018,6.59856,0,254.1,65.5
11/28/2018,5.8056,0,0,64.08
11/29/2018,5.40912,0,186.9,62.8
11/30/2018,5.12592,0,356.8,61.63
12/1/2018,5.32416,98.47,138,60.74
12/2/2018,5.63568,0,651.4,59.3
12/3/2018,5.32416,0,0,58.21
12/4/2018,5.04096,0,0,57.02
12/5/2018,6.17376,0,0,56.37
12/6/2018,11.55456,0,0,54.98
12/7/2018,11.55456,0,0,53.97
12/8/2018,6.17376,0,0,52.95
12/9/2018,5.04096,0,0,51.91
12/10/2018,6.17376,0,278.1,50.78
12/11/2018,5.04096,0,463.2,49.75
12/12/2018,5.69232,0,668,48.68
12/13/2018,5.86224,0,659.9,47.73
12/14/2018,5.77728,0,713.4,46.73
12/15/2018,4.92768,0,898.4,45.67
12/16/2018,5.04096,0,858.8,44.71
12/17/2018,5.40912,0,1099,43.62
12/18/2018,5.04096,0,877.4,42.74
12/19/2018,5.69232,0,701.1,41.86
12/20/2018,5.32416,0,563.8,40.95
12/21/2018,5.35248,0,480.5,40.02
12/22/2018,5.77728,0,360.5,39.09
12/23/2018,5.5224,0,156.6,38.21
12/24/2018,5.49408,0,0,37.64
12/25/2018,5.5224,720.2,301.5,36.84
12/26/2018,25.26144,610.5,271.9,36.12
12/27/2018,7.30656,0,2017,34.97
12/28/2018,5.5224,11.53,125.5,34.41
12/29/2018,5.49408,0,0,33.39
12/30/2018,5.5224,0,0,32.84
12/31/2018,5.49408,0,0,31.88
1/1/2019,5.5224,0,0,31.04
1/2/2019,7.30656,0,0,30
1/3/2019,5.5224,0,0,27.65
1/4/2019,5.49408,0,0,26.11
1/5/2019,7.30656,0,0,25.38
1/6/2019,6.28704,0,0,24.44
1/7/2019,5.32416,0,0,23.67
1/8/2019,7.10832,0,0,22.23
1/9/2019,5.29584,0,0,20.63
1/10/2019,5.32416,0,0,18.4
1/11/2019,5.35248,0,0,15.6
1/12/2019,5.40912,0,0,13.98
1/13/2019,5.3808,0,0,11.46
1/14/2019,5.77728,0,0,9.492
1/15/2019,5.8056,0,0,9.187
1/16/2019,5.77728,0,0,8.491
1/17/2019,4.64448,0,0,8.655
1/18/2019,5.29584,0,0,7.935
1/19/2019,5.32416,0,0,7.994
1/20/2019,5.29584,0,0,7.887
1/21/2019,5.32416,0,0,7.04
1/22/2019,5.3808,0,0,7.042
1/23/2019,5.40912,0,0,7.175
1/24/2019,5.40912,0,0,6.853
1/25/2019,5.40912,0,0,6.327
1/26/2019,5.46576,0,0,5.871
1/27/2019,5.49408,0,0,5.784
1/28/2019,5.8056,0,0,5.739
1/29/2019,5.49408,0,0,5.667
1/30/2019,4.98432,0,0,5.18
1/31/2019,5.3808,0,0,4.859
2/1/2019,5.40912,0,0,4.73
2/2/2019,5.60736,0,0,4.53
2/3/2019,5.57904,0,0,4.082
2/4/2019,5.60736,0,0,4.068
2/5/2019,3.8232,0,0,3.838
2/6/2019,4.41792,0,0,3.803
2/7/2019,3.85152,0,0,3.854
2/8/2019,3.87984,0,0,3.602
2/9/2019,3.85152,0,0,3.38
2/10/2019,3.8232,0,0,21.04
2/11/2019,3.79488,0,0,75.16
2/12/2019,3.8232,0,1040,19.11
2/13/2019,3.79488,0,0,9.669
2/14/2019,3.85152,0,0,7.72
2/15/2019,3.90816,0,0,7.362
2/16/2019,4.27632,0,0,7.453
2/17/2019,3.9648,0,0,7.589
2/18/2019,3.05856,0,0,7.705
2/19/2019,3.85152,0,0,8.193
2/20/2019,3.87984,0,0,8.084
2/21/2019,2.124,0,0,8.234
2/22/2019,2.09568,0,0,8.26
2/23/2019,2.124,0,0,8.42
2/24/2019,2.57712,0,0,8.416
2/25/2019,2.63376,0,0,8.527
2/26/2019,1.9824,0,0,8.488
2/27/2019,1.95408,0,0,8.633
2/28/2019,1.50096,0,0,8.665
3/1/2019,1.2744,0,0,8.629
3/2/2019,1.04784,0,0,8.65
3/3/2019,0.82128,0,0,9.068
3/4/2019,1.38768,0,320,8.724
3/5/2019,0.96288,80.1,392.7,8.83
3/6/2019,1.95408,0,915.2,8.608
3/7/2019,1.92576,0,1277,8.517
3/8/2019,1.89744,0,1500,8.474
3/9/2019,1.86912,0,2080,8.32
3/10/2019,1.95408,0,2056,8.326
3/11/2019,0.93456,134.7,1012,8.529
3/12/2019,0.90624,0,2342,8.21
3/13/2019,0.93456,0,3441,7.967
3/14/2019,0.90624,0,2794,8.029
3/15/2019,0.87792,0,3034,7.931
3/16/2019,1.5576,0,4061,7.593
3/17/2019,1.2744,0,4431,7.237
3/18/2019,1.416,0,4139,7.151
3/19/2019,1.44432,0,4427,6.547
3/20/2019,1.38768,1124,1797,6.489
3/21/2019,1.44432,4937,2930,6.067
3/22/2019,1.33104,1885,2952,5.517
3/23/2019,1.78416,0,4949,3.193
3/24/2019,1.81248,0,6005,2.025
3/25/2019,1.92576,0,5680,2
3/26/2019,1.1328,0,5162,2.127
3/27/2019,1.10448,0,4684,2.257
3/28/2019,1.5576,0,4560,2.349
3/29/2019,1.416,0,5010,2.1
3/30/2019,1.38768,0,4369,2.23
3/31/2019,1.33104,6359,3195,2.566
4/1/2019,0.9912,0,5108,2.258
4/2/2019,1.18944,0,5576,1.556
4/3/2019,1.30272,10930,2403,2.819
4/4/2019,1.24608,0,6610,1.922
4/5/2019,1.21776,0,6533,1.542
4/6/2019,0.8496,0,6982,1.335
4/7/2019,1.89744,0,6767,1.311
4/8/2019,1.86912,0,6098,1.329
4/9/2019,1.72752,2717,2987,1.607
4/10/2019,1.416,8734,5210,1.594
4/11/2019,1.10448,0,7625,1.295
4/12/2019,1.58592,13210,3291,2.319
4/13/2019,1.5576,0,6273,1.666
4/14/2019,0.79296,0,5542,1.618
4/15/2019,1.35936,0,6074,1.507
4/16/2019,1.30272,0,6934,1.381
4/17/2019,1.6992,0,6626,1.353
4/18/2019,3.17184,17150,2181,2.63
4/19/2019,6.45696,5732,3468,2.039
4/20/2019,31.32192,43500,3147,76.25
4/21/2019,24.61008,54880,1836,117.6
4/22/2019,20.56032,11100,4448,25.3
4/23/2019,18.23808,43590,5936,45.73
4/24/2019,18.20976,5758,4147,12.91
4/25/2019,18.18144,0,17720,6.496
4/26/2019,16.90704,0,15180,5.129
4/27/2019,15.63264,0,14010,4.733
4/28/2019,15.74592,8148,5618,4.923
4/29/2019,14.5848,36620,10220,13.34
4/30/2019,31.26528,26200,5741,8.998
5/1/2019,23.56224,8602,5341,6.196
5/2/2019,16.59552,0,19520,5.291
5/3/2019,13.76352,0,20170,5.181
5/4/2019,12.99888,0,16210,5.276
5/5/2019,12.97056,0,20300,5.115
5/6/2019,11.69616,2115,5005,5.6
5/7/2019,19.31424,0,11110,5.32
5/8/2019,18.94608,14580,6593,5.604
5/9/2019,46.50144,9001,2924,5.834
5/10/2019,43.98096,0,8216,5.443
5/11/2019,41.46048,0,5954,5.46
5/12/2019,51.48576,25340,2690,40.78
5/13/2019,31.4352,2457,863.3,12.02
5/14/2019,41.17728,130.9,966.8,7.521
5/15/2019,28.12176,5192,1304,7.529
5/16/2019,6.71184,10220,785,107.2
5/17/2019,13.90512,0,4846,26.18
5/18/2019,16.284,3685,832.1,12.89
5/19/2019,16.25568,2205,598.6,9.836
5/20/2019,13.8768,1038,425.2,9.295
5/21/2019,17.47344,626.8,199.2,10.76
5/22/2019,18.66288,0,0,18.01
5/23/2019,17.44512,0,0,19.9
5/24/2019,19.9656,0,0,62.23
5/25/2019,18.49296,5874,672.7,65.52
5/26/2019,13.76352,2369,1550,24.26
5/27/2019,13.33872,10280,1335,43.31
5/28/2019,8.24112,122.9,1437,21.23
5/29/2019,7.02336,13740,1672,47.58
5/30/2019,5.60736,8478,1002,26.58
5/31/2019,4.3896,5859,1199,21.36
6/1/2019,7.39152,1605,1264,20.65
6/2/2019,6.54192,162,2330,20.8
6/3/2019,3.08688,1637,2781,21.2
6/4/2019,1.92576,0,7397,21.21
6/5/2019,1.89744,0,4956,21.8
6/6/2019,2.77536,37060,1070,142.7
6/7/2019,8.60928,3341,956.4,46.34
6/8/2019,10.84656,0,17080,29.25
6/9/2019,4.13472,0,7509,26.06
6/10/2019,3.00192,17240,2884,27.49
6/11/2019,2.9736,54190,4661,133
6/12/2019,4.13472,30630,3300,63.01
6/13/2019,35.31504,35920,6247,58.16
6/14/2019,39.84624,29580,2036,45.77
6/15/2019,42.08352,45200,2578,70.22
6/16/2019,39.87456,3043,5451,39.45
6/17/2019,28.68816,1746,1840,34.72
6/18/2019,10.81824,442,6035,33.77
6/19/2019,18.63456,11350,9300,33.85
6/20/2019,15.63264,2330,5528,34.22
6/21/2019,19.17264,478.1,2674,34.55
6/22/2019,15.80256,90260,6046,129.1
6/23/2019,33.67248,18510,6270,53.99
6/24/2019,41.51712,44250,12360,49.86
6/25/2019,48.37056,11350,10110,40.37
6/26/2019,38.68512,42710,12380,43.96
6/27/2019,37.55232,0,23870,39.49
6/28/2019,30.67056,9552,11490,39.34
6/29/2019,16.65216,1396,9415,39.39
6/30/2019,15.23616,5708,5642,39.52
7/1/2019,20.9568,13740,6450,39.59
7/2/2019,36.64608,6589,14330,39.41
7/3/2019,19.45584,49630,3633,44.11
7/4/2019,44.66064,57730,841.2,50.34
7/5/2019,61.42608,98770,6799,90.12
7/6/2019,120.67152,379000,8246,558.8
7/7/2019,355.44432,209400,21360,254.6
7/8/2019,286.08864,43700,5069,94.82
7/9/2019,169.46688,124400,6239,78.78
7/10/2019,128.37456,352600,10200,236.2
7/11/2019,174.47952,171200,29630,122.3
7/12/2019,117.72624,32970,20680,68.21
7/13/2019,90.99216,38930,20750,57.43
7/14/2019,63.06864,0,72100,54.46
7/15/2019,46.04832,198400,15280,82.53
7/16/2019,56.89488,5579,21080,60.15
7/17/2019,46.07664,86080,35600,57.95
7/18/2019,46.55808,184400,42410,79.42
7/19/2019,37.2408,227100,20200,102.2
7/20/2019,142.95936,515000,25650,286
7/21/2019,213.07968,468600,45390,275.3
7/22/2019,251.36832,497300,33310,274.1
7/23/2019,297.30336,722200,11600,389.2
7/24/2019,301.77792,149600,27190,141.7
7/25/2019,179.4072,210400,9410,103.7
7/26/2019,174.5928,655800,65190,266.6
7/27/2019,215.03376,198000,19830,122.7
7/28/2019,157.3176,11830,30400,87.5
7/29/2019,98.8368,68870,36800,80.09
7/30/2019,89.15136,203400,24380,84.48
7/31/2019,95.91984,80150,56410,79.79
8/1/2019,79.06944,6249,14390,79.64
8/2/2019,66.52368,12660,31290,79.77
8/3/2019,59.16048,76970,33400,80.13
8/4/2019,102.32016,77970,22960,80.49
8/5/2019,113.22336,638500,28620,192.5
8/6/2019,321.48864,739200,37040,258.4
8/7/2019,521.56944,3147000,47780,1372
8/8/2019,835.38336,7077000,33670,2889
8/9/2019,2166.08352,9588000,65100,3659
8/10/2019,3186.31152,5392000,99300,2426
8/11/2019,2947.65888,2730000,81080,1301
8/12/2019,1640.97408,850600,52230,497.5
8/13/2019,1132.03536,693100,103700,275.1
8/14/2019,850.36464,320300,47090,157
8/15/2019,537.91008,787600,76450,197.7
8/16/2019,350.54496,220500,17170,127.9
8/17/2019,280.33968,861100,47490,204.4
8/18/2019,190.96176,272600,27600,132.2
8/19/2019,181.50288,1289000,13850,312.5
8/20/2019,177.65136,1603000,29970,449
8/21/2019,162.72672,607700,31670,235.2
8/22/2019,119.0856,99530,30390,146.7
8/23/2019,138.06,288100,43620,131.2
8/24/2019,130.24368,550000,104800,154.9
8/25/2019,146.4144,36670,124800,128.5
8/26/2019,121.71936,550000,29560,152.2
8/27/2019,168.2208,901000,44660,226.8
8/28/2019,275.92176,261400,28960,148.1
8/29/2019,299.9088,93980,25250,132.2
8/30/2019,188.97936,375900,90460,137.5
8/31/2019,201.78,408400,91470,141.5
9/1/2019,165.55872,120500,61250,131
9/2/2019,156.55296,901000,49540,220.7
9/3/2019,238.22784,330000,30200,153.4
9/4/2019,324.972,1027000,79530,263.4
9/5/2019,621.96384,1414000,46080,391.8
9/6/2019,688.77072,775300,67660,267.3
9/7/2019,774.32544,1048000,62450,306.6
9/8/2019,774.32544,791000,43100,255.8
9/9/2019,657.53376,1042000,17500,305.4
9/10/2019,680.92608,366700,57550,185.7
9/11/2019,484.04544,68100,37330,151.4
9/12/2019,296.14224,691500,63030,196.8
9/13/2019,223.38816,41910,66750,151.8
9/14/2019,156.38304,5238,37290,143.7
9/15/2019,134.63328,99530,77920,141.4
9/16/2019,111.18432,162400,106200,140.5
9/17/2019,123.98496,220000,75800,140.3
9/18/2019,94.164,209300,70120,139.8
9/19/2019,89.68944,235100,41240,139.9
9/20/2019,124.66464,26110,46080,138.5
9/21/2019,63.2952,15660,47720,137.5
9/22/2019,60.94464,0,171200,136
9/23/2019,58.82064,555700,83270,161.1
9/24/2019,63.06864,1167000,48190,294.1
9/25/2019,98.6952,41770,82360,166.2
9/26/2019,82.18464,668300,35130,190.4
9/27/2019,89.26464,5221,52740,145.5
9/28/2019,91.10544,114900,75800,136.4
9/29/2019,105.26544,31220,69980,133.2
9/30/2019,72.216,126900,55340,131.6
10/1/2019,62.78544,18150,80270,130
10/2/2019,33.02112,225800,49850,130.3
10/3/2019,32.9928,49760,65700,127.8
10/4/2019,37.26912,378600,44040,143.6
10/5/2019,43.64112,623000,72950,198.7
10/6/2019,43.64112,156100,57220,139.6
10/7/2019,41.51712,0,141100,127.7
10/8/2019,47.91744,549100,80410,169.2
10/9/2019,30.8688,181700,39880,132.1
10/10/2019,37.2408,283400,53540,130.2
10/11/2019,41.51712,307700,32630,131.1
10/12/2019,37.2408,182100,48570,123.3
10/13/2019,43.64112,282400,51120,125.9
10/14/2019,47.88912,855300,67080,234.8
10/15/2019,60.66144,83520,80000,141.7
10/16/2019,41.4888,1077000,86560,287.5
10/17/2019,31.20864,501500,38720,184.3
10/18/2019,26.96064,1287000,40430,355
10/19/2019,67.45824,492400,66200,197.2
10/20/2019,95.1552,474300,24520,162.4
10/21/2019,77.0304,2115000,49990,569.7
10/22/2019,149.47296,433900,51840,233.3
10/23/2019,116.08368,277000,70530,154
10/24/2019,86.48928,951400,83090,243.1
10/25/2019,154.68384,507000,37440,175.8
10/26/2019,242.16432,679600,62090,192.7
10/27/2019,244.28832,371100,71660,149.5
10/28/2019,111.2976,10450,47630,130.9
10/29/2019,67.34496,0,170300,126.3
10/30/2019,50.29632,99320,76930,125.1
10/31/2019,36.90096,678600,93040,168.5
11/1/2019,89.94432,119600,13890,132.6
11/2/2019,86.00784,0,145200,125.6
11/3/2019,64.45632,262900,75660,125.5
11/4/2019,44.37744,129800,4707,123.6
11/5/2019,35.65488,0,151100,122.1
11/6/2019,29.70768,0,165100,121
11/7/2019,34.91856,228700,51100,121.1
11/8/2019,30.64224,197500,60010,120.2
11/9/2019,40.58256,424300,59830,138.7
11/10/2019,51.23088,227700,41440,125.2
11/11/2019,49.07856,256200,39210,124.7
11/12/2019,,191100,29480,120.8
11/13/2019,44.83056,0,105900,117.4
11/14/2019,29.90592,0,96060,116
11/15/2019,23.5056,0,112200,114.7
11/16/2019,21.35328,132000,43820,114.1
11/17/2019,27.95184,7849,29300,112.9
11/18/2019,26.79072,0,90450,111.3
11/19/2019,20.61696,3986,40820,110.2
11/20/2019,16.79376,0,101500,108.5
11/21/2019,12.57408,149900,42020,107.7
11/22/2019,11.35632,0,94670,106
11/23/2019,10.84656,0,95530,104.5
11/24/2019,8.83584,0,108600,102.9
11/25/2019,8.80752,0,101200,101.4
11/26/2019,8.26944,0,121000,99.77
11/27/2019,8.496,42280,37250,98.53
11/28/2019,8.46768,0,102200,96.7
11/29/2019,7.39152,0,111200,95.06
11/30/2019,6.48528,0,128600,93.38
12/1/2019,6.45696,0,100200,91.85
12/2/2019,49.33344,788700,49160,185.3
12/3/2019,75.50112,65920,13750,108.2
12/4/2019,50.1264,0,99620,93.32
12/5/2019,25.82784,0,104200,88.75
12/6/2019,25.96944,0,109800,86.4
12/7/2019,13.5936,0,109200,84.67
12/8/2019,13.62192,0,107400,83.13
12/9/2019,20.90016,0,167100,81.44
12/10/2019,17.24688,0,107700,80.16
12/11/2019,53.35488,0,161800,78.52
12/12/2019,11.97936,0,118400,77.2
12/13/2019,10.22352,0,131700,75.71
