Date,Observed Outflow,
20170729,145.848,
20170730,127.7232,
20170731,109.74,
20170801,45.65184,
20170802,43.896,
20170803,80.712,
20170804,86.376,
20170805,219.48,
20170806,288.35424,
20170807,158.33712,
20170808,148.68,
20170809,148.68,
20170810,148.68,
20170811,107.616,
20170812,99.12,
20170813,92.04,
20170814,92.04,
20170815,76.464,
20170816,42.48,
20170817,45.312,
20170818,46.728,
20170819,46.728,
20170820,45.312,
20170821,99.12,
20170822,181.248,
20170823,158.8752,
20170824,70.8,
20170825,56.64,
20170826,155.76,
20170827,155.76,
20170828,226.56,
20170829,330.2112,
20170830,370.02912,
20170831,153.94752,
20170901,107.616,
20170902,107.616,
20170903,107.616,
20170904,107.616,
20170905,107.616,
20170906,45.312,
20170907,62.304,
20170908,45.312,
20170909,45.312,
20170910,42.48,
20170911,42.48,
20170912,42.48,
20170913,39.648,
20170914,39.648,
20170915,39.648,
20170916,39.648,
20170917,39.648,
20170918,39.648,
20170919,39.648,
20170920,76.464,
20170921,133.104,
20170922,72.04608,
20170923,59.472,
20170924,12.744,
20170925,33.984,
20170926,76.464,
20170927,76.464,
20170928,28.32,
20170929,28.32,
20170930,28.32,
20171001,5.664,
20171002,24.072,
20171003,51.20256,
20171004,31.152,
20171005,31.152,
20171006,25.23312,
20171007,16.992,
20171008,21.24,
20171009,21.24,
20171010,6.17376,
20171011,2.832,
20171012,5.664,
20171013,16.284,
20171014,33.984,
20171015,33.984,
20171016,31.152,
20171017,28.32,
20171018,28.32,
20171019,9.912,
20171020,11.328,
20171021,16.992,
20171022,2.832,
20171023,4.5312,
20171024,7.3632,
20171025,22.656,
20171026,67.968,
20171027,67.968,
20171028,67.968,
20171029,65.136,
20171030,65.136,
20171031,67.968,
20171101,67.968,
20171102,67.968,
20171103,67.968,
20171104,70.8,
20171105,72.216,
20171106,73.632,
20171107,73.632,
20171108,73.632,
20171109,62.304,
20171110,73.632,
20171111,79.296,
20171112,79.296,
20171113,79.296,
20171114,79.296,
20171115,79.296,
20171116,79.296,
20171117,48.144,
20171118,48.144,
20171119,48.144,
20171120,48.144,
20171121,19.824,
20171122,0,
20171123,0,
20171124,2.832,
20171125,2.832,
20171126,5.664,
20171127,5.664,
20171128,16.992,
20171129,22.656,
20171130,19.824,
20171201,19.824,
20171202,19.824,
20171203,19.824,
20171204,22.656,
20171205,22.656,
20171206,24.072,
20171207,12.744,
20171208,16.992,
20171209,16.992,
20171210,15.576,
20171211,14.16,
20171212,14.16,
20171213,14.16,
20171214,5.664,
20171215,2.832,
20171216,2.832,
20171217,2.832,
20171218,2.2656,
20171219,1.416,
20171220,1.416,
20171221,0.8496,
20171222,1.416,
20171223,2.2656,
20171224,2.2656,
20171225,2.2656,
20171226,2.2656,
20171227,2.2656,
20171228,2.2656,
20171229,2.2656,
20171230,2.2656,
20171231,1.9824,
20180101,2.2656,
20180102,2.2656,
20180103,2.2656,
20180104,1.9824,
20180105,1.9824,
20180106,1.9824,
20180107,1.9824,
20180108,1.9824,
20180109,1.9824,
20180110,1.9824,
20180111,1.9824,
20180112,1.9824,
20180113,1.9824,
20180114,1.9824,
20180115,1.9824,
20180116,1.9824,
20180117,1.9824,
20180118,1.9824,
20180119,1.9824,
20180120,1.9824,
20180121,1.9824,
20180122,1.9824,
20180123,1.9824,
20180124,1.9824,
20180125,1.9824,
20180126,1.9824,
20180127,1.9824,
20180128,1.9824,
20180129,1.9824,
20180130,1.9824,
20180131,1.9824,
20180201,1.9824,
20180202,1.9824,
20180203,1.9824,
20180204,1.9824,
20180205,1.9824,
20180206,1.9824,
20180207,1.9824,
20180208,1.9824,
20180209,1.9824,
20180210,1.9824,
20180211,1.9824,
20180212,1.9824,
20180213,5.664,
20180214,10.7616,
20180215,13.1688,
20180216,13.8768,
20180217,13.8768,
20180218,14.5848,
20180219,28.7448,
20180220,31.2936,
20180221,8.24112,
20180222,1.9824,
20180223,1.9824,
20180224,2.5488,
20180225,2.5488,
20180226,1.1328,
20180227,1.1328,
20180228,1.2744,
20180301,1.2744,
20180302,1.2744,
20180303,1.2744,
20180304,1.2744,
20180305,1.2744,
20180306,1.2744,
20180307,1.2744,
20180308,1.2744,
20180309,1.2744,
20180310,1.2744,
20180311,1.2744,
20180312,1.2744,
20180313,1.2744,
20180314,1.2744,
20180315,1.2744,
20180316,1.2744,
20180317,1.2744,
20180318,1.2744,
20180319,1.2744,
20180320,1.2744,
20180321,1.2744,
20180322,4.3896,
20180323,10.9032,
20180324,8.58096,
20180325,8.3544,
20180326,8.9208,
20180327,9.912,
20180328,9.912,
20180329,12.1776,
20180330,12.4608,
20180331,12.4608,
20180401,15.0096,
20180402,2.2656,
20180403,1.9824,
20180404,1.9824,
20180405,1.9824,
20180406,1.9824,
20180407,1.9824,
20180408,1.9824,
20180409,1.9824,
20180410,1.9824,
20180411,1.9824,
20180412,1.9824,
20180413,1.9824,
20180414,1.9824,
20180415,1.9824,
20180416,1.9824,
20180417,1.9824,
20180418,1.9824,
20180419,1.9824,
20180420,1.9824,
20180421,1.9824,
20180422,1.9824,
20180423,1.9824,
20180424,1.9824,
20180425,1.9824,
20180426,1.9824,
20180427,1.9824,
20180428,1.9824,
20180429,1.9824,
20180430,1.9824,
20180501,1.9824,
20180502,1.9824,
20180503,1.9824,
20180504,1.9824,
20180505,1.9824,
20180506,1.9824,
20180507,1.9824,
20180508,1.9824,
20180509,1.9824,
20180510,1.9824,
20180511,1.9824,
20180512,1.9824,
20180513,1.9824,
20180514,1.9824,
20180515,11.55456,
20180516,29.4528,
20180517,43.49952,
20180518,26.6208,
20180519,84.96,
20180520,84.96,
20180521,79.296,
20180522,59.472,
20180523,51.9672,
20180524,32.568,
20180525,30.0192,
20180526,24.072,
20180527,13.8768,
20180528,2.832,
20180529,2.832,
20180530,2.832,
20180531,2.2656,
20180601,2.2656,
20180602,0.8496,
20180603,0.8496,
20180604,0.8496,
20180605,0.8496,
20180606,0.8496,
20180607,0.8496,
20180608,0.8496,
20180609,0.8496,
20180610,0.8496,
20180611,0.8496,
20180612,0.8496,
20180613,0.8496,
20180614,0.8496,
20180615,0.8496,
20180616,0.8496,
20180617,0.8496,
20180618,0.8496,
20180619,0.8496,
20180620,0.8496,
20180621,0.8496,
20180622,0.8496,
20180623,0.8496,
20180624,0.8496,
20180625,0.8496,
20180626,0.8496,
20180627,0.8496,
20180628,0.8496,
20180629,0.8496,
20180630,0.8496,
20180701,0.8496,
20180702,0.8496,
20180703,0.8496,
20180704,0.8496,
20180705,0.8496,
20180706,0.8496,
20180707,0.8496,
20180708,46.02,
20180709,253.01088,
20180710,392.40192,
20180711,350.82816,
20180712,531.96288,
20180713,358.55952,
20180714,427.2072,
20180715,427.2072,
20180716,418.7112,
20180717,619.44336,
20180718,428.7648,
20180719,257.712,
20180720,377.16576,
20180721,256.296,
20180722,268.13376,
20180723,354.05664,
20180724,354.5664,
20180725,400.35984,
20180726,445.332,
20180727,289.74192,
20180728,226.56,
20180729,249.6408,
20180730,96.79776,
20180731,96.79776,
20180801,96.79776,
20180802,102.0936,
20180803,118.6608,
20180804,117.8112,
20180805,109.51344,
20180806,120.84144,
20180807,120.84144,
20180808,214.83552,
20180809,370.96368,
20180810,628.22256,
20180811,257.004,
20180812,361.08,
20180813,566.45664,
20180814,661.98,
20180815,1064.52048,
20180816,950.10768,
20180817,2225.64048,
20180818,1334.1552,
20180819,660.22416,
20180820,664.64208,
20180821,254.08704,
20180822,93.456,
20180823,297.52992,
20180824,149.6712,
20180825,298.94592,
20180826,177.708,
20180827,107.616,
20180828,124.608,
20180829,158.592,
20180830,188.328,
20180831,198.24,
20180901,182.664,
20180902,117.528,
20180903,112.09056,
20180904,126.5904,
20180905,87.792,
20180906,89.916,
20180907,47.436,
20180908,47.436,
20180909,47.436,
20180910,33.984,
20180911,14.16,
20180912,38.232,
20180913,45.312,
20180914,46.38816,
20180915,47.436,
20180916,47.436,
20180917,45.312,
20180918,46.728,
20180919,19.116,
20180920,47.436,
20180921,47.436,
20180922,47.436,
20180923,48.852,
20180924,48.852,
20180925,40.356,
20180926,40.356,
20180927,22.656,
20180928,13.0272,
20180929,14.16,
20180930,16.992,
20181001,16.992,
20181002,22.656,
20181003,30.444,
20181004,32.568,
20181005,32.568,
20181006,30.444,
20181007,23.364,
20181008,19.824,
20181009,19.824,
20181010,19.824,
20181011,19.824,
20181012,19.824,
20181013,28.32,
20181014,16.992,
20181015,45.312,
20181016,45.312,
20181017,45.312,
20181018,45.312,
20181019,43.896,
20181020,38.232,
20181021,41.772,
20181022,39.648,
20181023,38.232,
20181024,36.816,
20181025,35.4,
20181026,35.4,
20181027,35.4,
20181028,36.5328,
20181029,37.524,
20181030,40.356,
20181031,43.188,
20181101,40.01616,
20181102,31.152,
20181103,43.896,
20181104,45.312,
20181105,45.312,
20181106,45.312,
20181107,48.65376,
20181108,49.56,
20181109,49.56,
20181110,43.896,
20181111,42.48,
20181112,46.3032,
20181113,48.144,
20181114,50.976,
20181115,48.144,
20181116,48.144,
20181117,48.144,
20181118,48.144,
20181119,48.144,
20181120,48.144,
20181121,48.144,
20181122,48.144,
20181123,48.144,
20181124,48.144,
20181125,48.144,
20181126,48.144,
20181127,48.144,
20181128,48.144,
20181129,45.312,
20181130,39.648,
20181201,39.648,
20181202,39.648,
20181203,39.648,
20181204,39.648,
20181205,39.648,
20181206,12.744,
20181207,39.648,
20181208,39.648,
20181209,39.648,
20181210,39.648,
20181211,33.984,
20181212,27.612,
20181213,12.036,
20181214,9.204,
20181215,16.992,
20181216,16.992,
20181217,18.408,
20181218,13.3104,
20181219,4.248,
20181220,1.416,
20181221,1.6992,
20181222,1.6992,
20181223,0.4248,
20181224,0.4248,
20181225,0.4248,
20181226,0.4248,
20181227,0.4248,
20181228,0.4248,
20181229,0.4248,
20181230,0.4248,
20181231,0.4248,
20190101,0.4248,
20190102,0.4248,
20190103,0.4248,
20190104,0.4248,
20190105,0.4248,
20190106,0.4248,
20190107,0.4248,
20190108,0.4248,
20190109,0.4248,
20190110,0.4248,
20190111,0.4248,
20190112,0.4248,
20190113,0.4248,
20190114,0.4248,
20190115,0.5664,
20190116,0.5664,
20190117,0.5664,
20190118,0.5664,
20190119,0.5664,
20190120,0.5664,
20190121,0.5664,
20190122,0.5664,
20190123,0.5664,
20190124,0.708,
20190125,0.708,
20190126,0.708,
20190127,0.708,
20190128,0.708,
20190129,0.708,
20190130,0.708,
20190131,0.708,
20190201,1.9824,
20190202,1.9824,
20190203,1.9824,
20190204,1.9824,
20190205,1.9824,
20190206,1.9824,
20190207,1.9824,
20190208,1.9824,
20190209,1.9824,
20190210,1.9824,
20190211,1.9824,
20190212,1.9824,
20190213,5.664,
20190214,10.7616,
20190215,13.1688,
20190216,13.8768,
20190217,13.8768,
20190218,14.5848,
20190219,28.7448,
20190220,31.2936,
20190221,8.24112,
20190222,1.9824,
20190223,1.9824,
20190224,2.5488,
20190225,2.5488,
20190226,1.1328,
20190227,1.1328,
20190228,1.2744,
20190301,0.708,
20190302,0.708,
20190303,0.708,
20190304,0.708,
20190305,0.708,
20190306,0.708,
20190307,0.708,
20190308,0.708,
20190309,0.708,
20190310,0.708,
20190311,0.5664,
20190312,1.2744,
20190313,1.2744,
20190314,1.5576,
20190315,3.8232,
20190316,4.5312,
20190317,3.54,
20190318,3.54,
20190319,3.54,
20190320,3.54,
20190321,3.3984,
20190322,3.3984,
20190323,3.8232,
20190324,3.8232,
20190325,4.8144,
20190326,4.8144,
20190327,4.5312,
20190328,4.6728,
20190329,4.5312,
20190330,4.5312,
20190331,4.5312,
20190401,4.5312,
20190402,4.248,
20190403,4.248,
20190404,3.2568,
20190405,2.2656,
20190406,2.2656,
20190407,2.5488,
20190408,2.5488,
20190409,2.5488,
20190410,2.5488,
20190411,1.1328,
20190412,1.416,
20190413,0.8496,
20190414,0.8496,
20190415,1.6992,
20190416,1.1328,
20190417,1.1328,
20190418,1.2744,
20190419,1.2744,
20190420,1.2744,
20190421,1.2744,
20190422,1.2744,
20190423,1.2744,
20190424,1.2744,
20190425,1.2744,
20190426,1.2744,
20190427,1.2744,
20190428,1.2744,
20190429,1.2744,
20190430,1.2744,
20190501,1.2744,
20190502,1.2744,
20190503,1.2744,
20190504,1.2744,
20190505,1.2744,
20190506,1.2744,
20190507,1.2744,
20190508,1.2744,
20190509,1.2744,
20190510,1.2744,
20190511,1.2744,
20190512,1.2744,
20190513,1.2744,
20190514,1.2744,
20190515,1.2744,
20190516,1.2744,
20190517,1.2744,
20190518,1.2744,
20190519,1.2744,
20190520,1.2744,
20190521,1.2744,
20190522,1.2744,
20190523,1.2744,
20190524,1.2744,
20190525,1.2744,
20190526,1.416,
20190527,2.9736,
20190528,2.9736,
20190529,2.9736,
20190530,2.9736,
20190531,2.2656,
20190601,1.9824,
20190602,1.9824,
20190603,1.9824,
20190604,1.9824,
20190605,3.1152,
20190606,3.1152,
20190607,3.1152,
20190608,3.1152,
20190609,3.1152,
20190610,3.1152,
20190611,3.1152,
20190612,1.9824,
20190613,1.9824,
20190614,1.9824,
20190615,1.9824,
20190616,1.9824,
20190617,1.9824,
20190618,1.9824,
20190619,1.9824,
20190620,1.9824,
20190621,1.416,
20190622,1.416,
20190623,1.416,
20190624,1.416,
20190625,1.416,
20190626,1.416,
20190627,1.416,
20190628,1.416,
20190629,1.416,
20190630,1.416,
20190701,1.416,
20190702,1.416,
20190703,1.416,
20190704,1.416,
20190705,1.416,
20190706,1.416,
20190707,1.416,
20190708,1.416,
20190709,1.416,
20190710,1.416,
20190711,1.416,
20190712,1.416,
20190713,1.416,
20190714,1.416,
20190715,1.416,
20190716,1.416,
20190717,1.416,
20190718,1.416,
20190719,1.416,
20190720,1.416,
20190721,1.416,
20190722,15.0096,
20190723,24.2136,
20190724,24.9216,
20190725,27.0456,
20190726,28.0368,
20190727,28.0368,
20190728,34.8336,
20190729,34.8336,
20190730,34.8336,
20190731,34.8336,
20190801,38.6568,
20190802,41.9136,
20190803,34.8336,
20190804,34.8336,
20190805,34.8336,
20190806,20.6736,
20190807,0.8496,
20190808,0.8496,
20190809,476.93712,
20190810,482.60112,
20190811,499.14,
20190812,143.63904,
20190813,97.95888,
20190814,90.624,
20190815,90.624,
20190816,172.41216,
20190817,113.28,
20190818,119.96352,
20190819,59.472,
20190820,48.144,
20190821,58.45248,
20190822,70.092,
20190823,94.164,
20190824,84.1104,
20190825,91.84176,
20190826,60.888,
20190827,51.20256,
20190828,60.888,
20190829,46.728,
20190830,48.144,
20190831,48.144,
20190901,53.43984,
20190902,65.136,
20190903,77.172,
20190904,113.47824,
20190905,213.02304,
20190906,424.5168,
20190907,217.01616,
20190908,207.81216,
20190909,194.67168,
20190910,240.2952,
20190911,109.85328,
20190912,78.8712,
20190913,138.6264,
20190914,75.6144,
20190915,62.8704,
20190916,56.64,
20190917,70.8,
20190918,81.42,
20190919,33.984,
20190920,28.32,
20190921,33.984,
20190922,36.2496,
20190923,41.9136,
20190924,41.9136,
20190925,46.1616,
20190926,47.5776,
20190927,50.4096,
20190928,41.9136,
20190929,41.9136,
20190930,41.9136,
20191001,41.9136,
20191002,41.9136,
20191003,41.9136,
20191004,41.9136,
20191005,41.9136,
20191006,41.9136,
20191007,0.8496,
20191008,0.8496,
20191009,0.8496,
20191010,0.8496,
20191011,0.8496,
20191012,11.4696,
20191013,38.5152,
20191014,20.6736,
20191015,22.0896,
20191016,22.0896,
20191017,24.9216,
20191018,16.4256,
20191019,15.0096,
20191020,15.0096,
20191021,19.824,
20191022,35.4,
20191023,46.728,
20191024,43.3296,
20191025,33.984,
20191026,58.056,
20191027,56.64,
20191028,56.64,
20191029,29.1696,
20191030,29.1696,
20191031,29.1696,
20191101,29.1696,
20191102,9.3456,
20191103,9.3456,
20191104,18.9744,
20191105,40.4976,
20191106,40.4976,
20191107,40.4976,
20191108,40.4976,
20191109,40.4976,
20191110,40.4976,
20191111,40.4976,
20191112,,
20191113,43.3296,
20191114,43.3296,
20191115,43.3296,
20191116,43.3296,
20191117,44.7456,
20191118,43.3296,
20191119,44.7456,
20191120,44.7456,
20191121,44.7456,
20191122,44.7456,
20191123,44.7456,
20191124,44.7456,
20191125,44.7456,
20191126,42.9048,
20191127,41.9136,
20191128,41.2056,
20191129,42.7632,
20191130,41.2056,
20191201,41.9136,
20191202,41.9136,
20191203,41.9136,
20191204,40.4976,
20191205,39.0816,
20191206,39.0816,
20191207,37.6656,
20191208,36.2496,
20191209,36.2496,
20191210,36.2496,
20191211,34.2672,
20191212,32.0016,
20191213,29.1696,
20191214,29.1696,
20191215,23.5056,
20191216,22.0896,
20191217,20.6736,
20191218,16.4256,
20191219,13.5936,
20191220,12.1776,
20191221,7.6464,
20191222,10.7616,
20191223,10.7616,
20191224,15.0096,
20191225,17.8416,
20191226,17.8416,
20191227,17.8416,
20191228,15.0096,
20191229,13.5936,
20191230,7.2216,
20191231,1.416,
20200101,1.416,
20200102,1.416,
20200103,1.416,
20200104,1.1328,
20200105,1.1328,
20200106,1.1328,
20200107,1.1328,
20200108,1.1328,
20200109,1.1328,
20200110,1.1328,
20200111,1.1328,
20200112,1.1328,
20200113,1.1328,
20200114,1.1328,
20200115,1.1328,
20200116,1.1328,
20200117,1.1328,
20200118,1.1328,
20200119,1.1328,
20200120,1.1328,
20200121,1.1328,
20200122,1.1328,
20200123,1.1328,
20200124,1.1328,
20200125,1.1328,
20200126,1.1328,
20200127,1.1328,
20200128,1.1328,
20200129,1.1328,
20200130,1.1328,
20200131,1.1328,
20200201,1.1328,
20200202,1.1328,
20200203,1.1328,
20200204,1.1328,
20200205,1.1328,
20200206,1.1328,
20200207,1.1328,
20200208,1.1328,
20200209,1.1328,
20200210,1.1328,
20200211,1.1328,
20200212,1.1328,
20200213,1.1328,
20200214,1.1328,
20200215,1.1328,
20200216,1.1328,
20200217,1.1328,
20200218,1.1328,
20200219,1.1328,
20200220,1.1328,
20200221,1.1328,
20200222,1.1328,
20200223,1.1328,
20200224,1.1328,
20200225,1.1328,
20200226,1.1328,
20200227,1.1328,
20200228,1.1328,
20200229,1.1328,
20200301,1.1328,
20200302,1.1328,
20200303,1.1328,
20200304,0.8496,
20200305,0.8496,
20200306,0.8496,
20200307,0.8496,
20200308,0.8496,
20200309,0.8496,
20200310,0.8496,
20200311,0.8496,
20200312,1.1328,
20200313,1.2744,
20200314,1.2744,
20200315,1.2744,
20200316,1.6992,
20200317,1.6992,
20200318,1.6992,
20200319,1.6992,
20200320,3.22848,
20200321,5.3808,
20200322,8.2128,
20200323,9.0624,
20200324,8.7792,
20200325,3.8232,
20200326,3.2568,
20200327,2.5488,
20200328,1.9824,
20200329,2.2656,
20200330,2.2656,
20200331,2.2656,
20200401,2.2656,
20200402,2.5488,
20200403,2.5488,
20200404,2.2656,
20200405,2.2656,
20200406,2.2656,
20200407,2.2656,
20200408,1.416,
20200409,1.416,
20200410,1.416,
20200411,1.416,
20200412,1.416,
20200413,1.416,
20200414,1.416,
20200415,1.416,
20200416,1.416,
20200417,1.416,
20200418,1.416,
20200419,1.416,
20200420,1.416,
20200421,1.416,
20200422,1.416,
20200423,1.416,
20200424,1.9824,
20200425,2.2656,
20200426,2.9736,
20200427,2.9736,
20200428,2.2656,
20200429,2.2656,
20200430,2.2656,
20200501,2.2656,
20200502,1.9824,
20200503,1.416,
20200504,1.416,
20200505,0.9912,
20200506,1.1328,
20200507,1.1328,
20200508,1.1328,
20200509,1.1328,
20200510,1.1328,
20200511,1.1328,
20200512,0.8496,
20200513,1.416,
20200514,1.9824,
20200515,1.9824,
20200516,1.9824,
20200517,1.9824,
20200518,1.9824,
20200519,1.9824,
20200520,1.9824,
20200521,1.9824,
20200522,1.9824,
20200523,1.9824,
20200524,1.9824,
20200525,1.9824,
20200526,1.9824,
20200527,1.9824,
20200528,1.9824,
20200529,1.9824,
20200530,1.9824,
20200531,1.9824,
20200601,1.9824,
20200602,1.9824,
20200603,1.9824,
20200604,1.9824,
20200605,1.9824,
20200606,1.9824,
20200607,1.9824,
20200608,1.9824,
20200609,1.9824,
20200610,0.8496,
20200611,0.8496,
20200612,0.8496,
20200613,0.8496,
20200614,0.8496,
20200615,0.8496,
20200616,0.8496,
20200617,0.8496,
20200618,0.8496,
20200619,0.8496,
20200620,0.8496,
20200621,0.8496,
20200622,0.8496,
20200623,0.8496,
20200624,0.8496,
20200625,0.8496,
20200626,0.8496,
20200627,0.8496,
20200628,0.8496,
20200629,0.8496,
20200630,0.8496,
20200701,0.8496,
20200702,0.8496,
20200703,0.8496,
20200704,0.8496,
20200705,0.8496,
20200706,0.8496,
20200707,0.8496,
20200708,0.8496,
20200709,,
20200710,,
20200711,,
20200712,,
20200713,,
20200714,,
20200715,,
20200716,,
20200717,,
20200718,,
20200719,,
20200720,,
20200721,,
20200722,,
20200723,9.0624,
20200724,1.416,
20200725,1.416,
20200726,1.416,
20200727,1.416,
20200728,1.416,
20200729,1.416,
20200730,20.90016,
20200731,44.604,
20200801,24.072,
20200802,32.568,
20200803,77.88,
20200804,155.25024,
20200805,283.7664,
20200806,,
20200807,,
20200808,,
20200809,,
20200810,,
20200811,,
20200812,,
20200813,68.47776,
20200814,46.50144,
20200815,36.816,
20200816,36.816,
20200817,36.816,
20200818,52.392,
20200819,70.8,
20200820,42.48,
20200821,46.35984,
20200822,57.9144,
20200823,36.816,
20200824,32.08656,
20200825,36.816,
20200826,46.02,
20200827,36.108,
20200828,41.6304,
20200829,45.8784,
20200830,50.268,
20200831,47.0112,
20200901,54.7992,
20200902,46.728,
20200903,48.144,
20200904,48.144,
20200905,22.656,
20200906,28.32,
20200907,28.32,
20200908,34.692,
20200909,31.152,
20200910,31.152,
20200911,45.312,
20200912,39.648,
20200913,33.984,
20200914,33.984,
20200915,33.984,
20200916,33.984,
20200917,33.984,
20200918,33.984,
20200919,42.48,
20200920,179.46384,
20200921,349.86528,
20200922,156.0432,
20200923,117.15984,
20200924,58.056,
20200925,36.816,
20200926,22.656,
20200927,38.232,
20200928,36.816,
20200929,36.816,
20200930,36.816,
20201001,36.816,
20201002,46.728,
20201003,36.6744,
20201004,42.48,
20201005,52.392,
20201006,49.56,
20201007,49.56,
20201008,49.56,
20201009,49.56,
20201010,49.56,
20201011,33.984,
20201012,43.896,
20201013,31.152,
20201014,22.656,
20201015,67.1184,
20201016,72.216,
20201017,41.064,
20201018,39.648,
20201019,39.648,
20201020,43.896,
20201021,43.896,
20201022,43.896,
20201023,43.896,
20201024,35.4,
20201025,28.32,
20201026,28.32,
20201027,36.816,
20201028,48.144,
20201029,21.24,
20201030,48.144,
20201031,55.224,
20201101,55.224,
20201102,52.392,
20201103,52.392,
20201104,53.808,
20201105,55.224,
20201106,52.392,
20201107,52.392,
20201108,43.896,
20201109,43.896,
20201110,45.312,
20201111,46.728,
20201112,48.144,
20201113,47.436,
20201114,48.144,
20201115,35.4,
20201116,48.144,
20201117,49.56,
20201118,50.976,
20201119,50.268,
20201120,5.664,
20201121,40.4976,
20201122,46.728,
20201123,47.436,
20201124,40.89408,
20201125,27.0456,
20201126,27.3288,
20201127,27.612,
20201128,28.32,
20201129,28.6032,
20201130,29.3112,
20201201,30.5856,
20201202,30.5856,
20201203,32.0016,
20201204,33.1344,
20201205,34.5504,
20201206,33.1344,
20201207,20.3904,
20201208,21.8064,
20201209,23.2224,
20201210,23.2224,
20201211,23.2224,
20201212,21.8064,
20201213,21.8064,
20201214,21.5232,
20201215,18.6912,
20201216,18.1248,
20201217,,
20201218,,
20201219,,
20201220,,
20201221,,
20201222,,
20201223,,
20201224,,
20201225,,
20201226,,
20201227,,
20201228,,
20201229,,
20201230,,
20201231,,
