Date,Simulated Storage
20120515,0
20120516,0
20120517,0
20120518,0
20120519,0
20120520,0
20120521,0
20120522,0
20120523,0
20120524,0
20120525,0
20120526,0
20120527,0
20120528,0
20120529,0
20120530,0
20120531,0
20120601,0
20120602,0
20120603,0
20120604,0
20120605,1.028363095
20120606,2.365023231
20120607,4.894612808
20120608,5.809262676
20120609,5.999961876
20120610,6.077654143
20120611,6.045870943
20120612,6.497898677
20120613,6.967583745
20120614,7.101779478
20120615,7.624436546
20120616,8.16121948
20120617,9.001708548
20120618,12.64618215
20120619,15.33362829
20120620,17.93631923
20120621,19.3383115
20120622,19.86096857
20120623,20.0481363
20120624,20.10463977
20120625,20.4931011
20120626,20.5778563
20120627,20.64848563
20120628,22.6437643
20120629,23.38184084
20120630,23.39949817
20120701,23.39949817
20120702,23.39949817
20120703,23.39949817
20120704,23.39949817
20120705,23.39949817
20120706,23.40302964
20120707,23.41362404
20120708,23.41362404
20120709,23.42421844
20120710,23.42421844
20120711,23.42421844
20120712,23.42421844
20120713,23.42421844
20120714,23.43481284
20120715,23.43481284
20120716,23.44187577
20120717,23.44540724
20120718,23.44540724
20120719,23.44187577
20120720,23.44187577
20120721,23.44187577
20120722,23.44187577
20120723,23.44187577
20120724,23.44540724
20120725,23.4701275
20120726,23.47365897
20120727,23.47365897
20120728,23.47365897
20120729,23.47365897
20120730,23.47365897
20120731,23.47365897
20120801,23.47365897
20120802,23.47365897
20120803,23.50897364
20120804,23.47719044
20120805,23.47719044
20120806,23.47719044
20120807,23.47719044
20120808,23.47719044
20120809,23.47719044
20120810,23.47719044
20120811,23.47719044
20120812,23.47719044
20120813,23.47719044
20120814,23.47719044
20120815,23.47719044
20120816,23.47719044
20120817,23.47719044
20120818,23.5125051
20120819,23.5125051
20120820,23.5125051
20120821,23.5125051
20120822,23.5125051
20120823,23.5125051
20120824,23.5125051
20120825,23.5125051
20120826,23.50544217
20120827,23.49484777
20120828,23.46306457
20120829,23.43481284
20120830,23.43481284
20120831,23.43481284
20120901,23.14876404
20120902,22.41775044
20120903,20.1328915
20120904,17.6538019
20120905,15.50667016
20120906,15.38660029
