376,Yk24-2-3b-376
378,Yy8-2ab-378
379,Z1-2-3a-379
380,Z6-2a-380
381,Zg3-3a-381
383,Zg9-3a-383
385,Zo11-2-3a-385
387,Zo12-2a-387
388,Zo13-2-3a-388
389,Zo2-1a-389
390,Zo5-2-3a-390
391,Zo7-3a-391
392,Zo9-3a-392
394,Zt2-2-3a-394
395,Zt2-2a-395
399,Qc20-1a-399
407,Af3-1-2a-407
412,Af32-1-2a-412
413,Af32-1-2b-413
414,Af33-1-2a-414
415,Af34-1-2a-415
417,Af35-1-2a-417
418,Af36-2a-418
419,Af37-1-2b-419
420,Af38-1-2a-420
421,Af39-1-2b-421
422,Af40-2b-422
423,Af41-2bc-423
424,Af42-1-2b-424
426,Af43-1-2b-426
427,Ao64-2bc-427
428,Ao65-1-2a-428
429,Ao66-2ab-429
430,Ao67-2bc-430
432,Ao68-1-2a-432
434,Ao69-1a-434
436,Ao7-436
437,Ao7-2a-437
440,Bc14-2bc-440
442,Bc15-2ab-442
443,Bc16-2a-443
445,Bc17-2bc-445
446,Bc18-c-446
447,Bc22-3a-447
450,Bc7-2-3b-450
451,Bc7-2bc-451
452,Be52-2-3a-452
453,Be53-1-2a-453
454,Be54-2-3a-454
455,Be55-2-3a-455
456,Be56-2-3a-456
457,Be57-2-3a-457
458,Be58-2-3b-458
459,Be63-2-3b-459
461,Be64-1-2a-461
463,Bf10-2-3b-463
464,Bf9-2bc-464
466,Bh14-3c-466
467,Bk25-2a-467
468,Bk25-2a-468
469,Bk26-2-3a-469
470,Bk27-2ab-470
471,Bk28-2b-471
472,Bk29-2ab-472
473,Bk31-2a-473
474,Bv13-3a-474
476,E16-2a-476
477,Fh10-3b-477
478,Fh4-3bc-478
479,Fh8-3b-479
480,Fh9-2bc-480
481,Fo1-ab-481
482,Fo14-2-3a-482
483,Fo14-2-3a-483
485,Fo2-1-2a-485
488,Fo22-2a-488
489,Fo26-489
490,Fo26-ab-490
491,Fo33-2ab-491
492,Fo33-ab-492
493,Fo34-3a-493
494,Fo35-494
495,Fo35-3ab-495
496,Fo42-2b-496
497,Fo42-3b-497
498,Fo43-2b-498
499,Fo43-2c-499
500,Fo44-2b-500
501,Fo47-2ab-501
503,Fo49-2a-503
505,Fo50-2a-505
506,Fo51-3a-506
507,Fo53-2-3b-507
508,Fo54-2-3a-508
509,Fo55-2-3a-509
510,Fo56-2-3a-510
511,Fo57-2a-511
512,Fo58-2b-512
513,Fo59-2-3b-513
514,Fo60-2-3b-514
515,Fo61-2ab-515
517,Fo62-2bc-517
518,Fo63-2a-518
519,Fo64-2ab-519
520,Fo65-2b-520
522,Fo66-2-3b-522
523,Fo67-2ab-523
524,Fo68-2b-524
525,Fo69-2ab-525
527,Fo70-2ab-527
528,Fo71-2ab-528
529,Fo72-bc-529
530,Fo73-2ab-530
531,Fo74-2-3a-531
532,Fo75-1-2a-532
533,Fo75-2-3a-533
534,Fo75-2-3a-534
536,Fo76-1-2a-536
537,Fo76-2-3a-537
148,Lg6-2-3a-148
153,Nd11-153
154,Ne10-3b-154
4,Ao39-2b-4
5,Ao41-2bc-5
6,Ao63-3b-6
155,Ne12-2c-155
156,Ne12-3b-156
158,Ne13-3b-158
1,Af14-3c-1
2,Af17-1-2a-2
3,Af32-2ab-3
538,Fo77-2-3a-538
539,Fo77-2b-539
540,Fo78-2-3a-540
542,Fo79-2bc-542
544,Fo86-3ab-544
546,Fo87-2b-546
548,Fo88-2b-548
549,Fo89-2b-549
550,Fo9-2-3bc-550
551,Fo90-2-3b-551
552,Fo91-2b-552
554,Fo92-2-3b-554
555,Fo93-2-3c-555
556,Fo94-2ab-556
557,Fo94-2bc-557
558,Fo96-3b-558
559,Fo97-3b-559
560,Fp10-2a-560
561,Fp11-2a-561
562,Fp12-2a-562
563,Fp13-2-3a-563
564,Fp16-2-3a-564
566,Fr10-2-3a-566
567,Fr11-3a-567
568,Fr12-2-3a-568
569,Fr13-2ab-569
570,Fr14-3a-570
571,Fr14-3ab-571
572,Fr18-2-3b-572
573,Fr19-3bc-573
575,Fr20-3bc-575
576,Fr3-2a-576
577,Fr3-2ac-577
579,Fr6-2-3ac-579
580,Fr7-2a-580
582,Fr9-2a-582
583,Fx1-1a-583
584,Fx10-2a-584
585,Fx13-2a-585
587,Fx14-2a-587
588,Fx15-2a-588
589,Fx16-2a-589
590,Fx17-2a-590
591,Fx18-2b-591
592,Fx19-3a-592
593,Fx20-2a-593
594,Fx21-2ab-594
595,Fx22-2ab-595
596,Fx23-2a-596
598,Fx25-2a-598
599,Fx26-1-2a-599
600,Fx26-1a-600
601,Fx27-2a-601
602,Fx28-2-3a-602
604,Fx29-3a-604
605,Fx30-1-2a-605
606,Fx31-1-2a-606
607,Fx9-1a-607
608,G2-a-608
609,G7-2a-609
610,Gd14-2a-610
612,Ge25-1a-612
613,Ge26-1-2a-613
614,Ge27-1a-614
615,Ge28-1a-615
616,Ge29-1a-616
617,Ge30-1a-617
618,Ge31-1a-618
620,Ge32-2-3a-620
621,Ge33-2-3a-621
624,Gh1-1-2a-624
626,Gh10-1a-626
627,Gh10-2a-627
628,Gh11-2a-628
630,Gh8-b-630
631,Gp4-1a-631
632,Gp5-1a-632
633,Gp6-2-3a-633
635,I-A-R-bc-635
636,I-Ao-N-c-636
638,I-Bc-638
640,I-Bc-L-2--640
642,I-Bc-V-642
643,I-Bc-V-ac-643
644,I-Bc-c-644
645,I-Bk-R-bc-645
646,I-F-c-646
647,I-L-1b-647
649,I-L-Q-bc-649
652,I-L-R-bc-652
653,I-L-ab-653
654,I-Lc-2bc-654
655,I-Lc-a-655
656,I-Lf-bc-656
657,I-N-c-657
658,I-Ne-To-658
659,I-Qc-659
660,I-R-660
663,I-Re-T-c-663
664,I-Re-Tm-a-664
665,I-U-c-665
666,I-V-b-666
669,I-X-c-669
673,J1-2a-673
674,J4-a-674
675,Jc33-2a-675
676,Jd2-2a-676
677,Jd3-2a-677
678,Je1-2a-678
679,Je10-2-3a-679
680,Je19-3a-680
681,Je2-2-3a-681
682,Je2-2-3a-682
684,Je38-1-2a-684
685,Je39-2a-685
686,Je49-2-3a-686
687,Je50-2-3a-687
688,Je51-2-3a-688
689,Je52-2-3a-689
691,Je53-1-3a-691
692,Je57-2-3a-692
693,Je58-2-3a-693
695,Je59-1a-695
696,Je60-696
697,Je7-3a-697
698,Jt6-3a-698
699,Jt7-3a-699
700,Xk24-2ab-700
702,Lc3-2ab-702
703,Lc3-3a-703
705,Lc49-2a-705
706,Lc49-3a-706
707,Lc5-2-3bc-707
708,Lc50-1-2a-708
709,Lc50-1b-709
710,Lc50-2a-710
711,Lc51-1-2a-711
712,Lc52-1a-712
714,Lc53-2-3a-714
715,Lc54-2-3a-715
717,Lc57-2a-717
718,Lc59-2-3a-718
719,Lc61-2b-719
720,Lc62-2bc-720
722,Lc64-2b-722
725,Lc65-1-2a-725
727,Lc65-1-2b-727
728,Lc66-1a-728
730,Lc67-2b-730
731,Lc68-2-3a-731
732,Lf93-1-2a-732
733,Lf10-1a-733
734,Lf10-1ac-734
735,Lf10-2a-735
737,Lf17-2ab-737
738,Lf18-1a-738
741,Lf24-1a-741
742,Lf24-2a-742
743,Lf29-1a-743
744,Lf32-2c-744
746,Lf33-1a-746
748,Lf44-1-2b-748
749,Lf47-1-2a-749
750,Lf51-2a-750
751,Lf66-2ab-751
752,Lf67-2b-752
753,Lf68-2b-753
754,Lf69-ac-754
755,Lf70-1-2a-755
756,Lf71-2ab-756
757,Lf72-3a-757
758,Lf73-1a-758
759,Lf74-1a-759
760,Lf75-1-2a-760
761,Lf76-1-2a-761
762,Lf77-1-2a-762
763,Lf78-1-2a-763
764,Lf79-2ab-764
765,Lf80-2bc-765
766,Lf81-1a-766
767,Lf81-2a-767
768,Lf81-2ac-768
770,Lf82-1a-770
772,Lf83-1a-772
773,Lf84-1a-773
774,Lf86-2a-774
776,Lf87-2-3b-776
777,Lf88-1-2b-777
778,Lf88-3b-778
779,Lf89-1-2b-779
781,Lf91-3ab-781
783,Lg16-1a-783
784,Lg2-1a-784
785,Lg3-1a-785
786,Lg3-2a-786
787,Lk4-2ab-787
788,Lk4-2ab-788
789,Lo41-1-2a-789
790,Lo42-1a-790
791,Lo43-2b-791
793,Lp12-1a-793
794,NO-DATA-794
795,Nd1-2a-795
796,Nd1-3a-796
798,Nd13-3bc-798
800,Nd23-3c-800
802,Nd24-2c-802
803,Nd34-2bc-803
805,Nd37-2-3a-805
806,Nd38-2bc-806
862,Qa7-1a-862
863,Qa8-1ab-863
864,Qc10-1a-864
807,Nd39-3bc-807
808,Nd40-3b-808
809,Nd41-3b-809
810,Nd42-3b-810
811,Nd43-2-3a-811
812,Nd44-2-3a-812
814,Nd45-2b-814
816,Nd8-2bc-816
817,Ne1-3a-817
819,Ne1-3b-819
821,Ne17-2-3c-821
823,Ne29-2bc-823
824,Ne30-2ab-824
825,Ne31-2ab-825
826,Ne33-2-3b-826
827,Ne34-3c-827
828,Ne35-2-3a-828
829,Ne36-2-3b-829
830,Ne37-1-2a-830
831,Ne38-2ab-831
832,Ne39-2a-832
833,Ne40-1-2a-833
834,Ne41-2ab-834
835,Ne41-3a-835
837,Ne42-2c-837
839,Ne43-2-3a-839
840,Ne44-2-3a-840
841,Ne45-3a-841
842,Ne46-2-3a-842
843,Ne46-2ab-843
844,Ne54-2-3b-844
847,Nh2-2-3c-847
848,Nh2-2c-848
850,Nh5-2-3c-850
852,Nh6-2-3c-852
853,Nh7-2-3c-853
855,Od11-2a-855
856,Oe3-a-856
857,Oe4-a-857
859,Ph5-1a-859
860,Qa5-1a-860
861,Qa6-1a-861
865,Qc20-1a-865
866,Qc23-1a-866
867,Qc24-1a-867
869,Qc25-1a-869
870,Qc26-1a-870
871,Qc27-1a-871
872,Qc28-1a-872
874,Qc29-1a-874
875,Qc30-1-2a-875
877,Qc30-1a-877
878,Qc31-1a-878
879,Qc32-1ab-879
880,Qc33-1a-880
881,Qc37-1a-881
882,Qc38-1a-882
883,Qc39-1a-883
884,Qc40-1a-884
885,Qc41-1a-885
886,Qc42-1a-886
887,Qc42-1a-887
888,Qc43-1a-888
889,Qc44-1a-889
890,Qc45-1-3a-890
895,Ql20-1a-895
897,Qf1-1a-897
898,Qf22-1a-898
899,Qf23-1a-899
901,Qf24-1a-901
902,Qf25-1a-902
903,Qf26-1a-903
904,Qf27-1-2a-904
905,Qf28-1a-905
906,Qf29-1a-906
907,Qf30-1a-907
908,Qf31-1a-908
909,Qf31-1ab-909
910,Qf32-1-2b-910
911,Qf33-1-2a-911
912,Qf34-1-2b-912
913,Qf35-1-2b-913
914,Qf35-1b-914
915,Qf36-1a-915
918,Qf37-1ab-918
919,Qf38-1a-919
920,Qf39-1a-920
921,Qf40-1a-921
923,Ql17-1-2a-923
924,Ql17-1a-924
925,Ql2-1-2b-925
926,Ql25-1-2a-926
927,Ql9-1a-927
929,Rd15-1-2b-929
930,Rd15-1a-930
931,Rd19-1ab-931
932,Rd20-2c-932
934,Re68-1ab-934
935,Re69-1a-935
936,So1-2-3a-936
937,So11-2-3a-937
938,So11-2-3a-938
939,So13-1a-939
941,Tm10-2bc-941
942,Tm11-1-2a-942
943,Tm12-2b-943
945,Tm13-2-3c-945
946,Tm14-1-2c-946
947,Tm8-2-3c-947
948,Tm9-2c-948
949,To7-2-3a-949
950,V1-3a-950
952,V10-3a-952
953,V9-3a-953
954,Vc1-3a-954
955,Vc39-3a-955
956,Vc40-3a-956
957,Vc41-3a-957
960,Vp45-2-3a-960
962,Vp46-3a-962
963,Vp47-1a-963
964,Vp48-a-964
966,Vp49-3a-966
968,Vp50-3a-968
969,Vp51-3a-969
970,Vp52-3a-970
971,Vp53-3a-971
972,Vp54-3a-972
974,Vp56-3ab-974
976,We18-1-2a-976
977,We4-2a-977
980,We8-1-2a-980
983,We9-2-3b-983
985,Ws13-2ab-985
987,X7-2ab-987
988,Xh1-2ab-988
989,Xh22-1-2a-989
990,Xh23-1-2a-990
992,Xh24-ab-992
993,Xh25-1-2a-993
994,Xh26-1-2a-994
995,Xh27-1-2a-995
996,Xh28-1-2a-996
997,Xh29-1-2a-997
1004,Yk23-1-2a-1004
1005,Yy2-1a-1005
1008,Yy8-1a-1008
1009,Zg12-1-2a-1009
1010,Zo14-1-2a-1010
1011,Zo15-1-2a-1011
1013,Zo17-1-2a-1013
1015,Zo9-3a-1015
1016,Af1-1016
1017,Af1-1-2a-1017
1018,Af12-1-2a-1018
1020,Af12-2b-1020
1021,Af13-1a-1021
1022,Af15-1022
1023,Af16-1-2b-1023
1024,Af18-1a-1024
1025,Af2-1025
1026,Af2-2a-1026
1027,Af23-2a-1027
1028,Af24-2a-1028
1029,Af25-1a-1029
1030,Af26-a-1030
1031,Af27-1031
1032,Af27-1ab-1032
1033,Af28-1033
1034,Af28-a-1034
1035,Af29-1-2a-1035
1036,Af30-1036
1037,Af31-1037
1038,Af31-2b-1038
1039,Af4-a-1039
1040,Af4-a-1040
1041,Af5-1041
1043,Af5-1-2a-1043
1045,Ao1-2b-1045
1046,Ao1-ab-1046
1047,Ao10-1047
1048,Ao10-1a-1048
1049,Ao10-a-1049
1050,Ao10-a-1050
1051,Ao11-b-1051
1052,Ao13-1052
1053,Ao13-a-1053
1054,Ao29-b-1054
1055,Ao30-a-1055
1056,Ao43-1b-1056
1057,Ao45-2a-1057
1058,Ao46-a-1058
1059,Ao48-1a-1059
1060,Ao48-1a-1060
1061,Ao49-ac-1061
1062,Ao59-1a-1062
1063,Ao59-a-1063
1064,Ao60-1064
1066,Ao7-a-1066
1067,Ao7-ab-1067
1068,Ap15-1a-1068
1069,Ap16-2a-1069
1070,Ap17-2a-1070
1071,Ap18-2a-1071
1072,Ap20-1072
1074,Ap22-2a-1074
1075,Ap23-1-2a-1075
1076,Bc21-2a-1076
1077,Bc21-2b-1077
1078,Bc6-2ab-1078
1079,Bc6-2b-1079
1080,Bc7-2b-1080
1081,Be1-1081
1082,Be1-b-1082
1083,Be25-1083
1084,Be26-1084
1085,Be27-1085
1086,Be28-1086
1088,Be28-1a-1088
1089,Be3-1089
1090,Be30-1090
1091,Be42-1091
1092,Be42-2-3a-1092
1093,Be42-2-3b-1093
1094,Be61-2a-1094
1095,Be62-2bc-1095
1096,Be7-1b-1096
1097,Bf2-3a-1097
1098,Bf3-1098
1099,Bf3-2b-1099
1100,Bf4-1100
1101,Bf4-2b-1101
1102,Bf5-2-3ab-1102
1103,Bf5-ab-1103
1104,Bf5-b-1104
1105,Bf6-1105
1106,Bf7-2b-1106
1107,Bg1-1107
1108,Bg2-2a-1108
1109,Bh8-bc-1109
1110,Bk10-1ab-1110
1111,Bk10-2b-1111
1112,Bk11-1b-1112
1113,Bk12-2a-1113
1114,Bk13-2ab-1114
1115,Bk13-2ab-1115
1116,Bk14-2b-1116
1117,Bk14-2bc-1117
1118,Bk14-2c-1118
1119,Bk14-2c-1119
1120,Bk15-2c-1120
1121,Bk16-2b-1121
1122,Bk17-2c-1122
1123,Bk18-bc-1123
1124,Bk19-2c-1124
1125,Bk2-2ab-1125
1126,Bk2-2bc-1126
1127,Bk2-bc-1127
1128,Bk20-2ab-1128
1129,Bk21-2bc-1129
1130,Bk22-a-1130
1131,Bk23-2-3a-1131
1132,Bk24-bc-1132
1133,Bk3-2a-1133
1134,Bk4-1a-1134
1135,Bk6-2-3a-1135
1136,Bv1-1136
1137,Bv1-a-1137
1138,Bv2-1138
1139,Bv2-1bc-1139
1140,Bv2-3a-1140
1141,Bv3-1141
1142,Bv4-3a-1142
1143,Bv5-1143
1144,Bv5-2a-1144
1145,Bv6-1145
1146,Bv7-a-1146
1147,Bv8-3a-1147
1151,E11-2c-1151
1152,E12-2c-1152
1153,E14-2c-1153
1154,E15-bc-1154
1155,E2-2ac-1155
1156,Fh1-3b-1156
1157,Fh1-ab-1157
1158,Fh6-2b-1158
1159,Fh7-3b-1159
1160,Fo1-1160
1161,Fo14-1161
1162,Fo14-2a-1162
1163,Fo20-1ab-1163
1166,Fo36-2b-1166
1167,Fo37-2b-1167
1168,Fo38-2a-1168
1169,Fo39-2b-1169
1170,Fo40-1-2a-1170
1171,Fo41-1171
1172,Fo45-2b-1172
1173,Fo46-3bc-1173
1174,Fo9-bc-1174
1175,Fp2-a-1175
1177,Fp3-2c-1177
1179,Fp4-2b-1179
1180,Fp5-2a-1180
1181,Fp6-2b-1181
1183,Fr6-2-3a-1183
1184,Fx1-b-1184
1185,Fx11-1b-1185
1187,Fx12-2ab-1187
1188,Fx2-2a-1188
1189,Fx7-3b-1189
1190,Fx8-1a-1190
1191,G1-1191
1192,G1-3a-1192
1193,G2-2-3a-1193
1194,G2-3a-1194
1195,G3-1195
1196,G3-2a-1196
1197,G3-2a-1197
1198,G4-a-1198
1199,G5-a-1199
1200,G6-a-1200
1201,Gd16-2-3a-1201
1202,Gd21-1-2a-1202
1203,Gd21-a-1203
1204,Ge1-1204
1205,Ge1-2-3a-1205
1207,Ge10-1a-1207
1208,Ge16-1208
1209,Ge2-1209
1211,Ge5-1a-1211
1212,Gh1-3a-1212
1213,Gh4-1213
1214,Gh4-a-1214
1215,Hh9-2b-1215
1216,Hl35-2a-1216
1217,Hl36-2a-1217
1218,Hl37-2a-1218
1219,I-1219
1221,I-1c-1221
1223,I-Af-Lg-1223
1226,I-Ag-Fo-2-1226
1227,I-Ao-1227
1228,I-Ao-2bc-1228
1229,I-Bd-Nd-b-1229
1230,I-Be-1230
1232,I-Be-a-1232
1233,I-Bf-Rd-1233
1235,I-Bf-bc-1235
1237,I-Bk-X-2c-1237
1238,I-Bk-bc-1238
1239,I-Bk-c-1239
1240,I-Bv-Q-a-1240
1241,I-Bv-c-1241
1242,I-E-2c-1242
1243,I-E-X-2c-1243
1244,I-Fh-Fr-2-1244
1246,I-Fo-1b-1246
1247,I-Fo-2bc-1247
1248,I-Fo-Fx-1248
1249,I-Fo-c-1249
1250,I-Fp-ac-1250
1251,I-Fr-3ab-1251
1252,I-Fx-1ab-1252
1253,I-G-1253
1254,I-Lc-X-2c-1254
1255,I-Lf-1255
1256,I-Lf-1b-1256
1257,I-Lf-Lp-1257
1259,I-Lf-Ne-1259
1260,I-Lf-Qc-1260
1261,I-Lf-Ql-1261
1262,I-Lf-Ql-a-1262
1264,I-Lf-Rd-1264
1265,I-Lf-Re-1265
1267,I-Lf-Re-1267
1268,I-Lf-Re-1-1268
1269,I-Lf-Vc-1-1269
1270,I-Lf-c-1270
1271,I-Lg-1271
1272,I-Lg-2b-1272
1273,I-Lg-Re-1273
1274,I-Lp-1274
1275,I-Lv-1275
1276,I-Nd-1276
1277,I-Nd-Rd-1-1277
1278,I-Ne-1278
1279,I-Nh-Rd-b-1279
1280,I-Nh-Rd-b-1280
1281,I-Ql-Re-1281
1283,I-Rc-1-2b-1283
1284,I-Rc-1-2c-1284
1286,I-Rd-1286
1287,I-Rd-bc-1287
1289,I-Rd-c-1289
1290,I-Rd-c-1290
1291,I-Re-1291
1292,I-Re-a-1292
1293,I-Re-a-1293
1294,I-Re-b-1294
1297,I-Tv-1297
1298,I-Ws-1298
1299,I-X-Y-2c-1299
1300,I-X-c-1300
1301,I-Xk-2b-1301
1307,I-Y-a-1307
1309,I-Y-a-1309
1312,I-Y-b-1312
1315,I-Yk-a-1315
1316,I-Yk-ab-1316
1317,I-Yy-b-1317
1319,I-Z-1319
1321,I-a-1321
1322,I-ab-1322
1323,I-b-1323
1324,I-bc-1324
1325,J2-1325
1326,J2-1-2a-1326
1327,J2-a-1327
1328,J3-2a-1328
1329,J4-1-1329
1330,Jc1-1330
1331,Jc1-1331
1332,Jc1-2a-1332
1333,Jc1-2a-1333
1334,Jc1-a-1334
1336,Jc10-2a-1336
1337,Jc10-a-1337
1338,Jc11-2a-1338
1339,Jc11-3a-1339
1340,Jc12-2a-1340
1341,Jc13-2a-1341
1342,Jc13-2a-1342
1343,Jc14-2a-1343
1344,Jc15-2-3a-1344
1345,Jc16-2-3a-1345
1346,Jc17-3a-1346
1347,Jc18-a-1347
1348,Jc19-a-1348
1349,Jc20-ab-1349
1350,Jc21-2a-1350
1351,Jc22-2a-1351
1352,Jc24-1-2a-1352
1353,Jc3-1353
1354,Jc3-1a-1354
1355,Jc3-2a-1355
1356,Jc3-a-1356
1357,Jc9-2a-1357
1358,Jd1-a-1358
1359,Je1-1359
1360,Je16-1360
1361,Je2-1a-1361
1362,Je2-2a-1362
1363,Je21-1363
1364,Je21-2-3a-1364
1365,Je22-1-2a-1365
1367,Je28-1367
1368,Je30-2-3a-1368
1370,Je32-1a-1370
1371,Je33-1-3a-1371
1372,Je34-1-3a-1372
1374,Je35-2a-1374
1375,Je36-1375
1376,Je37-2-3a-1376
1377,Je45-2a-1377
1378,Je46-1a-1378
1379,Je47-3a-1379
1380,Jt2-1-2a-1380
1381,Jt2-2a-1381
1382,Jt2-3a-1382
1383,Jt3-2a-1383
1384,Jt3-2a-1384
1385,Jt4-2a-1385
1386,Jt4-a-1386
1388,Jt5-3a-1388
1389,K2-2b-1389
1390,K3-3a-1390
1391,Kk10-3a-1391
1392,Kk11-3b-1392
1393,Kk12-2b-1393
1394,Kk13-3b-1394
1395,Kk14-2b-1395
1396,Kk8-2a-1396
1397,Kk9-1ab-1397
1398,Kl35-3c-1398
1399,L2-1399
1400,L3-1400
1401,La30-2bc-1401
1402,Lc37-1ab-1402
1403,Lc38-2bc-1403
1404,Lc39-2c-1404
1405,Lc40-1a-1405
1406,Lc41-1ab-1406
1407,Lc42-2c-1407
1408,Lc43-2c-1408
1409,Lc44-3c-1409
1411,Lc45-3bc-1411
