,observed data from cwc,,,,simulations from SWAT hydrological model,,,,,,,
date,storage,reservoir level,observed inflow,observed outflow,simulated inflow,simulated outflow,precipitation,simulated evapotranspiration,simulated storage,precipitation,Evapotranspiration,Soil Moisture
 (mm/dd/yyyy),TMC,ft,cumecs,cumecs,cumecs,cumecs,cubic meter,cubic meter,TMC,mm/day,mm/day,mm/day
12/10/2012,17.52,92.55,57.40464,300.22032,188.4,173.2,0,106400,23.18761017,0,0,123
12/11/2012,17.18,92.02,60.85968,169.38192,182,180,0,170900,23.18761017,0,0,123
12/12/2012,16.89,91.56,55.11072,146.44272,179.3,177.9,0,123100,23.18761017,0,0,123
12/13/2012,16.59,91.08,50.21136,145.50816,175.5,173.1,0,115600,23.19114164,0,0,123
12/14/2012,16.3,90.6,51.51408,144.51696,171.5,170.1,0,115000,23.19114164,0,0,123
12/15/2012,16.01,90.12,51.06096,143.61072,167.9,166.6,0,108000,23.19114164,0,0,123
12/16/2012,15.73,89.65,54.06288,142.67616,164.3,163,0,108900,23.19114164,0,0,123
12/17/2012,15.46,89.18,53.6664,141.6,160.7,159.5,0,104800,23.19114164,0,0,123
12/18/2012,15.19,88.72,56.3568,140.86368,155.8,154.2,0,135400,23.19114164,0,0,123
12/19/2012,14.94,88.28,60.12336,139.92912,152.4,150.9,0,129700,23.19114164,0,0,123
12/20/2012,14.7,87.85,61.42608,138.73968,148,145.4,0,135900,23.1946731,0,0,123
12/21/2012,14.45,87.41,60.01008,137.66352,143,140.1,0,162800,23.1946731,0,0,123
12/22/2012,14.23,87,64.45632,136.67232,134.3,132.8,0,133000,23.1946731,0,0,123
12/23/2012,14.01,86.6,67.4016,135.70944,128.7,126.1,0,135600,23.19820457,0,0,123
12/24/2012,13.8,86.2,66.29712,134.60496,125.2,123.6,0,135200,23.19820457,0,0,123
12/25/2012,13.59,85.8,66.24048,133.55712,122.9,121.5,0,121600,23.19820457,0,0,123
12/26/2012,13.37,85.39,64.34304,132.36768,117.7,116.3,0,124800,23.19820457,0,0,123
12/27/2012,13.17,85,68.42112,133.01904,113.4,111.7,0,147900,23.19820457,0,0,123
12/28/2012,12.97,84.6,67.71312,132.08448,110.5,109.9,0,141600,23.1946731,0,0,123
12/29/2012,12.76,84.2,66.63696,131.00832,106.3,107,0,171700,23.18761017,0,0,123
12/30/2012,12.55,83.78,63.2952,129.93216,110.2,110,72870,33810,23.19114164,1.439639416,0.779,124
12/31/2012,12.32,83.3,53.18496,128.51616,103.4,108,0,126000,23.16995284,0,0.171,123
1/1/2013,,,,,100.1,108,0,171600,23.1417011,0.008571606,0.0738,123
1/2/2013,,,,,98.17,108,0,157100,23.10638644,0,0,123
1/3/2013,,,,,95.95,108,0,158400,23.06400884,0,0,123
1/4/2013,,,,,93.29,108,0,153200,23.0145683,0,0,123
1/5/2013,,,,,89.84,107,0,150700,22.95453337,0,0,123
1/6/2013,,,,,88.68,106,0,123200,22.8980299,0,0,123
1/7/2013,,,,,83.15,106,0,190700,22.82033764,0,0,123
1/8/2013,,,,,83.21,106,0,127900,22.74617684,0,0,123
1/9/2013,,,,,81.57,105,0,124200,22.67201604,0,0,123
1/10/2013,,,,,78.87,105,0,153500,22.58726084,0,0,123
1/11/2013,,,,,77.88,105,0,129200,22.49897417,0,0,123
1/12/2013,,,,,75.94,104,0,134900,22.4106875,0,0,123
1/13/2013,,,,,73.95,104,0,133800,22.31180644,0,0,123
1/14/2013,,,,,70.45,104,0,149200,22.20586244,0,0,123
1/15/2013,,,,,69.66,103,0,123400,22.09991844,0,0,123
1/16/2013,,,,,67.92,103,0,124600,21.9869115,0,0,123
1/17/2013,,,,,66.26,102,0,118800,21.87390457,0,0,123
1/18/2013,,,,,62.83,102,0,136700,21.75030324,0,0,123
1/19/2013,,,,,60.32,131,0,140000,21.52782083,0,0,123
1/20/2013,,,,,44.64,130,0,119600,21.26296083,0,0,123
1/21/2013,,,,,35.51,130,0,129900,20.97338057,0,0,123
1/22/2013,11.49,81.55,11.63952,9.85536,31.61,129,0,138600,20.66967443,0,0,123
1/23/2013,11.48,81.54,10.13856,9.85536,29.37,129,0,145900,20.35890537,0,0,123
1/24/2013,11.48,81.53,10.13856,9.85536,26.9,129,0,134300,20.04460483,0,0,123
1/25/2013,11.48,81.53,11.63952,9.85536,22.93,128,0,146500,19.7197099,0,0,123
1/26/2013,11.47,81.51,8.60928,9.85536,20.84,128,0,136200,19.38775203,0,0,123
1/27/2013,11.46,81.5,10.13856,9.85536,19.98,128,0,112600,19.0522627,0,0,123
1/28/2013,11.46,81.49,10.13856,9.85536,18.53,128,0,103000,18.71677336,0,0,123
1/29/2013,11.45,81.47,8.60928,9.85536,18.37,128,0,100100,18.37775256,0,0,123
1/30/2013,11.45,81.46,10.13856,9.85536,16.3,127,0,104100,18.0352003,0,0,123
1/31/2013,11.44,81.45,10.13856,9.85536,13.38,127,0,125100,17.6855851,0,0,123
2/1/2013,11.43,81.43,8.60928,9.85536,12.99,116,0,121200,17.36775309,0,0,123
2/2/2013,12.14,82.93,32.4264,10.11024,44.88,127,0,125800,17.10995603,0,0,123
2/3/2013,11.42,81.41,9.99696,9.85536,164,127,0,116700,17.21943149,0,0,123
2/4/2013,11.41,81.39,8.6376,9.85536,185.4,127,0,129100,17.39247336,0,0,123
2/5/2013,,,,,451.5,127,0,146700,18.37775256,0,0,123
2/6/2013,,,,,337.7,127,0,116800,19.01694803,0,0,123
2/7/2013,,,,,337.9,127,0,125200,19.6561435,0,0,123
2/8/2013,,,,,238.5,127,13460,60490,19.9951643,0.261710223,0.395,123
2/9/2013,,,,,130.5,126,95660,46600,20.00929017,2.129073521,1.61,123
2/10/2013,,,,,111.1,126,18230,40560,19.9633811,0.44677881,0.0751,123
2/11/2013,,,,,200.9,126,0,174000,20.1858635,0,0.323,123
2/12/2013,,,,,225,126,0,147600,20.4825067,0,0,123
2/13/2013,,,,,283.6,126,0,129000,20.9592547,0,0,123
2/14/2013,,,,,356,126,0,131200,21.6584851,0,0,123
2/15/2013,,,,,187.5,125,39160,65880,21.84565284,0.807753406,0.94,123
2/16/2013,,,,,151.6,125,281200,60070,21.9339395,5.722235925,1.74,125
2/17/2013,,,,,191.8,125,34660,53560,22.13876457,0.681046307,0.257,124
2/18/2013,,,,,201.8,123,114800,79180,22.3789043,2.338519722,2.36,123
2/19/2013,,,,,273.8,119,0,149200,22.84858937,0,0.253,122
2/20/2013,,,,,662.3,544.6,5136,40460,23.2052675,0.138347864,0.0861,122
2/21/2013,,,,,512.3,526.3,0,171900,23.15582697,0,0.272,122
2/22/2013,,,,,699.7,697.8,0,157600,23.15582697,0,0,122
2/23/2013,,,,,453.8,449,0,158500,23.16642137,0,0,122
2/24/2013,,,,,333,328.1,0,161200,23.1734843,0,0,122
2/25/2013,,,,,301.1,299.2,0,166800,23.1734843,0,0,122
2/26/2013,,,,,301.1,299,0,179000,23.1734843,0,0,122
2/27/2013,,,,,301.4,258.5,0,169300,23.3006171,0,0,122
2/28/2013,,,,,301.1,296.9,0,185300,23.30768004,0,0,122
3/1/2013,,,,,301.2,341.3,0,161100,23.17701577,0,0.0319,122
3/2/2013,,,,,21.03,112,0,167600,22.89449844,0,0.211,122
3/3/2013,,,,,16.24,121,0,200700,22.56607204,0,0.194,121
3/4/2013,,,,,14.02,120,0,196500,22.23764564,0,0.214,121
3/5/2013,,,,,13.83,113,0,189700,21.92687657,0,0.242,121
3/6/2013,,,,,14.95,89,0,146300,21.69733124,0,0.359,121
3/7/2013,,,,,16.74,70,78440,54760,21.53488377,1.579709947,0.933,121
3/8/2013,,,,,257.8,31,365200,57270,22.23764564,7.526693638,1.65,125
3/9/2013,,,,,107.7,56,0,175900,22.3894987,0,0.672,123
3/10/2013,,,,,48.97,56,20170,95770,22.36477844,0.403286517,0.64,123
3/11/2013,,,,,30.62,50,10080,97000,22.3047435,0.217872528,0.265,122
3/12/2013,,,,,158.7,46,376900,92760,22.65789017,7.547199083,2.32,125
3/13/2013,,,,,58.68,46,0,156600,22.68967337,0,0.61,123
3/14/2013,,,,,40.87,31,0,150400,22.71439364,0.046115957,0.532,122
3/15/2013,,,,,34.15,16,0,206400,22.76383417,0,0.771,121
3/16/2013,,,,,32.56,16,0,144100,22.80974324,0,0.873,120
3/17/2013,,,,,24.09,16,143600,60410,22.8344635,2.848146595,1.22,122
3/18/2013,,,,,21.6,16,0,165300,22.84858937,0,0.691,121
3/19/2013,,,,,26.25,16,236300,50390,22.88390404,4.629692717,1.08,124
3/20/2013,,,,,23.27,40,0,158800,22.82740057,0,0.659,123
3/21/2013,,,,,21.89,91,0,199300,22.6119811,0,0.936,122
3/22/2013,,,,,21.93,91,0,165300,22.39303017,0,0.723,121
3/23/2013,,,,,23.5,105,0,168900,22.13876457,0,0.555,121
3/24/2013,,,,,23.04,28,0,183400,22.11757577,0,0.763,120
3/25/2013,,,,,22.95,15,0,172100,22.1352331,0,0.998,119
3/26/2013,,,,,22,15,0,200100,22.14935897,0,1.06,118
3/27/2013,,,,,24.02,15,134900,72640,22.18114217,2.677399124,1.32,119
3/28/2013,,,,,21.5,27,0,211100,22.1564219,0,1.29,118
3/29/2013,,,,,23.63,27,44960,73160,22.1458275,0.922319174,0.606,118
3/30/2013,,,,,21.52,21,0,188400,22.13876457,0,1.37,117
3/31/2013,,,,,23.78,23,4993,45370,22.14229604,0.083912959,0.307,116
4/1/2013,,,,,21.83,26,0,166500,22.12110724,0,1.77,115
4/2/2013,,,,,22.87,26,14970,97580,22.11051284,0.278597082,0.82,114
4/3/2013,,,,,23.15,25,24930,76600,22.1034499,0.514540434,0.592,114
4/4/2013,,,,,23.45,18,4985,52390,22.11757577,0.076317467,0.501,114
4/5/2013,,,,,22.39,11,0,173500,22.1458275,0,2.11,112
4/6/2013,,,,,23.37,10,34960,103500,22.18467364,0.699914277,1.85,110
4/7/2013,,,,,21.81,10,0,176700,22.21292537,0,2,108
4/8/2013,,,,,19.04,10,0,196200,22.23411417,0,2.76,106
4/9/2013,,,,,13.78,10,0,200500,22.23764564,0,2.68,103
4/10/2013,,,,,16.38,10,95240,47580,22.25883444,1.857303619,0.843,104
4/11/2013,,,,,10.47,10,0,247700,22.2517715,0,3.35,101
4/12/2013,,,,,10.44,10,0,168600,22.24824004,0,2.45,98.2
4/13/2013,,,,,10.63,10,0,149800,22.24470857,0,2.47,95.8
4/14/2013,,,,,9.922,10,0,168600,22.23764564,0,2.83,92.9
4/15/2013,,,,,10.03,10,0,149700,22.23411417,0,2.5,90.4
4/16/2013,,,,,11.25,10,125300,85590,22.23764564,2.453712086,2.02,90.9
4/17/2013,,,,,8.777,24,0,196000,22.18467364,0,3.31,87.6
4/18/2013,,,,,5.665,28,0,213200,22.11051284,0,3.63,84
4/19/2013,,,,,7.082,32,0,181400,22.02575764,0,3.37,80.6
4/20/2013,,,,,5.84,32,0,188600,21.94100244,0,3.31,77.3
4/21/2013,,,,,4.8,31,0,235800,21.85271577,0,4.62,72.7
4/22/2013,,,,,4.89,31,0,226100,21.7644291,0,4.52,68.2
4/23/2013,,,,,5.606,31,0,181200,21.6796739,0,3.71,64.4
4/24/2013,,,,,11.46,31,377300,84350,21.63023337,7.725063572,1.94,70.2
4/25/2013,,,,,12.76,30,0,184400,21.5737299,0.017051399,3.75,66.4
4/26/2013,,,,,14.43,31,229200,90180,21.52782083,4.746118917,1.74,69.4
4/27/2013,,,,,17.6,30,467300,59910,21.50310057,9.628712515,1.46,77.3
4/28/2013,,,,,16.42,35,53500,87180,21.4465971,1.138151631,2.29,76.1
4/29/2013,,,,,18.82,35,417200,74380,21.40775097,8.644772311,1.84,82.8
4/30/2013,,,,,17.35,35,58130,102400,21.3512475,1.207056668,2.45,81.5
5/1/2013,,,,,16.01,35,0,138600,21.29121257,0,3.23,78.3
5/2/2013,,,,,14.96,34,0,153000,21.22764617,0,3.3,75
5/3/2013,,,,,13.71,34,0,171900,21.15701683,0,3.42,71.5
5/4/2013,,,,,11.55,17,57520,91030,21.1393595,1.168302786,2.5,70.3
5/5/2013,,,,,12.6,18,205900,32530,21.1287651,4.342845791,0.677,73.9
5/6/2013,,,,,12.73,20,129300,30510,21.11110777,2.691059751,0.731,75.8
5/7/2013,,,,,12.83,20,114800,16600,21.09345043,2.375445726,0.413,77.8
5/8/2013,,,,,6.213,11,0,166500,21.07226163,0,3.91,73.9
5/9/2013,,,,,5.989,11,47760,54040,21.05813577,1.008150102,1.53,73.3
5/10/2013,,,,,5.881,11,66810,59190,21.04047843,1.438577611,1.45,73.3
5/11/2013,,,,,7.921,11,405400,38360,21.0440099,8.515701248,0.619,81.1
5/12/2013,,,,,10.69,11,405400,67800,21.05813577,8.522595684,1.67,87.7
5/13/2013,,,,,9.572,11,105000,67230,21.0546043,2.240870948,1.62,88.3
5/14/2013,,,,,7.465,11,0,133600,21.03694697,0,3.14,85.1
5/15/2013,,,,,6.368,11,0,133600,21.01928963,0,3.2,81.9
5/16/2013,,,,,7.893,11,0,125000,21.00516377,0,2.65,79.3
5/17/2013,,,,,6.85,11,0,158900,20.98750643,0,3.22,76.1
5/18/2013,,,,,11.48,11,190300,39420,20.99456937,3.950953382,1.02,79
5/19/2013,,,,,25.33,22,214200,29660,21.00869523,4.544280092,0.761,82.7
5/20/2013,,,,,21.84,34,0,218700,20.96631763,0,5.17,77.6
5/21/2013,,,,,170.5,34,1184000,72830,21.42187683,24.93813717,2.28,94.4
5/22/2013,,,,,106.1,33,14540,64140,21.64082777,0.258061541,1.55,93.1
5/23/2013,,,,,74.1,33,0,144800,21.7644291,0,3.2,89.9
5/24/2013,,,,,46.49,33,19660,36550,21.80327524,0.436021606,0.551,89.8
5/25/2013,,,,,32.26,36,0,170200,21.7856179,0,4.3,85.5
5/26/2013,,,,,25.55,39,54130,71110,21.7432403,1.069256668,1.63,84.9
5/27/2013,,,,,19.72,39,260400,89790,21.6902683,5.307930874,1.77,88.4
5/28/2013,,,,,15.3,38,215700,101400,21.6267019,4.37579304,2.63,90.2
5/29/2013,,,,,13.68,38,303100,76800,21.55960403,6.179449329,2.31,94
5/30/2013,,,,,9.618,38,78000,134100,21.47131737,1.581209587,3.24,92.4
5/31/2013,,,,,23.19,38,383700,143700,21.4360027,7.934604914,4.13,95.8
6/1/2013,,,,,219.8,38,1077000,103100,22.02222617,22.22284079,2.8,108
6/2/2013,,,,,131.5,132,49690,18300,22.02222617,1.048762864,0.288,109
6/3/2013,,,,,145.1,132,561500,104300,22.07872964,11.25538782,3.17,115
6/4/2013,,,,,103.9,126,54780,36230,22.01163177,1.079084605,0.829,115
6/5/2013,,,,,72.54,98,163900,81660,21.93747097,3.349879136,2.49,116
6/6/2013,,,,,58.75,98,59420,33770,21.82093257,1.249643385,0.791,116
6/7/2013,,,,,48.63,11,162600,7068,21.94100244,3.312890326,0.233,119
6/8/2013,,,,,36.81,11,108900,32700,22.02222617,2.228512975,0.86,120
6/9/2013,,,,,29.31,11,168900,7146,22.0822611,3.383053958,0.226,123
6/10/2013,,,,,28.55,11,199200,43150,22.14229604,4.004549931,1.23,124
6/11/2013,5.11,63.13,5.60736,21.948,53.63,11,384500,65500,22.2835547,7.67182763,1.98,126
6/12/2013,5.06,62.92,6.42864,21.74976,143.7,11,622700,66880,22.7073307,12.38482415,1.9,129
6/13/2013,5.03,62.8,13.62192,21.57984,89.43,11,158300,46460,22.9510019,3.078274818,1.37,127
6/14/2013,5.12,63.15,50.46624,21.60816,93.38,11,355800,65170,23.21233044,6.922708703,1.54,128
6/15/2013,7.79,65,176.46192,22.59936,115.6,30.18,437600,72600,23.48425337,8.437896925,2.01,129
6/16/2013,5.85,66,113.73312,24.80832,467.8,487.4,1253000,74390,23.46659604,23.75635377,2.01,132
6/17/2013,6.41,68,212.88144,26.0544,337.2,336.9,563000,68140,23.48425337,10.70279178,1.72,132
6/18/2013,7.8,71,333.55296,26.59248,364.5,378.2,689700,23530,23.46659604,13.05343107,0.711,133
6/19/2013,8.24,73.6,327.2376,32.93616,233.6,262.1,110500,71670,23.38184084,2.100776063,2.25,129
6/20/2013,9.21,76.2,355.52928,35.03184,270.2,360.8,597800,25880,23.12757524,11.42610387,0.74,131
6/21/2013,9.77,77.6,233.3568,47.91744,185.4,185,41540,70670,23.12757524,0.768715238,2.09,127
6/22/2013,10.22,78.7,210.1344,58.16928,147.5,148.3,103800,37230,23.12757524,2.001958912,1.08,126
6/23/2013,10.55,79.45,167.11632,59.55696,119.1,129,129800,56310,23.0993235,2.506193843,1.48,125
6/24/2013,10.7,79.8,112.45872,60.40656,113.8,129,285300,62930,23.06047737,5.511717871,1.88,126
6/25/2013,10.77,79.96,106.87968,81.87312,612.5,607.1,1445000,40640,23.12757524,27.93074387,0.847,132
6/26/2013,8.33,80.86,219.08352,84.79008,646.1,658.2,1049000,4998,23.12757524,20.20378207,0.153,135
6/27/2013,12.71,84.1,574.3296,66.21216,490.6,500,467300,0,23.11344937,8.984524752,0,135
6/28/2013,14.55,87.58,675.91344,71.81952,360.8,362,134900,28790,23.11344937,2.615855898,0.719,131
6/29/2013,15.88,89.9,514.9992,75.84096,279.5,280.1,83040,37120,23.11344937,1.586059501,0.993,128
6/30/2013,16.48,90.9,279.46176,78.75792,200.8,198.9,0,158200,23.11344937,0,2.57,124
7/1/2013,16.73,91.3,164.256,79.97568,171.8,170.8,51900,50310,23.11698084,0.969427611,0.986,123
7/2/2013,16.85,91.5,123.78672,80.34384,153.6,154.7,155700,53500,23.11698084,3.048642055,1.12,124
7/3/2013,17.07,91.85,154.65552,80.62704,578,594.6,1370000,25560,23.11344937,26.40941685,0.68,131
7/4/2013,18,93.3,389.5416,81.53328,1293,1317,2226000,21970,23.1205123,42.90102052,0.52,136
7/5/2013,20.55,97,922.32576,84.59184,810.3,814.9,462000,59570,23.1205123,8.911284085,1.18,134
7/6/2013,24.08,101.58,1253.13168,93.96576,586.6,471.7,280300,97420,23.47719044,5.418545257,2.64,130
7/7/2013,27.1,105.12,1088.79072,95.2968,423.2,424.2,136800,53300,23.47719044,2.63257131,1.38,128
7/8/2013,29.26,107.48,814.45488,99.43152,368.9,369.3,94740,62630,23.47719044,1.783697637,1.5,126
7/9/2013,30.6,108.87,543.99888,102.2352,286.3,286.7,147400,115600,23.47719044,2.835021781,2.64,124
7/10/2013,31.47,109.75,402.88032,114.29952,275.8,277.4,173700,39030,23.47719044,3.333341353,0.952,125
7/11/2013,31.92,110.2,319.08144,166.71984,262.1,264.9,315800,68710,23.47719044,6.042716466,1.99,126
7/12/2013,32.55,110.82,399.53856,188.4696,250.5,253.1,300000,78400,23.47719044,5.670265824,1.94,127
7/13/2013,33.33,111.57,448.84368,189.80064,263.1,267.8,463200,57420,23.47719044,8.799913034,1.37,129
7/14/2013,34.47,112.65,571.46928,192.94416,250.6,252.6,226300,52840,23.47719044,4.254962223,1.07,128
7/15/2013,35.39,113.5,505.48368,201.01536,236.4,238.3,215800,55040,23.47719044,4.064645126,1.28,128
7/16/2013,35.6,113.69,273.91104,201.32688,225.1,227.2,215800,29530,23.47719044,4.056508173,0.571,128
7/17/2013,35.74,113.82,252.756,201.6384,234.1,236.1,400000,51290,23.48425337,7.60328514,1.26,129
7/18/2013,36.11,114.15,326.86944,202.82784,241.4,244.3,305300,55890,23.48425337,5.751727172,0.964,129
7/19/2013,36.54,114.54,351.84768,204.24384,611.5,624.8,1263000,118500,23.48425337,24.01870887,2.07,132
7/20/2013,38.12,115.93,678.80208,157.23264,1254,1278,2074000,22870,23.48425337,39.36782098,0.332,136
7/21/2013,41.55,118.8,1240.61424,112.06224,1083,1095,1111000,54520,23.48425337,21.11925852,1.01,136
7/22/2013,44.59,121.2,1119.46128,118.06608,781.9,774.5,458000,61750,23.51956804,8.661501044,1.02,134
7/23/2013,47.13,123.12,1072.08192,231.14784,589,723,289900,30230,23.1205123,5.522912062,0.524,133
7/24/2013,48.45,124.08,804.82608,368.3016,551.4,551.5,529500,1747,23.13816964,10.19895364,0.0303,134
7/25/2013,48.66,124.23,640.8816,566.31504,720.5,731.4,981800,36410,23.13816964,18.85288827,0.522,135
7/26/2013,48.06,123.8,822.9792,1011.8736,666.9,674.7,722100,45220,23.13816964,13.8685161,0.711,135
7/27/2013,47.31,123.25,1417.38768,1657.93776,612.4,618.3,571400,59660,23.13816964,10.99022262,1.11,134
7/28/2013,46.69,122.79,1619.42256,1818.17232,543.5,550.6,467500,30430,23.1311067,9.037886043,0.524,134
7/29/2013,47.08,123.08,1513.5624,1379.97696,578,587.6,675200,21760,23.12757524,13.01355257,0.311,135
7/30/2013,47.79,123.6,1350.94896,1112.6928,462.2,461.2,62310,63450,23.12757524,1.16534863,1.14,130
7/31/2013,48.59,124.18,859.25712,592.42608,476.6,481.4,529700,32150,23.1311067,10.16753224,0.527,132
8/1/2013,49.45,124.8,719.10144,430.06752,711.5,723.1,1075000,72280,23.1311067,20.67589912,0.946,134
8/2/2013,48.2,123.9,1485.29904,1890.13344,1193,1208,1750000,5367,23.14876404,33.68981011,0.0872,137
8/3/2013,48.59,124.18,2497.3992,2364.4368,884.1,883.8,634000,55870,23.16995284,12.15323229,0.851,136
8/4/2013,48.29,123.97,2702.88912,2792.7768,841.7,831.5,390100,62960,23.21233044,7.483920857,0.827,134
8/5/2013,47.31,123.25,2383.86432,2700.5952,688.7,671,270900,77480,23.27236537,5.209921243,0.862,132
8/6/2013,47.52,123.4,1513.95888,1436.532,583.3,582.1,266300,29450,23.28295977,5.125512389,0.51,131
8/7/2013,47.93,123.7,951.8352,816.15408,543.7,511.4,99260,43480,23.3853723,1.8592639,0.784,129
8/8/2013,48.89,124.4,788.31552,465.156,491.5,483.1,188800,56170,23.4171555,3.584724812,0.804,128
8/9/2013,49.41,124.77,655.83456,480.70368,463.7,462.5,42010,62440,23.4171555,0.799610713,0.96,126
8/10/2013,49.26,124.66,417.4368,461.87088,440.6,441.5,21010,29150,23.4171555,0.367877379,0.0477,125
8/11/2013,49.45,124.8,304.92144,234.99936,431.3,413,99770,40170,23.47365897,1.931736376,0.711,125
8/12/2013,49.45,124.8,299.71056,293.82,423.2,418.1,131600,49340,23.4913163,2.549701363,0.713,126
8/13/2013,49.45,124.8,371.44512,365.55456,417.5,419.2,205400,64520,23.4913163,3.851141964,1.09,126
8/14/2013,49.45,124.8,288.63744,282.40704,414.8,414.8,47400,49830,23.4913163,0.877706656,0.767,125
8/15/2013,49.45,124.8,145.45152,139.53264,409.4,408.8,5266,59280,23.4913163,0.088656056,0.0823,124
8/16/2013,49.45,124.8,165.02064,159.10176,406.1,406.9,179100,110600,23.4913163,3.428694558,1.25,125
8/17/2013,49.41,124.77,157.82736,165.61536,405.5,405.3,31600,53290,23.4913163,0.639434623,0.446,124
8/18/2013,49.33,124.71,118.00944,139.53264,403.6,404,94790,59830,23.4913163,1.768887614,1.02,124
8/19/2013,49.16,124.59,90.56736,139.53264,407.3,409.4,231700,53070,23.4913163,4.436643595,0.867,126
8/20/2013,48.89,124.4,58.56576,139.53264,406,406.1,73730,70470,23.4913163,1.376408085,1.23,125
8/21/2013,48.7,124.26,67.26,125.37264,414.4,415.9,163300,37570,23.4913163,3.101242994,0.656,126
8/22/2013,48.82,124.35,157.85568,111.21264,405.5,405.9,63190,22360,23.4913163,1.173140143,0.33,126
8/23/2013,49.13,124.57,217.29936,111.21264,399.1,399.9,126400,53840,23.4913163,2.427139465,0.803,126
8/24/2013,49.35,124.73,189.85728,111.21264,393.6,393.6,57930,62240,23.4913163,1.059996812,1.06,125
8/25/2013,49.45,124.8,148.70832,111.21264,377.2,377.8,78990,25130,23.4913163,1.463373354,0.432,125
8/26/2013,49.45,124.8,116.6784,111.21264,391,391.5,52660,11250,23.4913163,0.950318123,0.181,125
8/27/2013,49.41,124.77,102.97152,111.21264,387.6,387.5,15800,20730,23.4913163,0.305715496,0.34,124
8/28/2013,49.27,124.67,70.9416,111.21264,381.6,382.3,47400,70610,23.48778484,0.90328675,1.3,124
8/29/2013,49.05,124.51,43.49952,111.21264,379.4,403.8,31590,83410,23.41362404,0.64123782,0.7,123
8/30/2013,48.75,124.3,20.64528,111.21264,379.9,409,115500,20430,23.32886884,2.211374264,0.373,125
8/31/2013,48.48,124.1,25.2048,111.21264,374.1,378.1,15700,15360,23.31474297,0.303408022,0.216,124
9/1/2013,47.91,123.69,20.02224,199.71264,419.2,421.9,41840,66610,23.30768004,0.837355515,1.26,123
9/2/2013,47.63,123.48,20.98512,109.28688,452.7,458.1,413100,24920,23.30414857,7.9214897,0.418,127
9/3/2013,47.41,123.32,42.31008,108.21072,423.8,413.8,318900,55490,23.3429947,6.143731455,0.955,128
9/4/2013,47.31,123.25,82.63776,108.21072,440.1,441.8,471200,66780,23.35005764,9.013343116,0.932,130
9/5/2013,47.08,123.08,37.83552,108.21072,415.7,422.6,261900,9883,23.33946324,5.028148331,0.126,130
9/6/2013,46.89,122.94,51.42912,107.87088,442.7,447.1,397900,21140,23.33946324,7.637439648,0.336,131
9/7/2013,46.69,122.79,46.64304,106.79472,437.6,439.5,214700,48770,23.33946324,4.13039084,0.699,130
9/8/2013,46.5,122.65,51.00432,106.7664,517.7,524.9,722500,104300,23.33946324,13.81566153,1.45,132
9/9/2013,46.61,122.73,147.46224,106.7664,694.9,704.1,842900,45000,23.33946324,16.06387782,0.894,134
9/10/2013,46.7,122.8,151.85184,106.7664,532.1,533.1,157100,76420,23.33946324,2.956688642,1.55,130
9/11/2013,46.66,122.77,90.45408,106.7664,481.8,484.4,272200,45900,23.33946324,5.248772378,0.954,130
9/12/2013,46.45,122.61,42.25344,106.7664,471.7,475.4,382200,60990,23.33946324,7.32572331,0.985,130
9/13/2013,46.61,122.73,164.99232,106.7664,1062,1026,1335000,76450,23.4913163,25.4852157,1.44,133
9/14/2013,46.93,122.97,217.61088,106.79472,659.3,659.6,78990,46920,23.4913163,1.548728768,0.897,130
9/15/2013,47.01,123.03,140.184,107.87088,585.7,586.7,131700,42690,23.4913163,2.468280235,0.934,128
9/16/2013,47.01,123.03,140.184,107.87088,552.9,555.7,310700,68000,23.4913163,5.862291524,1.45,128
9/17/2013,46.8,122.87,64.17312,106.79472,548.7,550.4,121100,62180,23.48778484,2.306546743,1.42,127
9/18/2013,46.73,122.82,90.4824,106.7664,447.1,452,447600,19140,23.48778484,8.475248866,0.4,129
9/19/2013,46.84,122.9,147.46224,106.7664,796.9,806.2,842500,39460,23.48778484,15.99468496,0.684,132
9/20/2013,47.31,123.25,269.40816,107.87088,572.6,575.4,305400,60200,23.48778484,5.811726052,1.05,131
9/21/2013,48.09,123.82,370.34064,109.28688,520.8,556.3,389700,90350,23.39243524,7.410177746,1.82,130
9/22/2013,49.21,124.63,485.51808,110.81616,459.8,604.2,89180,54510,22.9510019,1.701849055,1.25,128
9/23/2013,49.45,124.8,377.16576,293.48016,432.7,596.2,0,128700,22.44953364,0.01542889,0.167,125
9/24/2013,49.45,124.8,245.13792,239.21904,415.8,357.6,30330,49610,22.62610697,0.639180362,0.071,125
9/25/2013,49.45,124.8,145.45152,139.53264,451.3,468,20360,45780,22.57313497,0.363678075,0.626,124
9/26/2013,49.33,124.71,104.30256,139.53264,418.5,433.7,5081,75410,22.52369444,0.109406777,0.1,124
9/27/2013,49.21,124.63,108.86208,139.53264,304.2,173,0,140500,22.9192187,0,0.188,123
9/28/2013,49.03,124.5,86.00784,139.53264,374.5,213.2,0,153500,23.4065611,0,0.135,123
9/29/2013,48.77,124.31,58.56576,139.53264,374.7,341.5,0,106100,23.50544217,0,0,123
9/30/2013,48.49,124.11,53.97792,139.53264,365.7,365.4,5269,38440,23.50544217,0.079151213,0,123
10/1/2013,48.27,123.95,72.27264,139.13616,487.8,490,247600,54620,23.50544217,4.701474001,1.22,125
