,observed data from cwc,,,,simulations from SWAT hydrological model,,,,,,,
date,storage,reservoir level,observed inflow,observed outflow,simulated inflow,simulated outflow,precipitation,simulated evapotranspiration,simulated storage,precipitation,Evapotranspiration,Soil Moisture
 (mm/dd/yyyy),TMC,ft,cumecs,cumecs,cumecs,cumecs,cubic meter,cubic meter,TMC,mm/day,mm/day,mm/day
1/1/2011,46.42,122.59,57.46128,56.64,294.2,349.6,5272,60910,23.35005764,0.103058916,0.565,123
1/2/2011,46.54,122.68,87.33888,42.1968,230.9,215.6,0,113100,23.39243524,0,0,123
1/3/2011,46.64,122.75,78.61632,42.22512,225.6,224,0,138900,23.39243524,0,0,123
1/4/2011,46.69,122.79,65.44752,42.22512,195.3,193.7,0,137800,23.39243524,0,0,123
1/5/2011,46.7,122.8,52.30704,42.22512,200.7,199.2,0,130300,23.39243524,0,0,123
1/6/2011,46.74,122.83,61.05792,42.22512,213.7,212.1,0,134600,23.39243524,0,0,123
1/7/2011,46.76,122.84,52.30704,42.22512,207,205,0,172700,23.39243524,0,0,123
1/8/2011,46.78,122.86,56.69664,42.22512,201.3,199.8,0,129900,23.39243524,0,0,123
1/9/2011,46.77,122.85,43.52784,42.22512,191.2,189.6,0,135100,23.39243524,0,0,123
1/10/2011,46.74,122.83,39.13824,42.22512,191.3,189.7,0,139700,23.39243524,0,0,123
1/11/2011,46.7,122.8,34.77696,42.22512,195.3,193.8,0,126300,23.39243524,0,0,123
1/12/2011,46.45,122.61,43.3296,120.98304,170.3,246.8,0,135800,23.1522955,0,0,123
1/13/2011,46.45,122.61,43.3296,120.98304,179,177.6,0,120100,23.1522955,0,0,123
1/14/2011,46.13,122.37,47.20944,146.78256,170,194.3,0,147900,23.07460324,0,0,123
1/15/2011,45.77,122.1,33.53088,146.24448,168.9,167.2,0,143600,23.07460324,0,0,123
1/16/2011,45.45,121.86,46.75632,145.08336,165.6,163.1,0,127500,23.0781347,0,0,123
1/17/2011,45.17,121.65,59.55696,144.54528,161.2,158.6,0,132700,23.08166617,0,0,123
1/18/2011,44.95,121.48,76.29408,144.12048,157.6,156.2,0,120500,23.08166617,0,0,123
1/19/2011,44.69,121.28,62.4456,143.1576,149.6,147.1,0,126600,23.08166617,0,0,123
1/20/2011,44.44,121.09,66.58032,142.98768,148.1,145.5,0,138400,23.08519764,0,0,123
1/21/2011,44.2,120.9,66.46704,141.99648,145.5,143.8,0,141700,23.08519764,0,0,123
1/22/2011,43.94,120.7,62.61552,141.54336,141.3,141,0,147400,23.08166617,0,0,123
1/23/2011,43.68,120.5,62.1624,141.09024,135.8,141,0,185700,23.06047737,0,0,123
1/24/2011,43.45,120.32,69.5256,140.07072,134.4,140,0,138300,23.03928857,0,0,123
1/25/2011,43.16,120.09,48.39888,139.92912,130.5,139,0,149800,23.00750537,0,0,123
1/26/2011,42.59,119.64,53.07168,138.51312,128,138,0,130100,22.9721907,0,0,123
1/27/2011,42.59,119.64,53.07168,138.51312,124.7,138,0,128500,22.92628164,0,0,123
1/28/2011,42.34,119.44,60.85968,130.78176,119.9,130,0,160200,22.89096697,0,0,123
1/29/2011,42.05,119.21,47.63424,137.18208,117.7,137,0,134300,22.82740057,0,0,123
1/30/2011,41.79,119,55.45056,136.7856,114.4,136,0,137200,22.75677124,0,0,123
1/31/2011,41.56,118.81,64.48464,135.99264,111.3,135,0,141800,22.67907897,0,0,123
2/1/2011,41.3,118.6,56.27184,135.82272,106.6,135,0,163700,22.58726084,0,0,123
2/2/2011,40.98,118.34,24.69504,124.72128,103.6,124,0,152800,22.5166315,0,0,123
2/3/2011,40.66,118.08,14.16,114.1296,100.7,114,0,158100,22.47072244,0,0,123
2/4/2011,40.48,117.93,19.90896,74.73648,97.79,74,0,155200,22.5378203,0,0,123
2/5/2011,40.42,117.88,16.1424,31.06704,94.82,31,0,167500,22.7285195,0,0,123
2/6/2011,40.35,117.82,12.23424,31.06704,92.83,31,0,144300,22.91215577,0,0,123
2/7/2011,40.29,117.77,16.1424,31.06704,86.3,31,0,168500,23.07460324,0,0,123
2/8/2011,40.21,117.7,10.93152,33.72912,76.2,33,0,189700,23.19820457,0,0,123
2/9/2011,40.12,117.63,12.51744,35.28672,73.61,35,0,163000,23.3112115,0,0,123
2/10/2011,40.04,117.56,12.51744,35.28672,71.66,36.72,0,147200,23.41362404,0,0,123
2/11/2011,39.94,117.48,8.12784,34.8336,66.04,63.09,0,168800,23.4171555,0,0,123
2/12/2011,39.85,117.4,7.70304,34.4088,78.2,76.41,0,154900,23.4171555,0,0,123
2/13/2011,39.64,117.23,8.60928,70.6584,72.84,106.9,0,166000,23.30768004,0,0,123
2/14/2011,39.32,116.96,11.10144,112.06224,69.41,112,0,214000,23.16995284,0,0,123
2/15/2011,38.97,116.66,14.27328,124.80624,69.09,124,0,160200,22.99691097,0,0,123
2/16/2011,38.63,116.37,17.58672,124.26816,67.34,124,0,180900,22.81680617,0,0,123
2/17/2011,38.27,116.06,9.3456,123.70176,81.44,123,0,169600,22.68261044,0,0,123
2/18/2011,37.91,115.75,12.40416,124.63632,86.42,124,0,160200,22.56254057,0,0,123
2/19/2011,37.55,115.43,8.3544,123.84336,85.63,123,0,164300,22.4424707,0,0,123
2/20/2011,37.18,115.11,9.68544,125.1744,106.2,125,0,168700,22.3789043,0,0,123
2/21/2011,36.81,114.78,7.47648,124.86288,104,124,45370,77550,22.31886937,0.89495746,1.34,122
2/22/2011,36.44,114.45,7.75968,124.23984,101.9,124,0,141600,22.24470857,0,0.00898,122
2/23/2011,36.09,114.14,14.78304,123.92832,105.1,123,0,142800,22.18467364,0,0,122
2/24/2011,35.86,113.93,51.62736,123.58848,113.5,123,20010,66960,22.1564219,0.421262053,0.145,123
2/25/2011,35.61,113.7,45.22704,123.27696,115.5,123,204800,82360,22.1352331,4.059319139,2.22,123
2/26/2011,35.38,113.49,52.08048,122.96544,113.9,122,0,168100,22.10698137,0,0.292,123
2/27/2011,35.13,113.26,44.57568,122.6256,115.2,122,14960,83570,22.0822611,0.311455804,0.392,122
2/28/2011,34.85,113,33.61584,122.39904,114.1,122,0,151400,22.05400937,0,0.255,122
3/1/2011,34.51,112.69,17.9832,122.17248,113.7,122,0,172300,22.02222617,0,0.203,122
3/2/2011,34.17,112.37,14.16,121.83264,113.1,121,0,145800,21.99397444,0,0.255,122
3/3/2011,33.83,112.05,14.16,121.4928,109.7,121,0,181300,21.95159684,0,0.197,121
3/4/2011,33.5,111.73,16.0008,121.23792,108.8,121,0,163500,21.90921924,0,0.221,121
3/5/2011,33.5,111.73,16.0008,121.23792,108.3,121,0,162600,21.86331017,0,0.34,121
3/6/2011,33.38,111.62,39.95952,28.71648,107.5,28,0,165100,22.09991844,0,0.307,121
3/7/2011,33.37,111.61,29.48112,28.71648,107.1,28,0,166000,22.3365267,0,0.328,120
3/8/2011,33.37,111.61,26.904,25.88448,105.3,25,0,186400,22.57666644,0,0.25,120
3/9/2011,33.38,111.62,33.72912,25.88448,105.1,25,0,184100,22.8132747,0,0.303,120
3/10/2011,33.39,111.63,33.72912,25.88448,103.5,25,0,202500,23.0463515,0,0.424,119
3/11/2011,33.4,111.64,35.1168,27.30048,104.8,27,0,149200,23.27589684,0,0.508,119
3/12/2011,33.4,111.64,31.7184,27.30048,105,50.68,0,159900,23.4383443,0,0.589,118
3/13/2011,33.35,111.59,28.80144,41.46048,101,112.8,0,184200,23.3959667,0,0.49,118
3/14/2011,33.14,111.39,16.39728,80.2872,100,136.8,0,195200,23.27589684,0,0.545,117
3/15/2011,32.79,111.05,7.3632,119.05728,84.87,121.7,0,186600,23.15582697,0,0.556,117
3/16/2011,32.43,110.7,7.41984,120.2184,85.42,120,0,191200,23.04282004,0,0.663,116
3/17/2011,32.08,110.35,7.6464,119.73696,83.72,119,0,174900,22.9298131,0,0.685,115
3/18/2011,31.72,110,7.19328,119.28384,86.58,119,0,173600,22.8238691,0,0.802,114
3/19/2011,31.43,109.71,29.11296,119.00064,87.24,119,0,179100,22.72145657,0,0.846,114
3/20/2011,31.12,109.4,22.31616,118.71744,87.52,118,0,163900,22.6225755,0,1.13,112
3/21/2011,30.77,109.04,5.8056,118.49088,86.81,118,0,182400,22.52016297,0,0.881,112
3/22/2011,30.46,108.73,18.15312,112.54368,83.15,112,0,211000,22.42481337,0,0.857,111
3/23/2011,30.16,108.42,18.06816,112.1472,83.81,112,0,164800,22.33299524,0,1.17,110
3/24/2011,29.84,108.09,11.52624,111.97728,107.9,111,35220,102000,22.32240084,0.697657948,0.68,110
3/25/2011,29.57,107.8,25.54464,111.77904,101,111,0,161100,22.28708617,0.013941218,1.03,109
3/26/2011,29.28,107.5,22.71264,111.41088,117.8,111,386700,78790,22.31886937,7.73196059,0.939,115
3/27/2011,29.03,107.23,31.83168,111.24096,113,111,25140,52870,22.32240084,0.523333548,0.691,114
3/28/2011,28.76,106.95,28.91472,82.75104,110,82,115700,63500,22.4106875,2.309612574,1.3,115
3/29/2011,0,106.64,0,0,107,0,0,134500,22.73205097,0,2.03,113
3/30/2011,28.2,106.34,17.7,116.36688,104.5,116,0,187400,22.68967337,0,1.6,112
3/31/2011,27.89,106,17.36016,116.02704,104.2,116,0,146200,22.65082724,0,2.22,110
4/1/2011,27.57,105.65,16.62384,115.80048,100.9,115,0,205100,22.59785524,0,2.16,107
4/2/2011,27.26,105.3,17.89824,115.60224,103.2,115,0,207700,22.55547764,0,2.12,105
4/3/2011,26.92,104.92,9.3456,115.34736,107.6,115,35540,33700,22.53428884,0.697669546,0.306,106
4/4/2011,26.57,104.52,5.49408,115.20576,99.57,115,0,199900,22.47778537,0,2.6,103
4/5/2011,26.21,104.12,5.35248,115.06416,100.1,115,0,149200,22.42834484,0,2.1,101
4/6/2011,25.86,103.71,4.248,114.86592,103.3,114,0,186200,22.3894987,0,2.64,98.3
4/7/2011,25.51,103.3,4.87104,114.63936,101.7,114,0,215600,22.34358964,0,2.97,95.3
4/8/2011,25.17,102.9,8.12784,114.44112,103.5,114,0,156000,22.3047435,0,2.78,92.6
4/9/2011,24.85,102.52,15.49104,114.29952,102.5,114,0,213800,22.2623659,0,3.05,89.5
4/10/2011,24.79,102.45,17.86992,31.86,102,31,125400,50470,22.48131684,2.527700625,1.1,90.9
4/11/2011,24.74,102.39,20.532,31.77504,106.8,31,288500,40520,22.72498804,5.714264856,0.823,95.7
4/12/2011,24.7,102.34,23.27904,31.77504,101,31,40890,80660,22.93687604,0.839859164,1.86,94.7
4/13/2011,24.66,102.29,23.27904,31.77504,106.1,31,0,188000,23.15935844,0,3.36,91.3
4/14/2011,24.64,102.27,31.46352,31.74672,106.8,31,62390,69030,23.38890377,1.219922673,1.51,91
4/15/2011,24.63,102.26,34.18224,31.74672,105.6,95.63,230800,80510,23.42421844,4.361013858,1.5,93.9
4/16/2011,24.63,102.26,36.92928,31.74672,106.1,106.8,110300,47710,23.42421844,2.103689844,1.04,94.9
4/17/2011,24.67,102.3,47.88912,31.74672,78.08,79.85,199600,46660,23.42421844,3.766857541,0.952,97.7
4/18/2011,24.72,102.36,53.3832,31.77504,71.98,69.9,0,179300,23.42421844,0.039832052,2.76,95
4/19/2011,24.63,102.25,43.3296,67.968,70.3,108,168100,24690,23.31474297,3.210702069,0.53,97.6
4/20/2011,24.36,101.93,26.70576,108.38064,80.15,125.4,418400,48930,23.19114164,7.955514828,0.697,104
4/21/2011,24.12,101.63,33.58752,108.324,140.5,147.7,676700,55710,23.19114164,12.97130831,1.2,114
4/22/2011,24.01,101.5,78.92784,108.29568,546.8,564.5,1556000,33970,23.19114164,29.87977767,1.07,125
4/23/2011,24.17,101.7,133.13232,74.42496,425.3,398.2,624600,26180,23.29355417,12.04189903,0.765,129
4/24/2011,24.42,102,101.55552,16.1424,366.2,314,533100,34430,23.4701275,10.23231774,1.04,131
4/25/2011,24.71,102.35,117.41472,16.17072,265.6,265.2,42100,75290,23.4701275,0.814149824,2.35,126
4/26/2011,24.88,102.55,79.35264,19.14432,292,301,594600,68830,23.46306457,11.25377677,1.96,128
4/27/2011,24.96,102.65,52.1088,19.2576,216.3,213.9,0,204000,23.46306457,0,3.85,122
4/28/2011,25.04,102.75,52.1088,19.2576,176.3,174,0,199700,23.46306457,0.030003129,3.94,117
4/29/2011,25.11,102.83,46.64304,19.28592,157.8,161.7,399800,64320,23.46306457,7.560895298,1.18,122
4/30/2011,25.17,102.9,43.92432,19.28592,130.8,128.6,0,185600,23.46306457,0,3.8,118
5/1/2011,25.02,102.72,48.68208,91.95504,117.4,191.3,205100,47630,23.24058217,3.889080793,1.03,121
5/2/2011,24.88,102.55,51.4008,91.92672,106.6,106.9,36510,15550,23.24058217,0.687873194,0.408,121
5/3/2011,24.73,102.37,59.81184,103.0848,96.45,106.5,0,169800,23.2052675,0,3.53,117
5/4/2011,24.53,102.13,53.63808,113.30832,93.04,113,62500,35490,23.14523257,1.229418207,0.844,118
5/5/2011,24.3,101.85,50.49456,120.19008,84.69,120,0,135700,23.03222564,0,2.66,115
5/6/2011,24.04,101.54,43.21632,120.10512,82.92,120,0,142500,22.91568724,0,3.15,112
5/7/2011,23.72,101.14,24.6384,125.54256,82.94,125,0,152600,22.7814915,0,2.96,109
5/8/2011,23.36,100.7,15.68928,125.34432,81.14,125,0,187700,22.64023284,0,3.93,105
5/9/2011,22.99,100.23,8.58096,125.14608,82.3,125,0,123200,22.5060371,0,2.97,102
5/10/2011,22.62,99.75,8.83584,126.42048,81.24,126,0,156200,22.36477844,0,3.51,98.4
5/11/2011,22.24,99.26,7.53312,126.19392,80.48,126,0,181600,22.2199883,0,4.19,94.2
5/12/2011,21.86,98.77,8.72256,125.93904,82.81,125,115200,22200,22.0928555,2.318105994,0.546,96
5/13/2011,21.47,98.25,5.29584,128.31792,83.65,128,0,149200,21.95159684,0,3.12,92.9
5/14/2011,21.08,97.72,4.41792,128.148,86.2,128,29730,45740,21.82446404,0.626726058,0.923,92.5
5/15/2011,20.71,97.22,12.99888,127.94976,86.45,127,280900,54450,21.70792564,5.746264547,1.06,97.1
5/16/2011,20.33,96.7,9.85536,127.77984,88.41,127,220700,56260,21.5949187,4.456661912,1.39,100
5/17/2011,19.98,96.21,17.8416,127.60992,87.49,127,4882,103500,21.47131737,0.06620231,1.97,98.4
5/18/2011,19.63,95.71,16.992,127.41168,343.8,127,1214000,92980,22.17407924,24.99005218,2.48,112
5/19/2011,19.29,95.21,18.03984,127.21344,214.7,127,15000,43840,22.43893924,0.286482919,0.869,111
5/20/2011,19.14,95,84.02544,127.10016,173.9,127,323400,115800,22.5907923,6.412601079,2.79,115
5/21/2011,18.94,94.7,60.83136,122.71056,143,122,0,162700,22.64729577,0,3.72,111
5/22/2011,18.66,94.29,34.43712,120.75648,124.2,120,0,163200,22.65789017,0,3.51,107
5/23/2011,18.36,93.85,28.37664,120.47328,111.4,120,0,165900,22.6225755,0,3.68,104
5/24/2011,18.05,93.37,23.87376,122.93712,108.8,122,346200,93130,22.59432377,6.770682926,2.13,108
5/25/2011,17.72,92.87,20.02224,122.68224,106.5,122,325400,62150,22.55547764,6.449624461,1.61,112
5/26/2011,17.57,92.63,34.692,80.68368,101.6,80,258900,37220,22.62963844,5.056797326,0.776,117
5/27/2011,17.43,92.41,33.58752,75.35952,97.78,75,234200,24370,22.7073307,4.591017554,0.63,120
5/28/2011,17.34,92.28,56.66832,79.55088,86.27,79,20430,7007,22.7285195,0.402722185,0.192,120
5/29/2011,17.24,92.12,50.29632,79.49424,94.43,79,40900,33630,22.77442857,0.849924415,1.06,120
5/30/2011,17.13,91.94,46.35984,79.4376,94.01,79,5121,21300,22.82033764,0.075007811,0.341,120
5/31/2011,17.12,91.93,31.88832,29.65104,121.5,29,472000,73560,23.11698084,9.218131522,2.2,124
6/1/2011,17.13,91.95,36.98592,29.65104,59.2,29,25950,27570,23.20879897,0.465048492,0.509,123
6/2/2011,17.14,91.97,32.93616,25.40304,90.17,25,463600,102300,23.42068697,8.915192048,2.95,125
6/3/2011,17.16,92,29.1696,19.59744,249.3,244.2,798300,88270,23.46306457,15.185642,2.28,128
6/4/2011,17.27,92.16,50.94768,13.82016,278.8,280.9,710100,8961,23.4807219,13.49156893,0.269,132
6/5/2011,17.36,92.3,46.78464,13.8768,289.7,296.5,636900,54350,23.4807219,12.09921932,1.56,132
6/6/2011,17.45,92.44,46.81296,13.8768,280.2,286.1,568500,55670,23.4807219,10.76992917,1.62,132
6/7/2011,17.61,92.7,72.04608,13.90512,224,227.6,379000,67390,23.4807219,7.152270315,1.75,131
6/8/2011,17.94,93.2,123.73008,14.0184,198.4,203.5,384300,23980,23.47719044,7.339666565,0.646,131
6/9/2011,18.23,93.65,114.86592,14.10336,162,163.7,173700,20110,23.47719044,3.340448126,0.621,130
6/10/2011,18.46,94,93.34272,14.18832,182.2,186.6,394700,15640,23.47719044,7.501154135,0.415,131
6/11/2011,18.68,94.32,89.0664,14.35824,142.7,144.3,215800,80320,23.47719044,4.123232038,2.04,129
6/12/2011,18.88,94.62,88.98144,18.6912,322.9,334.9,736800,47950,23.46306457,14.04437103,1.43,131
6/13/2011,19.14,95,106.79472,18.77616,231.3,235.4,363000,9150,23.46306457,6.930424447,0.275,131
6/14/2011,19.56,95.6,159.46992,18.86112,262.9,267.7,468200,49730,23.46306457,8.938570003,1.21,132
6/15/2011,19.83,96,156.43968,61.4544,325.9,375.3,605000,55480,23.3324003,11.51143897,1.33,132
6/16/2011,20.05,96.3,204.78192,130.64016,263.8,337.1,392600,19560,23.12404377,7.523045352,0.542,132
6/17/2011,20.3,96.65,206.19792,120.16176,431.1,429.5,763200,36430,23.1522955,14.68125775,1.14,133
6/18/2011,20.49,96.92,188.58288,121.66272,1301,1322,1814000,75000,23.14876404,34.91664709,2.07,135
6/19/2011,20.72,97.23,211.2672,133.44384,707.1,723.9,415800,5842,23.11344937,7.973647103,0.175,134
6/20/2011,21.47,98.25,384.444,133.72704,467.2,467.4,46710,24200,23.11344937,0.864861763,0.744,130
6/21/2011,21.92,98.85,289.1472,137.01216,353.1,357.3,25950,6905,23.10285497,0.524849832,0.167,128
6/22/2011,22.04,99,186.99696,146.01792,276.4,284.7,10370,71370,23.07460324,0.15751642,1.74,125
6/23/2011,22.07,99.05,116.84832,100.16784,564.4,528.6,906800,25760,23.2158619,17.53014773,0.681,130
6/24/2011,22.11,99.1,84.87504,68.19456,480.6,454.9,567900,22930,23.3112115,10.89098382,0.537,132
6/25/2011,22.09,99.07,93.8808,97.47744,668.2,707.4,889100,9297,23.22292484,17.03893291,0.26,134
6/26/2011,21.98,98.93,115.03584,146.07456,1099,1164,1381000,16020,23.07460324,26.53403608,0.488,136
6/27/2011,22.04,99,205.20672,183.96672,1486,1541,1612000,9334,22.9615963,31.12698802,0.279,138
6/28/2011,22.42,99.5,325.19856,194.38848,1396,1421,1238000,32250,22.92628164,24.00490733,0.878,138
6/29/2011,23.07,100.33,381.78192,165.07728,820,793.5,216400,6681,23.0145683,4.159443703,0.183,134
6/30/2011,23.72,101.15,357.08688,138.56976,583,556.7,72380,16920,23.0993235,1.359818214,0.493,131
7/1/2011,23.94,101.42,215.26032,138.96624,461.4,461.3,62240,68910,23.0993235,1.174875042,2.18,127
7/2/2011,23.97,101.45,154.71216,143.24256,1024,1047,1618000,37230,23.08166617,31.18805812,0.88,133
7/3/2011,23.89,101.35,120.02016,143.24256,656.6,656.9,77760,54160,23.08166617,1.497772704,1.74,128
7/4/2011,23.9,101.36,149.33136,143.21424,514.2,515.2,114000,28330,23.08166617,2.156197492,0.781,127
7/5/2011,23.94,101.42,158.42208,138.99456,471.8,471.9,451000,5214,23.0993235,8.666937932,0.139,130
7/6/2011,23.9,101.36,126.42048,138.99456,428.9,432.6,368300,43040,23.0993235,7.098893557,0.811,131
7/7/2011,23.84,101.29,123.70176,138.96624,632.6,640.8,798800,85850,23.0993235,15.40903831,1.78,132
7/8/2011,23.88,101.34,155.73168,138.93792,463.8,465.6,223000,64650,23.0993235,4.339367162,1.4,130
7/9/2011,23.98,101.46,174.4512,138.99456,403.9,406.6,238600,5831,23.0993235,4.58668882,0.139,130
7/10/2011,24.03,101.53,161.1408,139.0512,364.4,366.4,88170,5922,23.09579204,1.662235403,0.166,129
7/11/2011,24.05,101.55,147.8304,139.0512,357.2,361.5,414900,42690,23.09579204,8.031547617,0.966,130
7/12/2011,23.94,101.42,122.08752,153.3528,341.2,358.5,300800,13700,23.05341444,5.795050323,0.288,130
7/13/2011,23.72,101.15,131.09328,199.71264,457,510.1,652400,36710,22.91215577,12.57557349,0.742,132
7/14/2011,23.54,100.92,122.56896,180.03024,650.1,640.3,839300,39100,22.96865924,16.28032542,0.855,134
7/15/2011,23.6,101,145.08336,120.89808,1041,994.7,1172000,8723,23.1522955,22.72083012,0.233,136
7/16/2011,24.13,101.65,281.52912,104.61408,1033,1027,925200,111200,23.20173604,17.79673813,2.58,134
7/17/2011,25.1,102.82,427.97184,106.65312,1535,1557,1791000,98390,23.1946731,34.42433431,2.18,135
7/18/2011,26.46,104.4,558.3288,109.54176,1515,1532,1265000,23130,23.18761017,24.26657613,0.422,137
7/19/2011,28.28,106.42,712.92768,114.1296,1599,1621,1509000,53300,23.1734843,29.02901642,1.14,137
7/20/2011,30.12,108.37,749.40384,142.5912,1495,1533,894700,44920,23.08519764,17.17593197,0.753,137
7/21/2011,31.77,110.05,718.95984,172.58208,1107,1143,554700,51820,22.9933795,10.70423643,1.03,135
7/22/2011,32.89,111.15,549.91776,177.8496,1094,1107,754200,59850,22.97925364,14.62380495,1.21,135
7/23/2011,33.83,112.05,454.64928,142.84608,925.8,894.5,387200,71790,23.08519764,7.498583977,1.4,133
7/24/2011,34.79,112.95,421.91136,103.11312,1188,1163,1239000,74780,23.2052675,23.88478118,1.34,135
7/25/2011,35.88,113.95,466.51536,104.86896,1307,1320,1115000,26580,23.20173604,21.40918301,0.479,136
7/26/2011,37.35,115.26,593.47392,107.41776,1068,1078,578100,29660,23.1946731,11.05374167,0.518,135
7/27/2011,38.47,116.23,479.91072,109.76832,1142,1156,1093000,54060,23.18761017,21.01268055,0.712,136
7/28/2011,38.98,116.67,310.9536,137.60688,790.4,819.9,197800,71960,23.10285497,3.847067636,1.3,132
7/29/2011,39.2,116.86,279.0936,201.61008,694.5,760.8,228200,26190,22.90509284,4.387979902,0.483,131
7/30/2011,39.49,117.1,298.66272,201.10032,639.7,643.6,355200,14920,22.90509284,6.91708535,0.269,132
7/31/2011,39.64,117.23,266.71776,211.04064,761.3,780.2,823700,55860,22.8768411,15.97221895,0.861,133
8/1/2011,39.73,117.3,243.21216,211.06896,745.2,748,313600,72400,22.8768411,6.134727017,1.31,132
8/2/2011,40.09,117.6,334.26096,211.46544,692.9,698.9,601600,87730,22.8768411,11.74931956,1.56,132
8/3/2011,40.27,117.75,276.20496,212.28672,1219,1238,1568000,49590,22.87330964,30.50789473,0.674,135
8/4/2011,41.14,118.47,504.69072,212.8248,1572,1588,1481000,44180,22.87330964,28.81129255,0.555,137
8/5/2011,42.42,119.5,639.55056,216.42144,1488,1503,946000,35170,22.85918377,18.40968896,0.544,137
8/6/2011,43.71,120.52,709.21776,280.45296,1994,2080,1963000,66590,22.6649531,38.24196738,1.24,138
8/7/2011,44.78,121.35,900.12288,543.06432,1849,2123,1020000,60300,21.86331017,20.01674387,1.01,137
8/8/2011,45.63,122,854.47104,570.10992,1792,1831,1101000,81350,21.78208644,22.28357767,1.29,137
8/9/2011,46.19,122.42,768.06672,578.2944,1599,1615,703500,24250,21.75736617,14.27352332,0.467,136
8/10/2011,46.43,122.6,522.56064,437.99712,1231,1096,447200,43270,22.18467364,9.130745941,0.83,135
8/11/2011,47.05,123.06,445.53024,237.6048,1055,857.9,365100,49040,22.79561737,7.289098221,0.94,133
8/12/2011,47.45,123.35,374.73024,239.0208,1021,1028,507400,4727,22.7920859,9.894836801,0.0863,134
8/13/2011,47.69,123.53,326.01984,239.5872,1134,1142,789200,59620,22.7920859,15.38541589,0.759,135
8/14/2011,48.13,123.85,390.07968,240.94656,1012,1013,71740,25170,22.78855444,1.419767329,0.522,131
8/15/2011,48.61,124.2,405.74064,241.22976,904.8,907.9,194700,16190,22.78502297,3.779366191,0.284,130
8/16/2011,49.17,124.6,430.37904,241.54128,770,770.8,153700,90520,22.78502297,2.993881536,1.67,128
8/17/2011,49.45,124.8,339.18864,241.82448,749.6,750.7,174200,75310,22.78502297,3.416260856,1.46,127
8/18/2011,49.24,124.65,179.09568,241.82448,865.6,874.7,804300,17100,22.78502297,15.70881787,0.263,132
8/19/2011,48.96,124.45,156.07152,241.68288,813.4,818.4,491800,62980,22.78502297,9.611727625,1.02,132
8/20/2011,48.66,124.23,146.2728,241.48464,747.5,749.8,210100,14730,22.78502297,4.140588183,0.247,131
8/21/2011,48.29,123.97,128.09136,241.2864,929.1,939.3,886300,5422,22.78502297,17.30671247,0.0866,134
8/22/2011,48.16,123.87,201.69504,241.08816,794.7,795.2,66600,29650,22.78502297,1.312294103,0.6,130
8/23/2011,48.25,123.94,277.8192,241.08816,752.9,756.5,312500,5422,22.78502297,6.095830135,0.0952,131
8/24/2011,48.2,123.9,256.91904,269.4648,739.9,770.3,210100,4323,22.70026777,4.062810647,0.0792,131
8/25/2011,48.13,123.85,282.492,299.54064,733.8,766.9,306400,43290,22.60844964,6.03954633,0.611,131
8/26/2011,48.09,123.82,321.51696,329.55984,719.5,751.9,228900,18880,22.5166315,4.519226799,0.297,130
8/27/2011,47.98,123.74,299.0592,329.5032,925.9,935.4,897200,71930,22.5166315,17.71393065,0.941,133
8/28/2011,47.87,123.66,298.80432,329.27664,873.9,878.2,420700,51710,22.5166315,8.293977509,0.848,133
8/29/2011,47.82,123.62,316.58928,329.13504,805.5,807.4,197700,34430,22.5166315,3.92494378,0.635,131
8/30/2011,47.65,123.5,280.16976,328.54032,976.6,984.6,780600,6927,22.52016297,15.36103381,0.104,134
8/31/2011,47.79,123.6,378.6384,328.45536,1021,1030,801000,4889,22.52016297,15.75444664,0.0915,135
9/1/2011,48.34,124,513.49824,329.38992,1264,1277,1151000,66330,22.5166315,22.73076914,0.829,136
9/2/2011,48.68,124.25,663.70752,543.4608,2021,2259,2093000,61050,21.86331017,41.31331172,1.16,138
9/3/2011,48.53,124.14,939.74256,984.17664,2111,2570,1590000,35140,20.51782137,32.19137642,0.504,138
9/4/2011,48.68,124.25,1096.35216,1040.13696,2104,2169,862500,33100,20.3447795,18.53922434,0.49,138
9/5/2011,48.54,124.15,1303.03152,1342.90608,1727,2030,194300,63340,19.42659816,4.241708249,1.03,134
9/6/2011,48.39,124.04,1114.61856,1159.05264,1510,1328,133100,35980,19.9845699,2.98485587,0.651,131
9/7/2011,48.02,123.77,878.42976,993.91872,1244,1081,346000,30420,20.48956963,7.610364996,0.631,131
9/8/2011,47.65,123.5,641.98608,757.10688,1046,811.8,163000,5857,21.20998883,3.48856086,0.102,131
9/9/2011,47.79,123.6,506.7864,456.15024,942.3,644.2,254600,0,22.12817017,5.314987953,0,131
9/10/2011,47.88,123.67,427.09392,389.93808,895.2,829.8,194600,52070,22.33299524,3.894945379,1.12,129
9/11/2011,47.9,123.68,399.36864,389.06016,871.2,875.5,457900,84600,22.33299524,9.089680448,1.47,130
9/12/2011,47.99,123.75,426.47088,389.28672,832,833.8,261600,106000,22.33299524,5.179547728,1.99,129
9/13/2011,48.17,123.88,453.79968,389.73984,811.2,815.4,452900,95060,22.33299524,8.966465274,2.12,129
9/14/2011,48.14,123.86,392.60016,395.74368,773.8,782.3,266700,48350,22.3153379,5.284218375,1.12,129
9/15/2011,48.03,123.78,365.44128,395.4888,811.1,816.3,507800,60860,22.3153379,10.13647001,1.15,130
9/16/2011,47.93,123.7,365.07312,395.12064,911.9,919.3,724000,85340,22.3153379,14.40349118,1.77,132
