time,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,sub13,sub14,sub15
03-04-1960,1.905607939,20.83830261,5.284978189,0.563677251,3.974856536,11.82335377,13.0392019,10.64841557,0.758974439,3.277335167,3.574200392,14.09981012,3.712780124,2.022830726,11.30283217
04-04-1960,2.922668457,2.046872616,2.46331914,2.768693512,1.599898338,0,0.252520827,6.392040864,2.216842463,7.186732531,0,11.48377514,1.863198118,1.35636133,3.464753409
05-04-1960,4.910300612,10.2244606,9.874419755,1.845475659,8.204185168,0.589153588,6.994345605,9.014968447,7.702941641,19.35931849,22.34277916,9.616919518,2.113697453,5.055066702,8.42984234
06-04-1960,2.686759666,8.879754066,12.35353468,10.21942827,0.576263666,0,4.072379989,10.0832048,0.997846746,4.682981849,0,10.31552172,0.261987587,7.608682718,2.16694703
07-04-1960,0,1.548970342,0.238513365,0,0,0,0,7.89101503,0,0,0,0,0,0.648000853,0.047811255
08-04-1960,0,1.032646894,1.827339418,0,0.347265909,0,0,1.199967384,0.079367305,0,0,0,0.23777626,0,0
09-04-1960,4.025412526,2.922053576,6.156588609,0.101903804,6.098390619,0.178521559,1.86424464,0.908630699,0.206405786,5.310591221,7.347006917,0.121333927,0,0.108621687,0.453289347
10-04-1960,0.237239838,0,0.301929206,0,0.99725008,0,1.39936173,2.353179395,0,0,0,0,0,0,0
11-04-1960,1.013095737,0,0.616018315,0.067041978,3.142789682,0.117448397,0.192241803,0.615708664,0.004931401,0,0,0,0,0,0
12-04-1960,0.600000024,7.722507954,0,0,0,0,0,0,0,0,0,0,0,0,0
13-04-1960,0.070722811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-04-1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026244034
15-04-1960,0,0,0.419346184,0,0,0,0,0.949566441,2.961878679,2.907856368,0.192948386,13.69104671,6.605565611,1.074205024,5.627227962
16-04-1960,0,0.832569242,0.66313684,0.491464347,4.648016453,0,3.729767531,1.966159821,1.154083893,6.456533879,0.703319371,6.138151646,11.06900681,9.082152069,12.49661179
17-04-1960,0.14228873,1.31335175,3.672083622,0,2.732410431,0,0,1.359857321,2.103537079,0,0,0,0.0482356,0,1.445591481
18-04-1960,2.871587425,0,0.574383274,0.320329769,0,0,0.028319148,3.647945974,0.204652701,0,0,0,0.04222999,0,0.433251003
19-04-1960,0,6.472610474,0.634893402,1.028888931,2.349159122,9.124124527,1.438539396,4.524265409,2.231820677,0.90175733,0,0,0,0,0.114747008
20-04-1960,0.956933051,0.323616177,4.702611985,0.742040706,6.676895142,0.281336516,10.85296883,27.70684433,6.067161892,9.308637589,16.45290565,5.473469257,0,1.335987869,3.928873701
21-04-1960,0,0,0.189691015,0.588852402,0.061552753,0,10.42953412,8.867281914,6.817203043,6.204258844,15.10497284,12.80674607,2.561054488,5.703372879,14.68765668
22-04-1960,6.269286931,0,0.365571953,0,0.233900468,0,1.999218822,1.650238752,1.496694556,3.8713523,9.555310965,8.494261652,3.541107416,6.599235245,6.116820442
23-04-1960,1.987806238,6.881702423,8.982773016,2.683764458,0,0.413153023,0.148473576,3.407268167,0.177608275,0,0,0,0,0,0.300861721
24-04-1960,3.68482697,10.65365791,1.632745657,2.499087537,1.774285475,0,0.276679893,0.489272982,0.020354601,0,0,0,0.801860412,0,0.326107184
25-04-1960,7.626538672,21.73780251,2.499737188,0.102836791,1.861818473,0,0.120604058,2.281162739,0,0.075000003,0,0,0,0,1.40146889
26-04-1960,26.96642518,6.1967206,7.020855024,7.253732255,0.60251381,0,3.518580397,6.52620101,0.152357754,4.700376779,0,0.613291621,0,1.271179252,6.052007675
27-04-1960,4.528909091,0,2.863190334,1.711140479,0,11.4772768,0.436599577,0.147150159,0.037635122,2.842387125,0,0,0,0.137571599,0.774115906
28-04-1960,1.68850708,0,0.575571855,0.282612396,0,0,0.690969785,0,0,2.671659335,0,0,0,0,0.06627283
29-04-1960,0,0,0.499273658,0,0,0,0,0.632745683,0.014132964,0.292857468,0.192018941,0,0,0,0
30-04-1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-05-1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-05-1960,0.053668018,0,9.274599506,0,0,0,0,0,0,0,0,0,0,0,0
03-05-1960,6.584324032,15.36612988,4.296837397,0,0,2.243816853,0.839574347,17.41606721,0,0,0,0,0.209590077,0,1.830012619
04-05-1960,10.21708333,13.1923914,3.328297589,3.047227502,0,0,0.690969785,1.162486196,0,4.373765051,0,0,0.580151459,0.846124085,4.598448543
05-05-1960,1.027510792,2.602001905,6.52468013,0.078577094,0.350850701,0,0.353731627,2.070440948,0.142933866,9.893508926,5.845693707,0.407335311,0,0.190882696,0.702591307
06-05-1960,0.084881052,16.88493919,1.887921506,0,0,0,5.866445452,3.157516897,0.017978842,3.60919176,1.008771539,4.165060848,0.330279469,9.92642809,11.94136614
07-05-1960,0,5.452375412,0.658743512,0,0,0,0.109292954,1.03901881,0,7.601365566,0,0,0,1.372643352,1.68145252
08-05-1960,0,0,0,0,0,0,0,0.160409763,0,0.309371859,0,0,0,0,0
09-05-1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489951432
10-05-1960,0,0,0.472271584,0,0,0,0,3.046416521,0.233449804,0,0,0.584917367,0.455228582,0.870815617,2.506062115
11-05-1960,0,7.332956314,7.599798096,0.165194452,0,0.296726972,3.037969733,6.900979429,0.429554575,3.588809952,1.230231285,0.157306165,5.476060778,2.706339123,0.687715424
12-05-1960,2.962644681,5.515382767,12.90950693,2.694092087,11.66009172,0.513040364,0.508966953,0.470809847,0.832813875,5.433730662,0.149716228,0.110889733,0.446703504,3.425449849,3.820852949
13-05-1960,6.646671772,0,5.511233152,6.80543647,15.00814374,0,7.803938071,0.701598942,1.081949362,7.514644504,4.503528781,0.396501929,0.249853487,0.213656359,1.228959789
14-05-1960,1.62434113,1.48625505,10.69709191,5.935137351,4.555818399,0.749974787,17.47074858,2.273760736,4.889068193,0.180655111,0.090956338,1.389540553,0.569447023,1.230357234,0.796708792
15-05-1960,4.014238089,2.746840954,12.23746272,7.733949711,3.265296857,13.39365482,14.3371644,21.81542826,1.983199842,0.387370557,7.582709312,11.09408641,2.015894411,5.873774867,1.803379302
16-05-1960,8.418900371,12.10412693,1.240398445,5.699489534,16.06803767,0,2.460645994,2.903727219,3.448954484,0.818734393,21.30459879,27.78385401,6.788671305,10.19563911,8.774884666
17-05-1960,9.02315712,0,12.78818499,14.73271914,24.45781517,152.6067505,20.82176292,8.977834582,12.23716666,12.24387546,2.40300842,10.93981338,12.55919596,7.512771176,1.231226409
18-05-1960,17.16203868,1.838111401,11.09084605,1.665224377,2.9405221,1.58558929,9.244093398,12.44459867,11.7101486,4.378599472,0.065690689,2.491954207,6.123134116,3.632951087,0.31917275
19-05-1960,8.144043446,29.78385162,7.563917772,1.279697705,19.2476023,0.479189456,11.29050839,6.559367895,1.768062344,2.562264398,6.314994633,0,13.03214269,5.149028623,4.397244332
20-05-1960,1.375705957,6.045850754,0.907955573,3.712089414,5.433690707,29.36148453,0.154656202,3.04747355,1.952251507,3.955862537,0.180518016,16.74968529,1.397012234,3.385115981,4.483826545
21-05-1960,1.178871423,0,2.091393273,0.765717596,15.17999013,0,0.507823199,6.592729747,0.997047963,17.24173796,2.049096584,5.28591156,1.044204732,4.754533506,1.489166016
22-05-1960,4.063059948,3.62485075,1.772496616,0.660726305,0,3.445004702,1.65559646,10.04834771,0.015248725,5.905496083,0.207178339,0,0,0.466447219,0.319374782
23-05-1960,0.278946251,1.709771991,4.201801946,0,0.360884209,0,0,4.930927426,0.082479754,8.208888918,0,0,0,0.168003746,0.013341919
24-05-1960,5.280737191,4.364342213,3.659854899,1.647323728,0,0,0,3.841882408,0,4.309128016,0,0,0,0.125817395,0
25-05-1960,0.100000001,0,0.127480477,0,0,0,0,1.517240524,0,1.292738475,0,0,0,0,0
26-05-1960,0,0,0.464095712,0,0,0,0,1.09855628,0,0,0,0,0,0,0.757985895
27-05-1960,0.041283093,0,0.925444067,0.268062949,0,0,0,2.133053396,0.068996612,0.861825652,0,0,0,0,0
28-05-1960,0.041283093,0,2.420136213,0.320575941,0,0,0,6.488680363,2.27480602,1.077282004,0,0.545148075,0.037669934,0,0.015937085
29-05-1960,0.409204036,1.072393417,5.0638914,0.950697005,1.770126725,0,0,4.844745785,2.767738051,17.16638851,0,7.646595955,0.063795472,0.888743286,0.226640366
30-05-1960,1.11048463,12.53193474,3.897308238,1.823300363,8.587560336,4.981408596,9.389603853,19.62271285,3.700784308,9.56218946,0.693631828,0.307851255,0,2.135593498,0.562851051
31-05-1960,1.665486241,5.297359467,4.354622649,0,0,0,0,6.920478344,0,1.723651305,0,0,0,0.218795572,0
01-06-1960,0.965195738,0.299099803,2.753813743,0,0,0,0,8.044200659,0.028133321,11.23044491,0,0,0,0,0.066642784
02-06-1960,0,0,0.231923871,0.473416281,0,0,0,1.483151913,0.981145884,2.184516253,0.803567231,1.170928836,0.326898148,0.593580024,0.741473664
03-06-1960,0,2.12524271,0.026406785,0,0,0,0,0.581588626,1.932608218,0,0,15.29319191,0.488561948,0.434550694,0
04-06-1960,0.528931916,0,0.075031664,1.7034084,0,0,0,0.470532417,0.98678894,0.861825652,0,0,0,0,0.094517633
05-06-1960,0,0,0.019359387,0.066963663,0,0,0,0.489272982,0,0.861825652,0,0,0.116314103,0,0
06-06-1960,0,0,0,0.282190959,0,0,0,1.430892587,0.689234264,0.209580407,0,0,0,0,0
07-06-1960,1.802170992,0.764158666,7.536812425,4.020254562,3.882899602,0,0.037679079,5.656988502,4.88635617,5.591750354,0,0,0,0,0
08-06-1960,0.400000006,8.294085503,2.163605118,4.978877979,0.877236207,0.295969963,0.34070462,2.828046083,1.080111283,3.231846139,0,0,1.282574122,0,0
09-06-1960,0,0,0.251005232,2.843336465,1.178777496,0.425738662,0.434722354,4.47515583,1.095601845,6.248236269,0.232094586,4.461774349,6.557758808,0.481740481,0
10-06-1960,0,1.665138483,0.191114108,7.073358942,0,0,0.037679079,1.284904122,2.225942752,4.881815955,0,0.340386555,0.052611922,0.230027097,0.086060256
11-06-1960,0.053668018,0,2.386025151,7.530328939,0,0,0,8.039305687,2.434241364,10.79447097,1.827215433,15.6573143,0.43853786,2.923188073,0.271798054
12-06-1960,2.021393299,3.271752834,3.521225944,1.266814414,0,0,4.399533947,5.955427587,0.729033337,21.39386436,4.058937207,5.645821691,3.76103203,3.985301512,0.149234935
13-06-1960,0.873721808,1.367462635,1.175354838,0.062153483,0,0,0,3.244023591,0.554835109,5.386410385,0,1.10392487,0,0.013688145,0
14-06-1960,0.65117088,0.547742963,0.805465195,0,0,0,0.056149215,4.02810359,0.082028713,18.80224018,0,1.966267467,0,0.055870805,0.015937085
15-06-1960,0.249159209,1.455285192,1.129391789,0,2.283001105,0,0,3.131099701,0.382806561,4.918496519,3.826883316,0,0.388840119,0.736629035,1.232115823
16-06-1960,0.102270715,0.15200153,1.220698953,0.21555605,0,0,0,2.974787988,0.242176623,2.684783757,6.493398666,5.144129992,16.56019814,1.455349913,5.459588242
17-06-1960,0.269841969,0.308906347,1.43962427,0.133087292,0,0,0.020686553,1.377358109,0.931547269,4.621443927,0,1.310844898,0,0.037247202,0.560663812
18-06-1960,1.313636661,0,0.104824901,0.094454966,0,0,0,0.456740215,0.032821883,1.878695071,0,0,0,0.02268954,0.782405332
19-06-1960,0.164376944,0.284390002,0.304163218,0.022908621,0,0,0,1.310882211,0.065995372,0.161742136,0,0,0.627651056,0,0.787004108
20-06-1960,0.343129158,9.851198196,1.083159089,0.009443603,2.283001105,0,0.060087785,1.306552768,0.327564547,2.370020479,0,0,0,0,0
21-06-1960,0.473209709,0.210840866,0,0,0,0,0,2.553204022,0.77686015,1.292738475,0,16.0214386,0,0.637353795,0
22-06-1960,0.424555503,5.490151882,0.449713975,1.815733497,0,0,0,5.425393254,1.704135558,6.679148734,0,1.914809227,0.069461967,0.03016021,0
23-06-1960,6.06195879,0.9551512,7.210046304,0.370920759,1.599898338,0,0,8.898100257,0.445388266,21.70959738,0.401783615,1.456494331,0.881687959,0.170318889,0.173319152
24-06-1960,3.309869766,7.94465065,6.567051291,1.374169471,2.05550313,0.357043117,1.017269323,16.71522701,0.685435211,8.695220813,0,0.149868816,0,0.110288886,0.351199922
25-06-1960,4.213750601,7.11646843,4.083004253,0,1.13251241,0,0.050977578,4.427665114,0.412280494,3.016389892,0,0,1.402201474,0,0
26-06-1960,4.472730309,8.91695118,0.719785379,0.291969311,0,0.382734776,0.64825548,6.980035961,1.193325102,11.20373368,0,0,0,0,0
27-06-1960,3.820780192,5.243858814,0.089994797,0.386233933,0,0,0.045067136,3.308237195,0.193240486,1.723651305,0,0,0.135483563,0.078141272,0
28-06-1960,4.477903552,0.186324477,4.048328251,0.390662088,0,0,0,1.382434487,0.163463265,0,0,0,0,0,0
29-06-1960,17.07103601,13.37916756,13.01884679,0.143571556,0,0,0.056638295,7.825201757,0.062161589,0,0,0,0,0,0
30-06-1960,15.68706059,22.29501152,10.89831313,0.407700533,1.268501053,0.262323856,0.941778765,15.99000597,0.51887877,10.77282077,0,0,0.053372314,0.340161975,0
01-07-1960,22.32521999,21.94502258,21.82920771,0.068158276,6.362288793,0,0.908334618,28.39423823,0.812679557,12.49113756,0,0.728247166,0.77924491,0.053860449,0
02-07-1960,26.42929947,27.25413895,25.13220556,1.160850115,3.111236374,0,8.085239843,44.71110296,1.038638001,33.53629363,0,0,0,0.796595135,0.087700847
03-07-1960,23.79012132,29.48855782,28.84854038,0.779124831,3.625471989,9.783041,6.924571797,60.25731754,1.26680912,33.68988636,0.265211612,4.369483471,0,2.053767685,0.809967667
04-07-1960,19.45716584,37.15779114,19.0925797,1.425046158,6.594770114,3.570583582,8.083292723,35.42742729,1.737131901,39.5411998,3.87529844,2.60029301,0.065295889,7.134640834,1.272188714
05-07-1960,5.105366766,10.90307903,5.180144951,0.148908419,0,0,0.222957611,7.407165557,0.376423426,6.463692278,0,8.964806557,0,1.926842996,0.060560927
06-07-1960,1.82857573,3.356867552,6.245767037,1.217346542,6.984991481,0,0.043037906,8.033359051,6.768286623,1.797620863,2.135400772,37.27798462,7.4600314,1.835836581,1.561518783
07-07-1960,3.857357025,4.298942566,2.65531288,8.553736905,16.24085468,20.25177574,4.867467309,6.208284497,19.10604719,5.921991527,6.702922821,20.62144184,28.86217248,15.84241021,7.570821422
08-07-1960,3.416266624,1.728495002,6.900920343,0.717323975,5.303034147,0,0.167658587,2.858647346,2.140869475,0.036984779,0,28.0401431,0,1.097031764,1.444748429
09-07-1960,1.317672014,0,0.424379736,2.931199266,9.691847483,0,1.74559337,1.500052251,7.010132323,3.793284625,0.742415309,11.67249332,6.47843797,4.099280896,5.269845516
10-07-1960,0,0,2.831861451,0.132478662,0,0,0,0.23078914,12.78431818,0.450983897,5.044255137,14.29132652,2.209337473,6.162699248,11.92006038
11-07-1960,0.88651967,0,0.280465718,1.468405351,10.44553316,0,0,0,8.610141861,7.581004143,0,15.93457031,2.672911505,2.756132802,10.48234496
12-07-1960,0,0,0,9.879724219,10.79362218,13.1102953,3.987160941,0,19.58897695,10.49824703,17.11099291,5.202498913,8.775703271,10.02021695,4.427634063
13-07-1960,0,0,0.050172891,0,0,0,0.099738737,0.674798071,1.186919982,4.443913117,0.9165048,0.082333736,0.165439616,0.034661859,2.080844204
14-07-1960,0,0,0.093744084,0.226238802,3.649206161,0,0.594576796,2.945944622,0.519644836,0,0,0,3.640719424,0.326146943,1.995749896
15-07-1960,0.131841362,0,0.215266662,0.091810249,0,0,0,0.048732374,1.560220857,8.592314959,0,0,9.179651042,0.704397417,9.465600811
16-07-1960,2.358563252,15.32773113,4.930405372,17.27517675,4.492768923,25.04099464,1.673170236,14.28298509,4.278967114,2.757582352,4.893300906,13.64484149,1.368901027,3.519248324,17.1025806
17-07-1960,7.702822238,8.681430817,15.33141767,18.81927999,2.934540709,17.68594551,11.49913879,7.131325483,4.155108215,6.51902619,6.526266098,11.57026696,3.517577636,6.692693799,6.722371371
18-07-1960,0.781073891,0.487227112,5.299828996,6.703833955,15.48071734,0.361232817,1.630510427,8.992927194,9.184534353,10.54861701,0,10.5684967,13.6107773,1.44743969,3.002137378
19-07-1960,9.05966109,8.909832954,6.739836073,2.503549817,11.30729691,27.10428619,14.21082775,12.10582542,19.08706348,17.97933757,25.18481064,15.97567034,32.73208189,13.19242709,9.660452445
20-07-1960,4.597074181,6.355647564,4.920796494,3.483174718,6.423755328,20.39218903,8.233235916,16.34476447,8.016562015,11.65087092,15.23097706,11.90290439,17.40277594,14.71943069,8.770154148
21-07-1960,2.541032314,6.66873312,4.578594638,0.673875824,2.059813658,6.164937973,3.18324092,4.629001886,0.091594118,8.054977804,0.120592736,0.558089733,2.457220159,4.631455387,1.316977117
22-07-1960,2.355675992,5.262271881,5.534827121,0.787848165,1.599898338,0,0.304332477,4.682950534,0.655418158,0,0,0,0.646506711,0.148468426,2.48948259
23-07-1960,2.388425201,1.560370207,8.183294654,0.21555605,2.049307982,0,0.03398298,7.354821816,0.389572212,5.379920699,0,2.985813379,0,0.084840851,2.879273812
24-07-1960,3.804047517,23.54187202,10.66790088,0,0.4922146,0,0.024380582,6.530061364,1.279186373,17.28945476,3.372687519,5.368374042,3.301967937,1.328018438,1.00791346
25-07-1960,4.742209867,13.4157238,10.86696793,1.158973968,0.170228387,0.189848229,1.286503618,12.50591579,0.668034621,6.069559872,0,1.529319048,0,0.180896593,0.248491298
26-07-1960,11.71609712,25.86816406,10.88892247,0.693410623,3.830223123,0.28339541,3.466237128,22.97124863,3.927897983,11.71567227,0.9165048,0.818173937,0,0.745008625,0.091658647
27-07-1960,11.05373655,35.20559311,13.76244403,1.215757132,0,0.238559291,0.935441981,17.10063416,0.227952322,14.31874949,0,0.436948329,0,0.199711531,0.07968543
28-07-1960,7.011975601,29.46119881,21.10659477,0.382268138,3.124377648,3.471674681,0.898050523,26.32658505,1.344621142,16.6850602,1.037097573,0.093167134,0,0.546158846,0.07286864
29-07-1960,12.51861764,32.05311966,7.86502351,0,1.599898338,0,0.379095785,20.71894675,0.529725945,10.77282077,0,0.436948329,0,0.246917837,0.268168263
30-07-1960,4.603762534,14.02848244,3.818197848,0.721121401,0,0,0.184765557,13.36945008,0.131906853,10.77282077,0,0,0,0.038490453,0.008894612
31-07-1960,9.302140296,16.41098022,4.36830315,0.065142974,0,0,0.70789736,11.01094559,0.13208986,19.3910768,0,0,0,0,0
01-08-1960,8.236793891,14.35554409,5.314205842,0.133087292,1.264429649,0,0.390825917,11.81914055,0.192769421,18.7447083,0,0,0,0,0.047811255
02-08-1960,10.65782994,21.00541306,11.66693609,0.459715406,5.482797623,0,0.950770174,11.61564684,0.905605712,12.35772765,0,0,0,0,0.072758151
03-08-1960,3.825836539,26.10230446,5.4785558,1.196094761,3.649206161,0,1.47153839,16.25193083,0.647608274,22.76270515,0,0.436948329,0,0.012415735,0.243750493
04-08-1960,5.383018672,12.54539013,9.110033102,0.169233754,0,0,0.454659154,20.94737346,0.149921773,29.50064403,0,0,0,0.176830351,0.215368008
05-08-1960,9.552823707,24.01070404,18.1834527,0.315461586,1.360012809,0.158623189,2.851516128,24.88722944,0.152562075,28.02795225,5.008149147,1.162824899,0,4.056361388,1.25847166
06-08-1960,7.126234062,29.68419075,5.126260894,5.779507004,7.752396266,22.36662865,10.48990289,11.4132722,2.200591028,11.3828317,0,2.76733923,0,0.116894564,0.057578035
07-08-1960,1.523070753,11.78722477,2.02458171,0.220816678,6.020389557,2.78233242,0.247990996,6.424854994,0.709635999,17.4519695,0,0.124890685,0.523975174,0.056019552,0.200459073
08-08-1960,2.036020666,6.298034191,0.644870281,0,1.13251241,0,0.393746411,1.224120587,0.462493059,0,0,0.509773016,0.082111254,0.135603994,0
09-08-1960,3.716502041,3.794830322,2.29853797,0.042405039,0,0,0.839687914,5.309760302,0.141320115,4.096823156,0,0,1.56575642,0.259128656,0.060560927
10-08-1960,3.435669184,5.542198658,2.26803875,0,0,0,0.176305609,5.444957852,0.016203153,5.817323327,0,0,0,0,0
11-08-1960,4.709569544,6.594804764,1.466997385,0,0,0,0.039646807,6.683862805,0,8.327125281,0,0,0.062539692,0,0
12-08-1960,1.323584005,4.628251076,1.30556798,0,0,0,0.101707503,5.979312479,0,5.386410385,0,0,0,0,0
13-08-1960,0.532579176,6.805705547,1.018228491,1.242703994,0.430630644,0,0.750320857,4.855681121,0.613303751,7.55302909,0,0,0,0.075520773,0
14-08-1960,0.896200955,3.926520348,0.15839076,0.17519266,0,0,0.1530719,1.555748388,0.591936044,0,0,4.35176003,0.385030746,1.256126082,0.070232378
15-08-1960,0.619268358,4.608716488,0.179531038,0,0,0,0,1.045692042,0.026041153,0,0,0.574497163,0.176143666,0.834643468,0
16-08-1960,0.399647743,0,0.097579993,0.048928892,0,0,0,0.367875367,0,1.175017193,0,0,0,0,0
17-08-1960,0.842750251,1.411417365,0.036685478,0,0,0,0,0.699586153,0,0,0,0,0,0,0
18-08-1960,1.701657057,4.009050846,0,0,0,0,0.020686553,1.125482962,0,0,0,0,3.885985851,0,0
19-08-1960,0.848557234,1.418996811,0,0.117124163,0,0,0,0.117720127,0.124562118,0,0,2.985813379,0,0.084840851,0
20-08-1960,0.826692032,3.020943165,0.191458628,0.155368,0,0,0,1.766369343,0.112506131,0.683149502,0,1.019546032,0,0.028970046,0
21-08-1960,0.12384928,2.249579668,0.219701752,0.709811399,0,0,0.041373106,1.874540508,1.102340645,0.064187594,1.037097573,7.775187016,0.454275548,1.025795519,0.110454713
22-08-1960,0.272234313,3.670724869,2.693863908,2.625456274,0,0.249422684,0,1.103278041,0.849802399,2.800933421,0,2.518200636,0,0.155564955,1.370754325
23-08-1960,0.441707209,1.499676228,0.907045169,0.658973694,0,0,1.056151306,1.73457849,0.413456852,6.855710536,0.602675438,0.174846947,5.012134433,0.544110667,0.338274685
24-08-1960,0.483240038,7.932043552,0.459683381,0,2.297874371,0,0.691660148,2.261350416,0.017576677,3.231846139,0,0.511882722,0,0.294098455,0
25-08-1960,0.600000024,1.622258067,0.203947693,0,0,0,0.810424676,1.843034267,0.149246499,0.525889326,0,0,0.06158344,0.019007361,0.304401855
26-08-1960,0.239441946,0.945613265,0.011540405,1.911494901,0,0,0.062798465,1.124399841,1.361195617,0,0,0,0.087686539,0.341518851,0.012974733
27-08-1960,0.495491199,2.242733955,0.572432064,1.689032602,0,0.993390322,0,0.407863401,1.542329872,0.181244001,0,9.976986885,0,1.083837599,1.989643817
28-08-1960,0,0.682942867,0.148268938,0.125116318,11.41622543,0,1.211037894,0.632745683,5.139138561,5.290158808,12.41418648,9.397316933,17.47678093,9.632391087,1.951980129
29-08-1960,0,0,0.419346184,0.341802566,0.04678009,0,0.047283555,0.319904268,6.123925706,15.60875842,2.823707879,5.022469521,12.86800748,2.34956766,16.98103117
30-08-1960,0,0,0,4.729625051,4.399735451,0.213405952,0,0,26.80710125,13.75651816,25.5769124,2.208682925,8.430003295,4.330636237,15.42802179
31-08-1960,0.920612931,0,2.696995368,19.00736339,0.977890094,6.091815472,3.770651946,3.003762186,8.720990545,2.025893211,6.473295689,8.606300592,3.579482595,4.020534762,1.805207419
01-09-1960,1.473065734,1.615001559,2.890705131,0.648791889,0,0,0,1.173211634,3.532997613,2.241833821,0,2.320011616,5.543419282,0.585977056,3.645827753
02-09-1960,0.244630098,0.547742963,1.059413791,1.312317412,0,0.262323856,0.056149215,3.467489302,1.18144954,0,1.564886332,0.342607319,0,0.02915654,0.075172156
03-09-1960,0.028898166,0,0,1.483617723,0,0,0.030291026,0.278513759,0.93741538,0,0,0,0,0,0
04-09-1960,0.074309565,0,1.894632079,0.130840246,0,0,0,0.117720127,0.033676918,0,0,0,0.190954958,0,0.040190123
05-09-1960,0.51868337,0,0.215122182,0,0,0,0.01699149,5.32676506,0.37001827,0,0,2.76733923,0.201727428,0.078632985,0
06-09-1960,0.408771554,0.682942867,0.081435002,1.519793441,0.431655844,0.481382012,0.070004987,1.294901162,0.607702119,0.036984779,0.71945399,4.577578068,0.771715626,0.395557753,0
07-09-1960,0.086718569,1.515512109,0.182976007,5.778572559,0,0.262323856,0.073141744,2.217073917,4.104215963,3.471715406,0,2.832665443,0.041202406,1.304099123,0
08-09-1960,0.160798285,2.34808135,0.326357692,1.36757908,0,0.154814065,0.197210809,2.666424885,2.464237803,9.790121794,0,0.408861071,0,0,0.11275823
09-09-1960,0,5.761023998,0.272507273,1.04658181,0,0,0,1.622821182,0.512111976,4.309128016,0,1.602143884,0,0.045524359,0.050114768
10-09-1960,0,0,0,0.409548096,0,0,0.028074607,1.052684039,0.480515432,6.211746231,0,0,1.506755362,0,0
11-09-1960,0,0,0,0,0.764801502,0,0.789163669,0.241280235,0.360756757,2.931332424,12.73654079,0.817722142,5.152079304,1.359742261,0.188253816
12-09-1960,0,0,0.697581624,0,12.76762581,0,0,0.119732909,4.485465034,6.972606868,0,11.92538428,1.14960746,1.24130497,4.387801334
13-09-1960,0.366623707,0,1.527517642,3.645647668,21.71358649,2.41294241,6.975530386,9.648798227,36.11540643,13.06199753,32.40485668,33.92052841,26.8956368,34.08815295,13.59810825
14-09-1960,8.866254479,5.787400246,11.72780894,19.26554495,16.06712524,40.43989182,17.7325321,7.789808452,25.87631295,0.409456134,3.198462009,3.051281452,0.053864593,3.872866926,4.722900583
15-09-1960,0.126166809,0,2.090941072,2.371422042,15.8664705,0,4.834583859,0.821609259,3.13260312,6.06533277,0.213880345,0,0,0,1.756108338
16-09-1960,1.763068929,1.010074735,1.611040077,12.54720601,10.65200734,0.145636007,2.090348363,8.689668745,7.824225406,3.017812207,1.134516358,4.310620517,1.885156224,0.191705316,0.413902947
17-09-1960,12.47672558,0.284826308,10.31416757,26.46333269,5.616586248,83.37793732,2.192206231,2.17343384,12.15310389,8.477168888,7.30383563,6.04804787,2.873555322,1.635902452,1.982799043
18-09-1960,6.993738055,7.562796116,6.257445966,8.303120941,9.517477036,15.14045906,4.876258274,4.167164043,4.243319038,1.885573164,1.225316867,4.380947135,4.840300222,0.205377638,0.062643463
19-09-1960,6.118863583,6.420116901,7.784393432,8.795256476,14.65459371,17.41552734,9.933538377,1.087797105,3.329801787,0.125,1.304067731,1.84950316,4.251231243,1.073395299,0.398623625
20-09-1960,4.409070857,0.679201186,1.956341539,3.094232215,1.833591302,0,0.135580827,1.379764475,3.88970799,4.027238652,0,4.515132427,0.028416261,0.391988177,0.088704746
21-09-1960,3.288965523,1.621319175,2.245908516,7.896217148,8.76489226,5.787730217,0.314548293,4.019926585,21.18655889,13.33574355,0.655665249,10.05623287,8.367619053,1.009534821,0.310242472
22-09-1960,10.65212458,1.31335175,4.896117769,18.03944548,12.13623297,18.86799812,7.643208683,8.524708085,6.76042348,11.37878013,2.8351928,0.95987606,3.0514356,1.156693764,0.017501272
23-09-1960,2.89607197,1.117395639,7.140597324,9.57242467,4.355624596,4.035680771,3.837982873,10.71129471,2.987716646,12.03847498,12.71056724,5.993649721,9.713429064,1.237856971,0.019029609
24-09-1960,2.686621994,4.993595123,4.167083949,4.148282811,0,0,0.559821156,11.94484681,2.868872725,6.463692278,0,1.639168888,2.22415262,1.505502922,0.021624555
25-09-1960,1.243478224,7.105785847,2.934841827,1.491539848,0,0,0.056149215,4.749336153,1.972737311,8.833712488,0,5.170555115,0.999522054,0.197711349,0.050114768
26-09-1960,0.302874245,4.832586288,3.137882213,1.798506379,0,0,0,2.147437759,0.244336632,11.95783091,0,0,0.094290584,0,0
27-09-1960,0.307627529,0.969860971,0.364043474,0.034861825,0.181016962,0,0.144559284,1.760609746,0.110658644,6.348424375,1.190684795,1.551445007,0.221244901,0.353733763,0.494899605
