Date,Observed Storage
20180105,8.49
20180106,8.48
20180107,8.47
20180108,8.47
20180109,8.46
20180110,8.45
20180111,8.45
20180112,8.44
20180113,8.43
20180114,8.42
20180115,8.42
20180116,8.42
20180117,8.4
20180118,8.4
20180119,8.39
20180120,8.38
20180121,8.37
20180122,8.37
20180123,8.36
20180124,8.35
20180125,8.32
20180126,8.29
20180127,8.25
20180128,8.21
20180129,8.17
20180130,8.13
20180131,8.09
20180201,8.05
20180202,8
20180203,7.94
20180204,7.91
20180205,7.87
20180206,7.84
20180207,7.8
20180208,7.76
20180209,7.72
20180210,7.68
20180211,7.64
20180212,7.6
20180213,7.56
20180214,7.52
20180215,7.48
20180216,7.44
20180217,7.39
20180218,7.35
20180219,7.33
20180220,7.31
20180221,7.29
20180222,7.27
20180223,7.25
20180224,7.21
20180225,7.15
20180226,7.08
20180227,7.06
20180228,7.04
20180301,7.03
20180302,7.01
20180303,6.99
20180304,6.97
20180305,6.95
20180306,6.93
20180307,6.91
20180308,6.88
20180309,6.85
20180310,6.83
20180311,6.8
20180312,6.78
20180313,6.76
20180314,6.72
20180315,6.66
20180316,6.61
20180317,6.57
20180318,6.5
20180319,6.45
20180320,6.4
20180321,6.35
20180322,6.31
20180323,6.26
20180324,6.22
20180325,6.17
20180326,6.13
20180327,6.08
20180328,6.06
20180329,6.04
20180330,6.02
20180331,6
20180401,5.98
20180402,5.96
20180403,5.94
20180404,5.92
20180405,5.89
20180406,5.87
20180407,5.85
20180408,5.83
20180409,5.78
20180410,5.73
20180411,5.67
20180412,5.62
20180413,5.56
20180414,5.51
20180415,5.45
20180416,5.4
20180417,5.34
20180418,5.29
20180419,5.23
20180420,5.17
20180421,5.12
20180422,5.06
20180423,5.03
20180424,5.01
20180425,4.99
20180426,4.96
20180427,4.93
20180428,4.9
20180429,4.87
20180430,4.83
20180501,4.79
20180502,4.75
20180503,4.71
20180504,4.67
20180505,4.65
20180506,4.63
20180507,4.61
20180508,4.59
20180509,4.57
20180510,4.55
20180511,4.53
20180512,4.51
20180513,4.5
20180514,4.48
20180515,4.47
20180516,4.46
20180517,4.45
20180518,4.44
20180519,4.43
20180520,4.42
20180521,4.41
20180522,4.4
20180523,4.39
20180524,4.37
20180525,4.36
20180526,4.35
20180527,4.37
20180528,4.42
20180529,4.52
20180530,4.63
20180531,4.81
20180601,5.04
20180602,5.34
20180603,5.69
20180604,6.09
20180605,6.26
20180606,6.34
20180607,6.36
20180608,6.36
20180609,6.35
20180610,6.41
20180611,6.69
20180612,7.46
20180613,9.97
20180614,13.23
20180615,16.44
20180616,18.08
20180617,18.51
20180618,18.93
20180619,19.17
20180620,19.54
20180621,19.93
20180622,20.24
20180623,20.57
20180624,20.9
20180625,21.15
20180626,21.36
20180627,21.61
20180628,21.87
20180629,22.31
20180630,23.49
20180701,24.2
20180702,24.45
20180703,24.6
20180704,24.75
20180705,24.84
20180706,24.75
20180707,25
20180708,25.16
20180709,25.87
20180710,26
20180711,27
20180712,29
20180713,31
20180714,33
20180715,35
20180716,35
20180717,35.17
20180718,34.84
20180719,34.77
20180720,34.5
20180721,34.41
20180722,35.01
20180723,35.11
20180724,34.47
20180725,34.55
20180726,34.55
20180727,34.47
20180728,34.35
20180729,34.62
20180730,34.86
20180731,35.05
20180801,35.25
20180802,35.46
20180803,35.73
20180804,35.91
20180805,36.05
20180806,35.97
20180807,35.97
20180808,36.07
20180809,36.19
20180810,36.36
20180811,36.36
20180812,36.21
20180813,36.14
20180814,36.29
20180815,35.94
20180816,35
20180817,34.52
20180818,34.84
20180819,34.38
20180820,34.26
20180821,34.06
20180822,34.32
20180823,34.69
20180824,34.71
20180825,34.62
20180826,34.59
20180827,34.52
20180828,34.62
20180829,34.85
20180830,35
20180831,35.33
20180901,35.49
20180902,35.58
20180903,35.17
20180904,35.61
20180905,35.61
20180906,35.51
20180907,35.37
20180908,35.22
20180909,35.1
20180910,34.97
20180911,34.78
20180912,34.61
20180913,34.51
20180914,34.39
20180915,34.21
20180916,33.97
20180917,33.97
20180918,33.49
20180919,33.25
20180920,33.06
20180921,32.78
20180922,32.5
20180923,32.25
20180924,31.94
20180925,31.63
20180926,31.4
20180927,31.29
20180928,31.35
20180929,31.4
20180930,31.34
20181001,31.24
20181002,31.17
20181003,30.99
20181004,30.72
20181005,30.45
20181006,30.19
20181007,29.98
20181008,29.81
20181009,29.6
20181010,29.3
20181011,29.09
20181012,28.82
20181013,28.52
20181014,28.23
20181015,27.95
20181016,27.67
20181017,27.47
20181018,27.29
20181019,27.21
20181020,27.02
20181021,26.84
20181022,26.65
20181023,26.42
20181024,26.12
20181025,25.88
20181026,25.51
20181027,25.17
20181028,24.83
20181029,24.45
20181030,24.08
20181031,23.7
20181101,23.33
20181102,22.92
20181103,22.64
20181104,22.33
20181105,21.93
20181106,21.57
20181107,21.22
20181108,20.87
20181109,20.48
20181110,20.11
20181111,20.04
20181112,19.96
20181113,19.9
20181114,19.84
20181115,19.75
20181116,19.55
20181117,19.55
20181118,19.67
20181119,18.88
20181120,18.69
20181121,18.51
20181122,18.28
20181123,18.04
20181124,17.81
20181125,17.61
20181126,17.4
20181127,17.21
20181128,17
20181129,16.78
20181130,16.63
20181201,16.55
20181202,16.51
20181203,16.44
20181204,16
20181205,16
20181206,16
20181207,16
20181208,15
20181209,15
20181210,15
20181211,14.82
20181212,14.6
20181213,14.35
20181214,14.14
20181215,13.93
20181216,13.57
20181217,13.2
20181218,12.85
20181219,12.57
20181220,12.3
20181221,12.07
20181222,11.8
20181223,11.56
20181224,11.32
20181225,11.13
20181226,10.96
20181227,10.79
20181228,10.62
20181229,10.44
20181230,10.27
20181231,10.03
20190101,9.83
20190102,9.67
20190103,9.64
20190104,9.62
20190105,9.6
20190106,9.58
20190107,9.56
20190108,9.56
20190109,9.55
20190110,9.55
20190111,9.51
20190112,9.39
20190113,9.28
20190114,9.16
20190115,9.03
20190116,8.88
20190117,8.72
20190118,8.56
20190119,8.41
20190120,8.25
20190121,8.04
20190122,7.85
20190123,7.7
20190124,7.54
20190125,7.39
20190126,7.23
20190127,7.22
20190128,7.21
20190129,7.2
20190130,7.2
20190131,7.19
20190201,7.19
20190202,8
20190203,7.94
20190204,7.91
20190205,7.87
20190206,7.84
20190207,7.8
20190208,7.76
20190209,7.72
20190210,7.68
20190211,7.64
20190212,7.6
20190213,7.56
20190214,7.52
20190215,7.48
20190216,7.44
20190217,7.39
20190218,7.35
20190219,7.33
20190220,7.31
20190221,7.29
20190222,7.27
20190223,7.25
20190224,7.21
20190225,7.15
20190226,7.08
20190227,7.06
20190228,7.04
20190301,7.03
20190302,6.41
20190303,6.31
20190304,6.19
20190305,6.12
20190306,6.08
20190307,6.08
20190308,6.08
20190309,6.08
20190310,6.08
20190311,6.08
20190312,6.08
20190313,6.08
20190314,6.07
20190315,6.07
20190316,6.07
20190317,6.06
20190318,6.06
20190319,6.06
20190320,6.05
20190321,6.05
20190322,6.05
20190323,6.04
20190324,6.04
20190325,6.04
20190326,6.03
20190327,6.03
20190328,6.02
20190329,6.01
20190330,6
20190331,5.98
20190401,5.94
20190402,5.9
20190403,5.81
20190404,5.71
20190405,5.62
20190406,5.59
20190407,5.51
20190408,5.45
20190409,5.44
20190410,5.43
20190411,5.42
20190412,5.41
20190413,5.4
20190414,5.38
20190415,5.37
20190416,5.35
20190417,5.34
20190418,5.32
20190419,5.31
20190420,5.29
20190421,5.28
20190422,5.26
20190423,5.25
20190424,5.23
20190425,5.22
20190426,5.2
20190427,5.19
20190428,5.17
20190429,5.16
20190430,5.14
20190501,5.13
20190502,5.11
20190503,5.1
20190504,5.08
20190505,5.07
20190506,5.05
20190507,5.04
20190508,5.03
20190509,5.02
20190510,5.01
20190511,5
20190512,4.99
20190513,4.98
20190514,4.97
20190515,4.51
20190516,4.46
20190517,4.45
20190518,4.44
20190519,4.43
20190520,4.42
20190521,4.41
20190522,4.9
20190523,4.89
20190524,4.88
20190525,4.87
20190526,4.86
20190527,4.85
20190528,4.85
20190529,4.84
20190530,4.83
20190531,4.82
20190601,4.81
20190602,4.8
20190603,4.8
20190604,4.8
20190605,4.8
20190606,4.8
20190607,4.8
20190608,4.8
20190609,4.8
20190610,4.79
20190611,4.79
20190612,4.79
20190613,4.78
20190614,4.77
20190615,4.77
20190616,4.77
20190617,4.78
20190618,4.79
20190619,4.8
20190620,4.8
20190621,4.81
20190622,4.81
20190623,4.82
20190624,4.82
20190625,4.83
20190626,4.85
20190627,4.88
20190628,4.91
20190629,4.97
20190630,5.02
20190701,5.07
20190702,5.19
20190703,5.41
20190704,5.64
20190705,5.94
20190706,6.24
20190707,6.53
20190708,7.35
20190709,8.4
20190710,9.16
20190711,10.03
20190712,10.99
20190713,11.67
20190714,11.99
20190715,12.21
20190716,12.38
20190717,12.5
20190718,12.61
20190719,12.72
20190720,12.82
20190721,12.93
20190722,13.09
20190723,13.5
20190724,13.98
20190725,14.33
20190726,14.61
20190727,14.9
20190728,15.13
20190729,15.29
20190730,15.36
20190731,15.52
20190801,15.47
20190802,15.36
20190803,15.36
20190804,15.55
20190805,15.85
20190806,16.46
20190807,17.54
20190808,19.55
20190809,23.28
20190810,26.95
20190811,31.62
20190812,31.97
20190813,33.28
20190814,36.05
20190815,36.51
20190816,36.67
20190817,36.72
20190818,36.62
20190819,36.4
20190820,36.57
20190821,36.62
20190822,36.67
20190823,36.72
20190824,36.72
20190825,36.72
20190826,36.72
20190827,36.57
20190828,36.59
20190829,36.62
20190830,36.67
20190831,36.72
20190901,36.69
20190902,36.67
20190903,36.86
20190904,36.67
20190905,36.64
20190906,36.64
20190907,36.72
20190908,36.74
20190909,36.6
20190910,36.6
20190911,36.6
20190912,37.1
20190913,37.1
20190914,37.1
20190915,37.1
20190916,37.1
20190917,37.06
20190918,37.06
20190919,37.01
20190920,36.96
20190921,36.89
20190922,36.79
20190923,36.62
20190924,36.52
20190925,36.48
20190926,36.48
20190927,36.54
20190928,36.57
20190929,36.48
20190930,36.33
20191001,36.18
20191002,35.94
20191003,35.78
20191004,35.65
20191005,35.46
20191006,35.32
20191007,35.32
20191008,35.15
20191009,35.08
20191010,35.17
20191011,35.21
20191012,35.08
20191013,35.08
20191014,35.22
20191015,35.29
20191016,35.29
20191017,35.41
20191018,35.65
20191019,35.68
20191020,35.8
20191021,35.8
20191022,35.9
20191023,36.35
20191024,36.57
20191025,36.62
20191026,36.79
20191027,36.96
20191028,37.06
20191029,36.82
20191030,36.77
20191031,36.72
20191101,36.67
20191102,36.63
20191103,36.54
20191104,36.36
20191105,36.18
20191106,35.99
20191107,35.77
20191108,35.53
20191109,35.39
20191110,35.27
20191111,35.15
20191112,34.94
20191113,
20191114,34.42
20191115,34.15
20191116,33.84
20191117,33.6
20191118,33.35
20191119,33.09
20191120,32.8
20191121,32.54
20191122,32.25
20191123,31.93
20191124,31.58
20191125,31.27
20191126,30.93
20191127,30.63
20191128,30.29
20191129,29.96
20191130,29.63
20191201,29.31
20191202,28.97
20191203,28.66
20191204,28.46
20191205,28.19
20191206,27.93
20191207,27.68
20191208,27.44
20191209,27.14
20191210,26.87
20191211,26.55
20191212,26.26
20191213,25.96
20191214,25.66
20191215,25.38
20191216,25.02
20191217,24.67
20191218,24.34
20191219,24.07
20191220,23.84
20191221,23.52
20191222,23.19
20191223,21.52
20191224,21.17
20191225,22.21
20191226,21.86
20191227,21.57
20191228,21.29
20191229,21.03
20191230,20.78
20191231,20.55
20200101,20.34
20200102,20.14
20200103,19.95
20200104,19.77
20200105,19.61
20200106,19.48
20200107,19.36
20200108,19.26
20200109,19.2
20200110,19.2
20200111,19.2
20200112,19.2
20200113,19.19
20200114,19.18
20200115,19.18
20200116,19.18
20200117,19.18
20200118,19.18
20200119,19.18
20200120,19.18
20200121,19.19
20200122,19.2
20200123,19.22
20200124,19.23
20200125,19.24
20200126,19.24
20200127,19.24
20200128,19.24
20200129,19.24
20200130,19.23
20200131,19.23
20200201,19.23
20200202,19.22
20200203,19.19
20200204,19.18
20200205,19.15
20200206,19.13
20200207,19.12
20200208,19.11
20200209,19.1
20200210,19.1
20200211,19.1
20200212,19.09
20200213,19.08
20200214,19.08
20200215,19.06
20200216,19.04
20200217,19.02
20200218,19.02
20200219,19.01
20200220,18.99
20200221,18.99
20200222,18.93
20200223,18.84
20200224,18.76
20200225,18.69
20200226,18.62
20200227,18.55
20200228,18.49
20200229,18.43
20200301,18.39
20200302,18.36
20200303,18.34
20200304,18.33
20200305,18.31
20200306,18.3
20200307,18.28
20200308,18.26
20200309,18.24
20200310,18.21
20200311,18.19
20200312,18.17
20200313,18.16
20200314,18.14
20200315,18.12
20200316,18.11
20200317,18.09
20200318,18.07
20200319,18.05
20200320,18.03
20200321,18.01
20200322,17.98
20200323,17.96
20200324,17.94
20200325,17.91
20200326,17.89
20200327,17.87
20200328,17.85
20200329,17.82
20200330,17.8
20200331,17.78
20200401,17.73
20200402,17.62
20200403,17.49
20200404,17.33
20200405,17.21
20200406,17.08
20200407,16.96
20200408,16.81
20200409,16.68
20200410,16.56
20200411,16.51
20200412,16.49
20200413,16.47
20200414,16.45
20200415,16.43
20200416,16.39
20200417,16.37
20200418,16.34
20200419,16.32
20200420,16.29
20200421,16.26
20200422,16.23
20200423,16.2
20200424,16.17
20200425,16.15
20200426,16.14
20200427,16.18
20200428,16.22
20200429,16.24
20200430,16.21
20200501,16.19
20200502,16.16
20200503,16.14
20200504,16.11
20200505,16.08
20200506,16.05
20200507,16.03
20200508,16.02
20200509,15.98
20200510,15.95
20200511,15.9
20200512,15.86
20200513,15.81
20200514,15.77
20200515,15.74
20200516,15.72
20200517,15.69
20200518,15.66
20200519,15.72
20200520,15.72
20200521,15.74
20200522,15.72
20200523,15.7
20200524,15.61
20200525,15.36
20200526,15.05
20200527,14.76
20200528,14.46
20200529,14.06
20200530,13.71
20200531,13.31
20200601,12.86
20200602,12.58
20200603,12.25
20200604,11.95
20200605,11.64
20200606,11.32
20200607,11.01
20200608,10.67
20200609,10.33
20200610,9.99
20200611,9.65
20200612,9.59
20200613,9.62
20200614,9.67
20200615,9.72
20200616,9.79
20200617,9.81
20200618,9.86
20200619,10.04
20200620,10.24
20200621,10.38
20200622,10.48
20200623,10.6
20200624,10.72
20200625,10.8
20200626,10.94
20200627,11.03
20200628,11.09
20200629,11.14
20200630,11.17
20200701,11.19
20200702,11.23
20200703,11.28
20200704,11.37
20200705,11.31
20200706,11.77
20200707,12.07
20200708,12.6
20200709,13.51
20200710,
20200711,
20200712,
20200713,
20200714,
20200715,
20200716,
20200717,
20200718,
20200719,
20200720,
20200721,
20200722,
20200723,
20200724,17.05
20200725,17.17
20200726,17.28
20200727,17.37
20200728,17.48
20200729,17.56
20200730,17.68
20200731,17.74
20200801,17.82
20200802,17.9
20200803,18.01
20200804,18.22
20200805,18.91
20200806,20.92
20200807,
20200808,
20200809,
20200810,
20200811,
20200812,
20200813,
20200814,35.57
20200815,35.82
20200816,36.07
20200817,36.52
20200818,36.65
20200819,36.35
20200820,36.45
20200821,36.49
20200822,36.7
20200823,36.62
20200824,36.62
20200825,36.62
20200826,36.62
20200827,36.62
20200828,36.57
20200829,36.42
20200830,36.23
20200831,35.92
20200901,35.68
20200902,35.43
20200903,35.32
20200904,35.36
20200905,35.54
20200906,35.58
20200907,35.63
20200908,35.6
20200909,35.43
20200910,35.18
20200911,34.94
20200912,34.73
20200913,34.58
20200914,34.66
20200915,34.66
20200916,34.55
20200917,34.41
20200918,34.24
20200919,34.08
20200920,33.96
20200921,33.87
20200922,34.45
20200923,35.65
20200924,36.35
20200925,36.62
20200926,36.62
20200927,36.62
20200928,36.62
20200929,36.62
20200930,36.62
20201001,36.62
20201002,36.48
20201003,36.33
20201004,36.14
20201005,35.91
20201006,35.65
20201007,35.44
20201008,35.21
20201009,35.05
20201010,34.92
20201011,34.79
20201012,34.7
20201013,34.62
20201014,34.51
20201015,34.63
20201016,35.08
20201017,35.69
20201018,35.84
20201019,35.78
20201020,35.78
20201021,35.63
20201022,35.5
20201023,35.41
20201024,35.54
20201025,35.58
20201026,35.46
20201027,35.38
20201028,35.21
20201029,35.03
20201030,34.83
20201031,34.61
20201101,34.37
20201102,34.09
20201103,33.84
20201104,33.59
20201105,33.32
20201106,33.07
20201107,32.78
20201108,32.49
20201109,32.17
20201110,31.86
20201111,31.49
20201112,31.17
20201113,30.89
20201114,30.6
20201115,30.31
20201116,30.03
20201117,29.77
20201118,29.48
20201119,29.2
20201120,28.89
20201121,28.57
20201122,28.23
20201123,27.91
20201124,27.54
20201125,27.22
20201126,26.87
20201127,26.52
20201128,26.19
20201129,25.84
20201130,25.5
20201201,25.16
20201202,24.82
20201203,24.46
20201204,24.07
20201205,23.72
20201206,23.36
20201207,23
20201208,22.62
20201209,22.24
20201210,21.91
20201211,21.59
20201212,21.27
20201213,20.9
20201214,20.55
20201215,20.18
20201216,19.81
20201217,19.49
20201218,
20201219,
20201220,
20201221,
20201222,
20201223,
20201224,
20201225,
20201226,
20201227,
20201228,
20201229,
20201230,
20201231,
,
