Date,Evapotranspiration,,
20150510,11520,,
20150511,26160,,
20150512,18250,,
20150513,12110,,
20150514,15870,,
20150515,10620,,
20150516,8210,,
20150517,15630,,
20150518,12390,,
20150519,17520,,
20150520,12940,,
20150521,11880,,
20150522,41110,,
20150523,41940,,
20150524,41420,,
20150525,37030,,
20150526,50490,,
20150527,38590,,
20150528,41970,,
20150529,52480,,
20150530,27060,,
20150531,59770,,
20150601,13290,,
20150602,25230,,
20150603,6248,,
20150604,21810,,
20150605,32470,,
20150606,22590,,
20150607,61230,,
20150608,13790,,
20150609,5228,,
20150610,11650,,
20150611,61770,,
20150612,18130,,
20150613,33600,,
20150614,18770,,
20150615,28290,,
20150616,26160,,
20150617,27990,,
20150618,24880,,
20150619,15900,,
20150620,18820,,
20150621,29200,,
20150622,35370,,
20150623,39630,,
20150624,30520,,
20150625,27840,,
20150626,17630,,
20150627,11690,,
20150628,35440,,
20150629,53670,,
20150630,51950,,
20150701,23950,,
20150702,206600,,
20150703,20730,,
20150704,167400,,
20150705,133600,,
20150706,120900,,
20150707,128400,,
20150708,12790,,
20150709,24940,,
20150710,20810,,
20150711,49720,,
20150712,78120,,
20150713,186100,,
20150714,152700,,
20150715,102300,,
20150716,72760,,
20150717,63680,,
20150718,102200,,
20150719,93960,,
20150720,51830,,
20150721,30770,,
20150722,84070,,
20150723,83610,,
20150724,53090,,
20150725,83570,,
20150726,103500,,
20150727,102500,,
20150728,9315,,
20150729,64950,,
20150730,152300,,
20150731,205600,,
20150801,63610,,
20150802,70180,,
20150803,116300,,
20150804,72360,,
20150805,63630,,
20150806,73230,,
20150807,52780,,
20150808,53510,,
20150809,22100,,
20150810,68780,,
20150811,57150,,
20150812,46640,,
20150813,22340,,
20150814,39680,,
20150815,82980,,
20150816,225300,,
20150817,23430,,
20150818,34370,,
20150819,44690,,
20150820,77010,,
20150821,104700,,
20150822,67440,,
20150823,11270,,
20150824,53870,,
20150825,180500,,
20150826,214600,,
20150827,46760,,
20150828,58880,,
20150829,222800,,
20150830,91720,,
20150831,77500,,
20150901,226100,,
20150902,218000,,
20150903,162300,,
20150904,39910,,
20150905,71030,,
20150906,84390,,
20150907,75740,,
20150908,57630,,
20150909,77710,,
20150910,55100,,
20150911,67030,,
20150912,58660,,
20150913,236200,,
20150914,102600,,
20150915,62520,,
20150916,68090,,
20150917,223200,,
20150918,99260,,
20150919,101300,,
20150920,206100,,
20150921,52210,,
20150922,69090,,
20150923,171700,,
20150924,213400,,
20150925,66130,,
20150926,251000,,
20150927,48120,,
20150928,81300,,
20150929,73960,,
20150930,63520,,
20151001,80490,,
20151002,69950,,
20151003,72770,,
20151004,54050,,
20151005,86400,,
20151006,115800,,
20151007,90450,,
20151008,74470,,
20151009,70020,,
20151010,49570,,
20151011,93960,,
20151012,61220,,
20151013,218800,,
20151014,187000,,
20151015,177200,,
20151016,177800,,
20151017,193800,,
20151018,177400,,
20151019,168600,,
20151020,168900,,
20151021,160600,,
20151022,170900,,
20151023,202400,,
20151024,201500,,
20151025,179000,,
20151026,216300,,
20151027,168800,,
20151028,181200,,
20151029,85800,,
20151030,72450,,
20151031,197900,,
20151101,151900,,
20151102,26680,,
20151103,49050,,
20151104,44790,,
20151105,63220,,
20151106,139000,,
20151107,157300,,
20151108,167100,,
20151109,138700,,
20151110,81080,,
20151111,54350,,
20151112,54120,,
20151113,48460,,
20151114,142700,,
20151115,102100,,
20151116,51560,,
20151117,113400,,
20151118,130200,,
20151119,50120,,
20151120,44090,,
20151121,57730,,
20151122,51280,,
20151123,43950,,
20151124,62310,,
20151125,34920,,
20151126,114900,,
20151127,92940,,
20151128,135300,,
20151129,115000,,
20151130,56400,,
20151201,48310,,
20151202,52880,,
20151203,21380,,
20151204,29090,,
20151205,110300,,
20151206,102300,,
20151207,110200,,
20151208,123800,,
20151209,124600,,
20151210,112400,,
20151211,113600,,
20151212,117300,,
20151213,133700,,
20151214,104600,,
20151215,50000,,
20151216,96040,,
20151217,98190,,
20151218,123600,,
20151219,93020,,
20151220,106300,,
20151221,116500,,
20151222,95810,,
20151223,102200,,
20151224,119100,,
20151225,123000,,
20151226,175600,,
20151227,145500,,
20151228,119600,,
20151229,110000,,
20151230,104900,,
20151231,127400,,
20160101,100400,,
20160102,110400,,
20160103,107100,,
20160104,104900,,
20160105,128600,,
20160106,116800,,
20160107,145000,,
20160108,117500,,
20160109,122500,,
20160110,124700,,
20160111,132900,,
20160112,114900,,
20160113,125800,,
20160114,101800,,
20160115,108500,,
20160116,101200,,
20160117,126000,,
20160118,124800,,
20160119,34280,,
20160120,47110,,
20160121,101100,,
20160122,107300,,
20160123,120800,,
20160124,115500,,
20160125,107800,,
20160126,94310,,
20160127,113300,,
20160128,107600,,
20160129,107500,,
20160130,119000,,
20160131,99330,,
20160201,133700,,
20160202,135100,,
20160203,141000,,
20160204,124400,,
20160205,117000,,
20160206,138100,,
20160207,159400,,
20160208,121500,,
20160209,121300,,
20160210,132100,,
20160211,145000,,
20160212,116400,,
20160213,131500,,
20160214,135300,,
20160215,119900,,
20160216,133200,,
20160217,116900,,
20160218,148900,,
20160219,138000,,
20160220,120800,,
20160221,109700,,
20160222,117000,,
20160223,147400,,
20160224,134200,,
20160225,37570,,
20160226,122000,,
20160227,113700,,
20160228,125600,,
20160229,147200,,
20160301,151500,,
20160302,139200,,
20160303,157400,,
20160304,120400,,
20160305,144000,,
20160306,120700,,
20160307,122300,,
20160308,125700,,
20160309,133200,,
20160310,125600,,
20160311,120600,,
20160312,162800,,
20160313,150300,,
20160314,135300,,
20160315,150700,,
20160316,134900,,
20160317,144500,,
20160318,126300,,
20160319,148400,,
20160320,116600,,
20160321,117900,,
20160322,152300,,
20160323,138000,,
20160324,129700,,
20160325,136500,,
20160326,151800,,
20160327,148200,,
20160328,140900,,
20160329,121500,,
20160330,154000,,
20160331,127700,,
20160401,71420,,
20160402,66310,,
20160403,117000,,
20160404,158000,,
20160405,125400,,
20160406,134800,,
20160407,134000,,
20160408,162800,,
20160409,53660,,
20160410,32630,,
20160411,35550,,
20160412,69980,,
20160413,67850,,
20160414,147900,,
20160415,148200,,
20160416,47340,,
20160417,68240,,
20160418,69150,,
20160419,122000,,
20160420,160700,,
20160421,53570,,
20160422,174900,,
20160423,190500,,
20160424,145200,,
20160425,160600,,
20160426,138500,,
20160427,130000,,
20160428,190700,,
20160429,134500,,
20160430,143100,,
20160501,10570,,
20160502,125100,,
20160503,5657,,
20160504,15240,,
20160505,39140,,
20160506,35940,,
20160507,73290,,
20160508,102700,,
20160509,69860,,
20160510,147800,,
20160511,35680,,
20160512,20100,,
20160513,46650,,
20160514,28150,,
20160515,38230,,
20160516,56130,,
20160517,121600,,
20160518,60250,,
20160519,131700,,
20160520,33100,,
20160521,112400,,
20160522,146300,,
20160523,137400,,
20160524,121500,,
20160525,130700,,
20160526,124200,,
20160527,122800,,
20160528,23900,,
20160529,62490,,
20160530,29350,,
20160531,16050,,
20160601,43790,,
20160602,35150,,
20160603,37640,,
20160604,23100,,
20160605,45060,,
20160606,25370,,
20160607,52160,,
20160608,24860,,
20160609,5526,,
20160610,5849,,
20160611,24280,,
20160612,36730,,
20160613,28910,,
20160614,23720,,
20160615,213200,,
20160616,18010,,
20160617,7868,,
20160618,23980,,
20160619,56840,,
20160620,141100,,
20160621,26010,,
20160622,30030,,
20160623,20630,,
20160624,66330,,
20160625,18210,,
20160626,6260,,
20160627,41220,,
20160628,43640,,
20160629,20670,,
20160630,50780,,
20160701,25050,,
20160702,3243,,
20160703,58430,,
20160704,56290,,
20160705,39300,,
20160706,28800,,
20160707,33350,,
20160708,30660,,
20160709,49350,,
20160710,29550,,
20160711,9505,,
20160712,45320,,
20160713,52070,,
20160714,43650,,
20160715,76570,,
20160716,58640,,
20160717,65440,,
20160718,195800,,
20160719,53930,,
20160720,138200,,
20160721,18130,,
20160722,78290,,
20160723,36370,,
20160724,64290,,
20160725,114500,,
20160726,119700,,
20160727,275400,,
20160728,43740,,
20160729,9691,,
20160730,43200,,
20160731,62200,,
20160801,97650,,
20160802,52140,,
20160803,63650,,
20160804,80080,,
20160805,46750,,
20160806,102400,,
20160807,25100,,
20160808,47850,,
20160809,12510,,
20160810,107800,,
20160811,82350,,
20160812,94150,,
20160813,130000,,
20160814,132600,,
20160815,237900,,
20160816,62160,,
20160817,39980,,
20160818,46790,,
20160819,91690,,
20160820,84990,,
20160821,219100,,
20160822,206800,,
20160823,101900,,
20160824,42010,,
20160825,218700,,
20160826,48970,,
20160827,76580,,
20160828,69860,,
20160829,104600,,
20160830,93050,,
20160831,63090,,
20160901,70580,,
20160902,113500,,
20160903,146200,,
20160904,29860,,
20160905,63070,,
20160906,64920,,
20160907,61730,,
20160908,60130,,
20160909,40020,,
20160910,55740,,
20160911,99520,,
20160912,92260,,
20160913,248000,,
20160914,54180,,
20160915,85480,,
20160916,46210,,
20160917,51000,,
20160918,49380,,
20160919,83840,,
20160920,105900,,
20160921,84120,,
20160922,104800,,
20160923,94320,,
20160924,77360,,
20160925,86290,,
20160926,79470,,
20160927,236600,,
20160928,202800,,
20160929,17760,,
20160930,24720,,
20161001,235800,,
20161002,249600,,
20161003,189500,,
20161004,208900,,
20161005,170100,,
20161006,168500,,
20161007,178200,,
20161008,207200,,
20161009,206000,,
20161010,207000,,
20161011,187000,,
20161012,59180,,
20161013,80600,,
20161014,77530,,
20161015,203400,,
20161016,201500,,
20161017,167400,,
20161018,186700,,
20161019,170500,,
20161020,181000,,
20161021,164100,,
20161022,174500,,
20161023,164200,,
20161024,158200,,
20161025,169200,,
20161026,180100,,
20161027,140900,,
20161028,149400,,
20161029,121800,,
20161030,149500,,
20161031,52270,,
20161101,52420,,
20161102,43120,,
20161103,108400,,
20161104,113000,,
20161105,94410,,
20161106,110800,,
20161107,108300,,
20161108,111200,,
20161109,108100,,
20161110,95770,,
20161111,93550,,
20161112,87570,,
20161113,94000,,
20161114,74100,,
20161115,14960,,
20161116,74560,,
20161117,69680,,
20161118,68140,,
20161119,76700,,
20161120,74760,,
20161121,76900,,
20161122,77190,,
20161123,77250,,
20161124,66780,,
20161125,63230,,
20161126,55630,,
20161127,56790,,
20161128,53880,,
20161129,57310,,
20161130,52870,,
20161201,40050,,
20161202,35260,,
20161203,20020,,
20161204,19330,,
20161205,53230,,
20161206,39520,,
20161207,48490,,
20161208,32130,,
20161209,31930,,
20161210,29860,,
20161211,33760,,
20161212,34850,,
20161213,7436,,
20161214,11080,,
20161215,6950,,
20161216,21100,,
20161217,23950,,
20161218,18740,,
20161219,21060,,
20161220,18560,,
20161221,19170,,
20161222,15550,,
20161223,14840,,
20161224,14880,,
20161225,10220,,
20161226,13760,,
20161227,10420,,
20161228,7967,,
20161229,7335,,
20161230,7237,,
20161231,5429,,
20170101,5368,,
20170102,4599,,
20170103,2857,,
20170104,1144,,
20170105,0,,
20170106,0,,
20170107,0,,
20170108,0,,
20170109,0,,
20170110,0,,
20170111,0,,
20170112,0,,
20170113,0,,
20170114,0,,
20170115,0,,
20170116,89.37,,
20170117,131.5,,
20170118,255.3,,
20170119,298.7,,
20170120,309.2,,
20170121,187.1,,
20170122,36.24,,
20170123,0,,
20170124,0,,
20170125,0,,
20170126,0,,
20170127,0,,
20170128,0,,
20170129,0,,
20170130,0,,
20170131,0,,
20170201,0,,
20170202,0,,
20170203,0,,
20170204,1.938,,
20170205,0,,
20170206,0,,
20170207,0,,
20170208,0,,
20170209,0,,
20170210,0,,
20170211,0,,
20170212,0,,
20170213,0,,
20170214,0,,
20170215,0,,
20170216,0,,
20170217,0,,
20170218,0,,
20170219,0,,
20170220,0,,
20170221,0,,
20170222,0,,
20170223,0,,
20170224,0,,
20170225,0,,
20170226,0,,
20170227,0,,
20170228,0,,
20170301,0,,
20170302,0,,
20170303,0,,
20170304,0,,
20170305,0,,
20170306,0,,
20170307,0,,
20170308,0,,
20170309,0,,
20170310,0,,
20170311,0,,
20170312,0,,
20170313,0,,
20170314,0,,
20170315,0,,
20170316,0,,
20170317,0,,
20170318,0,,
20170319,0,,
20170320,0,,
20170321,0,,
20170322,0,,
20170323,0,,
20170324,0,,
20170325,0,,
20170326,0,,
20170327,0,,
20170328,0,,
20170329,0,,
20170330,0,,
20170331,0,,
20170401,0,,
20170402,0,,
20170403,0,,
20170404,0,,
20170405,0,,
20170406,122.8,,
20170407,0,,
20170408,0,,
20170409,0,,
20170410,0,,
20170411,0,,
20170412,0,,
20170413,0,,
20170414,0,,
20170415,0,,
20170416,0,,
20170417,0,,
20170418,0,,
20170419,0,,
20170420,0,,
20170421,0,,
20170422,0,,
20170423,0,,
20170424,0,,
20170425,0,,
20170426,0,,
20170427,0,,
20170428,0,,
20170429,0,,
20170430,0,,
20170501,0,,
20170502,0,,
20170503,356.1,,
20170504,284.8,,
20170505,356.3,,
20170506,885.1,,
20170507,188.6,,
20170508,999.8,,
20170509,6608,,
20170510,3466,,
20170511,3427,,
20170512,2521,,
20170513,4742,,
20170514,4450,,
20170515,2203,,
20170516,7253,,
20170517,18370,,
20170518,5627,,
20170519,5033,,
20170520,6310,,
20170521,7052,,
20170522,17030,,
20170523,5909,,
20170524,4227,,
20170525,15800,,
20170526,19890,,
20170527,4126,,
20170528,8258,,
20170529,20920,,
20170530,20740,,
20170531,18540,,
20170601,28750,,
20170602,6912,,
20170603,10260,,
20170604,25730,,
20170605,24370,,
20170606,23350,,
20170607,9685,,
20170608,740.5,,
20170609,22.65,,
20170610,7767,,
20170611,14890,,
20170612,6725,,
20170613,6564,,
20170614,6037,,
20170615,10440,,
20170616,812.7,,
20170617,318.7,,
20170618,6088,,
20170619,2515,,
20170620,7379,,
20170621,6358,,
20170622,10540,,
20170623,11560,,
20170624,6516,,
20170625,7552,,
20170626,5598,,
20170627,3988,,
20170628,9367,,
20170629,11390,,
20170630,5413,,
20170701,13070,,
20170702,12040,,
20170703,9959,,
20170704,16130,,
20170705,2449,,
20170706,2463,,
20170707,5289,,
20170708,8076,,
20170709,9670,,
20170710,24390,,
20170711,11220,,
20170712,12090,,
20170713,10030,,
20170714,1403,,
20170715,3282,,
20170716,3671,,
20170717,9178,,
20170718,8057,,
20170719,6147,,
20170720,11890,,
20170721,25600,,
20170722,20290,,
20170723,13390,,
20170724,20850,,
20170725,23610,,
20170726,12210,,
20170727,17860,,
20170728,13480,,
20170729,17240,,
20170730,80700,,
20170731,67000,,
20170801,10120,,
20170802,17490,,
20170803,10650,,
20170804,18980,,
20170805,27700,,
20170806,18250,,
20170807,38190,,
20170808,32010,,
20170809,36850,,
20170810,58220,,
20170811,51660,,
20170812,24530,,
20170813,57530,,
20170814,70920,,
20170815,22110,,
20170816,28800,,
20170817,17880,,
20170818,23500,,
20170819,36270,,
20170820,38650,,
20170821,39300,,
20170822,29390,,
20170823,21980,,
20170824,17640,,
20170825,8731,,
20170826,20200,,
20170827,28970,,
20170828,32080,,
20170829,41400,,
20170830,47100,,
20170831,39440,,
20170901,101000,,
20170902,34760,,
20170903,42320,,
20170904,34270,,
20170905,61720,,
20170906,39350,,
20170907,26440,,
20170908,33260,,
20170909,41660,,
20170910,41690,,
20170911,40700,,
20170912,131900,,
20170913,132000,,
20170914,42690,,
20170915,14200,,
20170916,30890,,
20170917,23520,,
20170918,17530,,
20170919,1638,,
20170920,5430,,
20170921,3029,,
20170922,0,,
20170923,0,,
20170924,0,,
20170925,0,,
20170926,0,,
20170927,0,,
20170928,0,,
20170929,5918,,
20170930,10980,,
20171001,7113,,
20171002,9474,,
20171003,9784,,
20171004,10880,,
20171005,9845,,
20171006,8164,,
20171007,7123,,
20171008,5037,,
20171009,8683,,
20171010,8736,,
20171011,909,,
20171012,0,,
20171013,0,,
20171014,0,,
20171015,0,,
20171016,0,,
20171017,0,,
20171018,0,,
20171019,0,,
20171020,0,,
20171021,0,,
20171022,0,,
20171023,0,,
20171024,0,,
20171025,0,,
20171026,0,,
20171027,0,,
20171028,0,,
20171029,0,,
20171030,0,,
20171031,0,,
20171101,0,,
20171102,0,,
20171103,0,,
20171104,0,,
20171105,0,,
20171106,0,,
20171107,0,,
20171108,1450,,
20171109,3035,,
20171110,1268,,
20171111,0,,
20171112,0,,
20171113,0,,
20171114,0,,
20171115,0,,
20171116,0,,
20171117,0,,
20171118,0,,
20171119,0,,
20171120,0,,
20171121,0,,
20171122,0,,
20171123,0,,
20171124,0,,
20171125,0,,
20171126,0,,
20171127,0,,
20171128,0,,
20171129,0,,
20171130,0,,
20171201,0,,
20171202,0,,
20171203,0,,
20171204,0,,
20171205,0,,
20171206,0,,
20171207,0,,
20171208,0,,
20171209,0,,
20171210,0,,
20171211,0,,
20171212,0,,
20171213,0,,
20171214,0,,
20171215,0,,
20171216,0,,
20171217,0,,
20171218,0,,
20171219,0,,
20171220,0,,
20171221,0,,
20171222,0,,
20171223,0,,
20171224,0,,
20171225,0,,
20171226,0,,
20171227,0,,
20171228,0,,
20171229,0,,
20171230,0,,
20171231,0,,
20180101,0,,
20180102,0,,
20180103,0,,
20180104,0,,
20180105,0,,
20180106,0,,
20180107,0,,
20180108,0,,
20180109,0,,
20180110,0,,
20180111,0,,
20180112,0,,
20180113,0,,
20180114,0,,
20180115,0,,
20180116,0,,
20180117,0,,
20180118,0,,
20180119,0,,
20180120,0,,
20180121,0,,
20180122,0,,
20180123,0,,
20180124,0,,
20180125,0,,
20180126,0,,
20180127,0,,
20180128,0,,
20180129,0,,
20180130,0,,
20180131,0,,
20180201,0,,
20180202,0,,
20180203,0,,
20180204,0,,
20180205,0,,
20180206,0,,
20180207,0,,
20180208,0,,
20180209,0,,
20180210,0,,
20180211,4950,,
20180212,9039,,
20180213,8269,,
20180214,6982,,
20180215,4109,,
20180216,780.2,,
20180217,0,,
20180218,0,,
20180219,0,,
20180220,0,,
20180221,0,,
20180222,0,,
20180223,0,,
20180224,0,,
20180225,0,,
20180226,0,,
20180227,0,,
20180228,0,,
20180301,0,,
20180302,0,,
20180303,0,,
20180304,0,,
20180305,0,,
20180306,0,,
20180307,0,,
20180308,0,,
20180309,97.1,,
20180310,278.4,,
20180311,469.1,,
20180312,786.6,,
20180313,509.1,,
20180314,0,,
20180315,0,,
20180316,0,,
20180317,2149,,
20180318,1589,,
20180319,732,,
20180320,298.5,,
20180321,225.1,,
20180322,0,,
20180323,0,,
20180324,0,,
20180325,0,,
20180326,0,,
20180327,0,,
20180328,0,,
20180329,12.57,,
20180330,0,,
20180331,0,,
20180401,416.2,,
20180402,393.1,,
20180403,317.3,,
20180404,2895,,
20180405,2173,,
20180406,7333,,
20180407,7112,,
20180408,7555,,
20180409,6451,,
20180410,5159,,
20180411,6053,,
20180412,2760,,
20180413,2755,,
20180414,4375,,
20180415,1001,,
20180416,1758,,
20180417,2850,,
20180418,1335,,
20180419,729.4,,
20180420,516,,
20180421,2374,,
20180422,373.4,,
20180423,928.3,,
20180424,2479,,
20180425,4827,,
20180426,2176,,
20180427,5504,,
20180428,5511,,
20180429,4433,,
20180430,2616,,
20180501,1309,,
20180502,1590,,
20180503,339.5,,
20180504,0,,
20180505,0,,
20180506,0,,
20180507,0,,
20180508,0,,
20180509,0,,
20180510,1176,,
20180511,1593,,
20180512,7539,,
20180513,7493,,
20180514,8132,,
20180515,8610,,
20180516,5885,,
20180517,24820,,
20180518,11360,,
20180519,8817,,
20180520,15010,,
20180521,8956,,
20180522,16200,,
20180523,31610,,
20180524,10850,,
20180525,12430,,
20180526,18890,,
20180527,17460,,
20180528,12500,,
20180529,14460,,
20180530,29120,,
20180531,41730,,
20180601,42590,,
20180602,19050,,
20180603,40450,,
20180604,44240,,
20180605,42810,,
20180606,23710,,
20180607,21530,,
20180608,28120,,
20180609,42840,,
20180610,13910,,
20180611,20540,,
20180612,11690,,
20180613,22590,,
20180614,46650,,
20180615,70290,,
20180616,198100,,
20180617,43710,,
20180618,31530,,
20180619,77810,,
20180620,38410,,
20180621,45180,,
20180622,52380,,
20180623,47180,,
20180624,21350,,
20180625,7380,,
20180626,73340,,
20180627,36000,,
20180628,22890,,
20180629,61600,,
20180630,60590,,
20180701,198600,,
20180702,130000,,
20180703,18130,,
20180704,76790,,
20180705,112800,,
20180706,92370,,
20180707,66500,,
20180708,35790,,
20180709,71390,,
20180710,148800,,
20180711,112000,,
20180712,83710,,
20180713,6910,,
20180714,44520,,
20180715,105700,,
20180716,128300,,
20180717,95590,,
20180718,128400,,
20180719,67380,,
20180720,59910,,
20180721,52350,,
20180722,112600,,
20180723,62730,,
20180724,54380,,
20180725,60520,,
20180726,85410,,
20180727,35070,,
20180728,116900,,
20180729,17220,,
20180730,229200,,
20180731,51220,,
20180801,74070,,
20180802,84430,,
20180803,112800,,
20180804,77970,,
20180805,60210,,
20180806,77920,,
20180807,90720,,
20180808,89630,,
20180809,94940,,
20180810,20870,,
20180811,37130,,
20180812,64260,,
20180813,125100,,
20180814,59660,,
20180815,58830,,
20180816,67570,,
20180817,49730,,
20180818,91930,,
20180819,72090,,
20180820,97480,,
20180821,117900,,
20180822,79120,,
20180823,68050,,
20180824,115900,,
20180825,216100,,
20180826,74310,,
20180827,60810,,
20180828,74840,,
20180829,133700,,
20180830,26030,,
20180831,72870,,
20180901,71460,,
20180902,199100,,
20180903,105400,,
20180904,195100,,
20180905,146500,,
20180906,195800,,
20180907,240000,,
20180908,21050,,
20180909,62730,,
20180910,221400,,
20180911,117600,,
20180912,38510,,
20180913,224900,,
20180914,172000,,
20180915,44300,,
20180916,244800,,
20180917,75750,,
20180918,55460,,
20180919,236700,,
20180920,201400,,
20180921,72080,,
20180922,172700,,
20180923,257900,,
20180924,116000,,
20180925,84340,,
20180926,77150,,
20180927,79800,,
20180928,72270,,
20180929,107100,,
20180930,106100,,
20181001,120300,,
20181002,73530,,
20181003,66060,,
20181004,79390,,
20181005,86060,,
20181006,55600,,
20181007,57960,,
20181008,179400,,
20181009,66070,,
20181010,81250,,
20181011,146900,,
20181012,57230,,
20181013,42470,,
20181014,48210,,
20181015,21040,,
20181016,14620,,
20181017,12540,,
20181018,15340,,
20181019,14120,,
20181020,16520,,
20181021,35550,,
20181022,35690,,
20181023,33580,,
20181024,34430,,
20181025,30070,,
20181026,20500,,
20181027,19160,,
20181028,18780,,
20181029,18270,,
20181030,21520,,
20181031,20090,,
20181101,15910,,
20181102,15700,,
20181103,14270,,
20181104,2397,,
20181105,0,,
20181106,0,,
20181107,0,,
20181108,0,,
20181109,0,,
20181110,0,,
20181111,0,,
20181112,0,,
20181113,0,,
20181114,0,,
20181115,0,,
20181116,0,,
20181117,0,,
20181118,0,,
20181119,0,,
20181120,77.05,,
20181121,0,,
20181122,0,,
20181123,0,,
20181124,0,,
20181125,0,,
20181126,0,,
20181127,0,,
20181128,0,,
20181129,0,,
20181130,0,,
20181201,0,,
20181202,0,,
20181203,0,,
20181204,0,,
20181205,0,,
20181206,0,,
20181207,0,,
20181208,0,,
20181209,0,,
20181210,0,,
20181211,0,,
20181212,0,,
20181213,0,,
20181214,0,,
20181215,0,,
20181216,0,,
20181217,0,,
20181218,0,,
20181219,0,,
20181220,0,,
20181221,0,,
20181222,0,,
20181223,0,,
20181224,0,,
20181225,0,,
20181226,0,,
20181227,0,,
20181228,0,,
20181229,0,,
20181230,0,,
20181231,0,,
20190101,0,,
20190102,0,,
20190103,0,,
20190104,0,,
20190105,0,,
20190106,0,,
20190107,0,,
20190108,0,,
20190109,0,,
20190110,0,,
20190111,0,,
20190112,0,,
20190113,0,,
20190114,0,,
20190115,0,,
20190116,0,,
20190117,0,,
20190118,0,,
20190119,0,,
20190120,0,,
20190121,0,,
20190122,0,,
20190123,0,,
20190124,0,,
20190125,0,,
20190126,0,,
20190127,0,,
20190128,0,,
20190129,0,,
20190130,0,,
20190131,0,,
20190201,0,,
20190202,0,,
20190203,0,,
20190204,0,,
20190205,0,,
20190206,0,,
20190207,0,,
20190208,0,,
20190209,0,,
20190210,0,,
20190211,0,,
20190212,0,,
20190213,0,,
20190214,0,,
20190215,0,,
20190216,0,,
20190217,0,,
20190218,0,,
20190219,0,,
20190220,0,,
20190221,0,,
20190222,0,,
20190223,0,,
20190224,0,,
20190225,0,,
20190226,0,,
20190227,0,,
20190228,0,,
20190301,0,,
20190302,0,,
20190303,0,,
20190304,0,,
20190305,0,,
20190306,0,,
20190307,0,,
20190308,0,,
20190309,0,,
20190310,0,,
20190311,0,,
20190312,0,,
20190313,0,,
20190314,0,,
20190315,0,,
20190316,0,,
20190317,0,,
20190318,0,,
20190319,0,,
20190320,0,,
20190321,0,,
20190322,0,,
20190323,0,,
20190324,0,,
20190325,0,,
20190326,0,,
20190327,0,,
20190328,0,,
20190329,0,,
20190330,0,,
20190331,0,,
20190401,0,,
20190402,0,,
20190403,0,,
20190404,0,,
20190405,0,,
20190406,0,,
20190407,0,,
20190408,0,,
20190409,0,,
20190410,0,,
20190411,0,,
20190412,0,,
20190413,104.6,,
20190414,336,,
20190415,243,,
20190416,40.27,,
20190417,0,,
20190418,0,,
20190419,0,,
20190420,0,,
20190421,0,,
20190422,0,,
20190423,0,,
20190424,0,,
20190425,0,,
20190426,0,,
20190427,0,,
20190428,0,,
20190429,0,,
20190430,0,,
20190501,0,,
20190502,0,,
20190503,0,,
20190504,0,,
20190505,0,,
20190506,0,,
20190507,0,,
20190508,0,,
20190509,0,,
20190510,0,,
20190511,0,,
20190512,0,,
20190513,0,,
20190514,0,,
20190515,0,,
20190516,0,,
20190517,0,,
20190518,0,,
20190519,0,,
20190520,0,,
20190521,0,,
20190522,0,,
20190523,0,,
20190524,0,,
20190525,0,,
20190526,341.1,,
20190527,369.9,,
20190528,786,,
20190529,302.4,,
20190530,579.1,,
20190531,118.3,,
20190601,80.21,,
20190602,0,,
20190603,0,,
20190604,130.8,,
20190605,0,,
20190606,0,,
20190607,243.6,,
20190608,3602,,
20190609,907.4,,
20190610,0,,
20190611,0,,
20190612,0,,
20190613,0,,
20190614,0,,
20190615,0,,
20190616,0,,
20190617,0,,
20190618,0,,
20190619,0,,
20190620,0,,
20190621,0,,
20190622,0,,
20190623,0,,
20190624,0,,
20190625,0,,
20190626,0,,
20190627,0,,
20190628,0,,
20190629,0,,
20190630,0,,
20190701,0,,
20190702,0,,
20190703,39.12,,
20190704,1.564,,
20190705,0,,
20190706,512.5,,
20190707,2757,,
20190708,1409,,
20190709,2226,,
20190710,3427,,
20190711,11080,,
20190712,7917,,
20190713,24130,,
20190714,23680,,
20190715,5868,,
20190716,7815,,
20190717,28940,,
20190718,15370,,
20190719,8385,,
20190720,10890,,
20190721,17640,,
20190722,12870,,
20190723,4838,,
20190724,9713,,
20190725,4041,,
20190726,20320,,
20190727,5092,,
20190728,8629,,
20190729,9849,,
20190730,6365,,
20190731,12660,,
20190801,4117,,
20190802,6878,,
20190803,6810,,
20190804,4520,,
20190805,5796,,
20190806,9814,,
20190807,19590,,
20190808,16790,,
20190809,39650,,
20190810,90570,,
20190811,92580,,
20190812,58870,,
20190813,107900,,
20190814,58540,,
20190815,85990,,
20190816,27230,,
20190817,53910,,
20190818,37560,,
20190819,26710,,
20190820,38440,,
20190821,38990,,
20190822,41290,,
20190823,50400,,
20190824,117300,,
20190825,127100,,
20190826,38760,,
20190827,59670,,
20190828,39980,,
20190829,37110,,
20190830,103700,,
20190831,96140,,
20190901,71570,,
20190902,61550,,
20190903,45360,,
20190904,94420,,
20190905,57140,,
20190906,78400,,
20190907,77020,,
20190908,57800,,
20190909,30600,,
20190910,72090,,
20190911,53640,,
20190912,74710,,
20190913,77590,,
20190914,223800,,
20190915,234900,,
20190916,112900,,
20190917,84320,,
20190918,81190,,
20190919,52960,,
20190920,61240,,
20190921,57710,,
20190922,201900,,
20190923,91530,,
20190924,58230,,
20190925,95450,,
20190926,47420,,
20190927,66200,,
20190928,85540,,
20190929,219900,,
